date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-01-29,14.0,14.0,15.0,14.0,14.0,10.0,11.0,13.0,19.0,16.0,20.0,14.0,19.0,11.0,6.0,7.0,19.0,11.0,14.0,8.0,13.56530509329299
2020-01-30,17.0,26.0,16.0,18.0,28.0,17.0,17.0,27.0,25.0,24.0,24.0,21.0,29.0,18.0,22.0,24.0,25.0,22.0,22.0,26.0,22.59203227433182
2020-01-31,18.0,24.0,22.0,16.0,29.0,22.0,17.0,16.0,23.0,27.0,30.0,22.0,21.0,21.0,16.0,14.0,27.0,25.0,13.0,20.0,21.331316187594553
2020-02-01,7.0,9.0,22.0,20.0,3.0,11.0,17.0,9.0,23.0,15.0,12.0,19.0,4.0,14.0,13.0,9.0,8.0,11.0,15.0,9.0,12.607160867372667
2020-02-02,17.0,9.0,10.0,10.0,5.0,8.0,9.0,2.0,2.0,5.0,9.0,2.0,4.0,4.0,8.0,13.0,15.0,11.0,2.0,2.0,7.413010590015128
2020-02-03,7.0,20.0,21.0,9.0,16.0,14.0,17.0,8.0,18.0,23.0,19.0,7.0,14.0,12.0,12.0,12.0,13.0,12.0,19.0,17.0,14.624306606152293
2020-02-04,10.0,6.0,5.0,15.0,0.0,14.0,9.0,4.0,17.0,2.0,18.0,10.0,7.0,9.0,13.0,20.0,7.0,7.0,10.0,11.0,9.783156833081188
2020-02-05,7.0,12.0,8.0,5.0,3.0,22.0,14.0,7.0,10.0,12.0,9.0,6.0,11.0,12.0,9.0,16.0,10.0,5.0,10.0,9.0,9.934442763489661
2020-02-06,13.0,12.0,8.0,8.0,13.0,6.0,12.0,14.0,5.0,15.0,6.0,9.0,5.0,7.0,7.0,10.0,11.0,2.0,8.0,9.0,9.07715582450832
2020-02-07,5.0,0.0,3.0,5.0,5.0,3.0,0.0,2.0,5.0,3.0,0.0,0.0,2.0,5.0,5.0,5.0,8.0,2.0,0.0,2.0,3.02571860816944
2020-02-08,5.0,21.0,6.0,16.0,13.0,9.0,7.0,2.0,11.0,5.0,13.0,6.0,7.0,5.0,7.0,7.0,3.0,7.0,13.0,5.0,8.472012102874432
2020-02-09,9.0,17.0,13.0,3.0,7.0,13.0,5.0,4.0,7.0,14.0,6.0,14.0,13.0,11.0,9.0,13.0,10.0,4.0,9.0,11.0,9.682299546142207
2020-02-10,5.0,8.0,0.0,2.0,7.0,8.0,7.0,6.0,2.0,7.0,11.0,2.0,6.0,9.0,6.0,2.0,7.0,8.0,5.0,6.0,5.748865355521936
2020-02-11,14.0,14.0,0.0,8.0,5.0,10.0,2.0,2.0,10.0,7.0,14.0,4.0,2.0,9.0,9.0,9.0,10.0,2.0,2.0,11.0,7.2617246596066565
2020-02-12,7.0,8.0,10.0,5.0,7.0,8.0,9.0,4.0,7.0,7.0,11.0,4.0,11.0,9.0,9.0,7.0,15.0,9.0,5.0,6.0,7.967725668179526
2020-02-13,10.0,9.0,11.0,2.0,12.0,13.0,2.0,9.0,7.0,5.0,6.0,0.0,4.0,2.0,7.0,9.0,7.0,5.0,7.0,6.0,6.707009581442259
2020-02-14,2.0,3.0,3.0,5.0,2.0,3.0,5.0,2.0,3.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,5.0,4.0,0.0,4.0,2.5718608169440236
2020-02-15,3.0,6.0,3.0,3.0,5.0,3.0,2.0,2.0,8.0,5.0,0.0,2.0,0.0,5.0,0.0,0.0,5.0,2.0,5.0,5.0,3.227433182047403
2020-02-16,7.0,11.0,8.0,8.0,5.0,5.0,12.0,4.0,2.0,5.0,6.0,2.0,2.0,5.0,9.0,5.0,5.0,7.0,5.0,6.0,6.00100857286939
2020-02-17,5.0,6.0,10.0,7.0,5.0,5.0,5.0,4.0,5.0,7.0,8.0,2.0,6.0,2.0,2.0,2.0,5.0,0.0,5.0,0.0,4.589006555723651
2020-02-18,2.0,8.0,18.0,9.0,12.0,5.0,9.0,9.0,7.0,9.0,8.0,4.0,4.0,13.0,13.0,6.0,12.0,7.0,14.0,8.0,8.925869894099849
2020-02-19,0.0,5.0,0.0,5.0,0.0,5.0,5.0,4.0,7.0,2.0,8.0,2.0,4.0,2.0,2.0,2.0,7.0,4.0,7.0,4.0,3.7821482602118
2020-02-20,2.0,9.0,8.0,3.0,8.0,5.0,7.0,7.0,3.0,10.0,3.0,4.0,0.0,9.0,7.0,0.0,5.0,7.0,10.0,9.0,5.849722642460917
2020-02-21,3.0,3.0,6.0,3.0,5.0,8.0,10.0,5.0,3.0,5.0,3.0,4.0,2.0,5.0,7.0,5.0,3.0,5.0,8.0,9.0,5.143721633888047
2020-02-22,10.0,12.0,20.0,8.0,10.0,20.0,12.0,7.0,21.0,15.0,12.0,7.0,9.0,7.0,9.0,10.0,11.0,9.0,10.0,5.0,11.29601613716591
2020-02-23,13.0,6.0,6.0,11.0,8.0,6.0,7.0,9.0,13.0,7.0,3.0,13.0,7.0,9.0,2.0,10.0,3.0,12.0,5.0,9.0,8.018154311649017
2020-02-24,22.0,26.0,30.0,28.0,25.0,19.0,12.0,29.0,37.0,26.0,24.0,21.0,20.0,16.0,26.0,14.0,23.0,29.0,22.0,22.0,23.751891074130103
2020-02-25,26.0,33.0,25.0,19.0,26.0,33.0,29.0,34.0,21.0,29.0,34.0,18.0,19.0,26.0,18.0,28.0,21.0,25.0,21.0,25.0,25.71860816944024
2020-02-26,25.0,45.0,41.0,36.0,32.0,25.0,17.0,41.0,33.0,35.0,47.0,27.0,31.0,32.0,37.0,16.0,42.0,39.0,37.0,42.0,34.29147755925366
2020-02-27,30.0,33.0,42.0,26.0,26.0,46.0,44.0,31.0,47.0,37.0,47.0,22.0,32.0,41.0,19.0,30.0,40.0,29.0,34.0,37.0,34.94704992435703
2020-02-28,47.0,56.0,59.0,44.0,33.0,47.0,47.0,42.0,57.0,31.0,53.0,43.0,38.0,33.0,26.0,41.0,45.0,39.0,45.0,32.0,43.26777609682299
2020-02-29,35.0,32.0,48.0,41.0,33.0,35.0,24.0,34.0,17.0,34.0,35.0,33.0,34.0,45.0,36.0,41.0,30.0,31.0,25.0,27.0,33.787191124558746
2020-03-01,22.0,32.0,33.0,38.0,23.0,36.0,28.0,34.0,33.0,28.0,24.0,21.0,30.0,26.0,29.0,20.0,25.0,23.0,24.0,33.0,28.340897629853757
2020-03-02,70.0,73.0,59.0,47.0,64.0,64.0,34.0,47.0,47.0,58.0,50.0,35.0,38.0,41.0,35.0,34.0,47.0,44.0,53.0,38.0,49.319213313161875
2020-03-03,31.0,28.0,29.0,38.0,35.0,40.0,26.0,29.0,37.0,38.0,29.0,25.0,27.0,33.0,40.0,36.0,30.0,33.0,44.0,30.0,33.18204740292486
