date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc
2020-11-15,32.0,48.78048780487805,46.0,35.0,52.0,44.0,55.0,17.0,36.0,36.0,44.136323446668264
2020-11-16,7.0,0.0,9.0,8.0,0.0,8.0,9.0,0.0,0.0,11.0,5.712295367467782
2020-11-17,8.0,24.390243902439025,9.0,9.0,0.0,8.0,0.0,8.0,0.0,11.0,8.501460225598157
2020-11-18,0.0,0.0,9.0,17.0,41.0,9.0,18.0,17.0,0.0,0.0,12.193553572863918
2020-11-19,15.0,35.36585365853659,18.0,8.0,0.0,8.0,9.0,25.0,7.0,0.0,13.771668944082737
2020-11-20,15.0,12.195121951219512,27.0,17.0,10.0,17.0,9.0,8.0,14.0,24.0,16.828765104627173
2020-11-21,16.0,12.195121951219512,9.0,0.0,0.0,17.0,27.0,9.0,7.0,24.0,13.313506416954693
2020-11-22,8.0,24.390243902439025,9.0,18.0,21.0,9.0,27.0,0.0,7.0,37.0,17.619162446748653
2020-11-23,8.0,48.78048780487805,18.0,17.0,10.0,17.0,18.0,0.0,36.0,12.0,20.298475470889265
2020-11-24,23.0,58.53658536585366,44.0,25.0,29.0,33.0,26.0,25.0,20.0,34.0,34.8819762612866
2020-11-25,14.0,10.975609756097562,17.0,24.0,19.0,16.0,17.0,24.0,13.0,11.0,18.232725129276854
2020-11-26,15.0,36.58536585365854,18.0,17.0,50.0,17.0,27.0,59.0,42.0,47.0,36.095705061222304
2020-11-27,22.0,35.36585365853659,26.0,33.0,30.0,16.0,26.0,42.0,27.0,23.0,30.79870321249632
2020-11-28,22.0,12.195121951219512,18.0,17.0,20.0,16.0,17.0,17.0,14.0,23.0,19.35535728639177
2020-11-29,0.0,24.390243902439025,9.0,9.0,10.0,9.0,9.0,17.0,0.0,36.0,13.55464458912735
2020-11-30,15.0,34.146341463414636,17.0,16.0,20.0,24.0,8.0,16.0,20.0,11.0,19.899257830292317
2020-12-01,22.0,12.195121951219512,9.0,0.0,19.0,17.0,17.0,25.0,7.0,0.0,14.082469254883046
2020-12-02,15.0,23.170731707317074,35.0,33.0,10.0,16.0,17.0,17.0,20.0,22.0,22.867936661040112
2020-12-03,0.0,24.390243902439025,0.0,17.0,0.0,0.0,0.0,9.0,7.0,12.0,7.622645553680037
