date,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty
2021-02-26,0.0,17.0,45.0,66.0,0.0,14.0,20.0,0.0,40.0,60.0,34.88681757656458
2021-02-27,25.0,0.0,23.0,34.0,38.0,15.0,22.0,39.0,42.0,21.0,34.48735019973369
2021-02-28,51.0,36.0,49.0,0.0,60.0,31.0,22.0,62.0,0.0,87.0,52.99600532623169
2021-03-01,24.0,0.0,22.0,0.0,0.0,14.0,21.0,19.0,0.0,20.0,15.978695073235688
2021-03-02,71.0,33.0,44.0,49.0,37.0,14.0,100.0,75.0,60.0,0.0,64.31424766977364
2021-03-03,23.0,64.0,0.0,16.0,18.0,40.0,0.0,55.0,38.0,58.0,41.54460719041278
2021-03-04,24.0,34.0,67.0,50.0,37.0,0.0,21.0,57.0,20.0,20.0,43.94141145139814
2021-03-05,24.0,17.0,45.0,17.0,0.0,14.0,21.0,39.0,0.0,40.0,28.8948069241012
2021-03-06,26.0,19.0,25.0,0.0,41.0,0.0,0.0,42.0,22.0,22.0,26.23169107856192
2021-03-07,25.0,0.0,24.0,18.0,20.0,30.0,0.0,41.0,0.0,21.0,23.834886817576564
2021-03-08,0.0,0.0,0.0,16.0,18.0,14.0,20.0,0.0,20.0,0.0,11.717709720372838
2021-03-09,48.0,51.0,68.0,100.0,75.0,57.0,82.0,96.0,61.0,40.0,90.27962716378163
2021-03-10,48.0,33.0,22.0,66.0,37.0,57.0,20.0,57.0,40.0,60.0,58.58854860186418
2021-03-11,48.0,17.0,46.0,33.0,18.0,29.0,20.0,0.0,61.0,41.0,41.67776298268975
2021-03-12,0.0,0.0,0.0,51.0,19.0,29.0,21.0,20.0,0.0,21.0,21.438082556591215
2021-03-13,25.0,18.0,48.0,18.0,20.0,15.0,0.0,20.0,0.0,21.0,24.63382157123835
2021-03-14,23.0,51.0,0.0,34.0,37.0,0.0,21.0,38.0,20.0,20.0,32.49001331557923
2021-03-15,18.0,0.0,52.0,25.0,14.0,44.0,48.0,44.0,46.0,61.0,46.87083888149135
2021-03-16,21.0,0.0,80.0,44.0,100.0,38.0,37.0,86.0,90.0,90.0,78.02929427430094
2021-03-17,23.0,33.0,66.0,64.0,36.0,14.0,40.0,56.0,39.0,58.0,57.12383488681758
2021-03-18,0.0,51.0,46.0,50.0,18.0,14.0,21.0,58.0,40.0,20.0,42.34354194407457
2021-03-19,25.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59254327563249
2021-03-20,0.0,19.0,75.0,37.0,41.0,32.0,68.0,63.0,45.0,44.0,56.45805592543276
2021-03-21,52.0,19.0,50.0,36.0,41.0,63.0,0.0,85.0,44.0,44.0,57.7896138482024
2021-03-22,94.0,34.0,45.0,67.0,55.0,43.0,82.0,39.0,100.0,100.0,87.74966711051933
2021-03-23,24.0,35.0,69.0,68.0,95.0,29.0,84.0,79.0,20.0,61.0,75.09986684420772
2021-03-24,24.0,0.0,0.0,51.0,57.0,0.0,63.0,20.0,41.0,63.0,42.47669773635153
