date,/m/05w_j_0,/m/05w_j_1,/m/05w_j_2,/m/05w_j_3,/m/05w_j_4,/m/05w_j_5,/m/05w_j_6,/m/05w_j_7,/m/05w_j_8,/m/05w_j_9,/m/05w_j
2021-04-18,0.0,19.0,19.0,15.0,15.0,14.0,12.0,14.0,0.0,16.0,16.0
2021-04-19,51.0,88.0,70.0,42.0,14.0,13.0,23.0,0.0,24.0,30.0,45.806451612903224
2021-04-20,38.0,54.0,70.0,28.0,14.0,51.0,35.0,40.0,50.0,0.0,49.03225806451613
2021-04-21,52.0,71.0,87.0,41.0,27.0,38.0,46.0,13.0,63.0,60.0,64.25806451612904
2021-04-22,0.0,18.0,18.0,29.0,29.0,13.0,36.0,41.0,26.0,31.0,31.096774193548388
2021-04-23,0.0,37.0,18.0,58.0,44.0,13.0,36.0,27.0,13.0,32.0,35.87096774193548
2021-04-24,0.0,19.0,0.0,15.0,15.0,28.0,0.0,30.0,27.0,34.0,21.677419354838708
2021-04-25,27.0,55.0,37.0,58.0,44.0,39.0,12.0,28.0,13.0,47.0,46.45161290322581
2021-04-26,12.0,49.0,0.0,13.0,13.0,24.0,21.0,12.0,23.0,14.0,23.354838709677423
2021-04-27,60.0,49.0,33.0,53.0,39.0,37.0,11.0,0.0,12.0,57.0,45.29032258064516
2021-04-28,24.0,65.0,49.0,26.0,13.0,59.0,11.0,37.0,23.0,28.0,43.225806451612904
2021-04-29,23.0,64.0,31.0,38.0,37.0,59.0,41.0,36.0,23.0,14.0,47.225806451612904
2021-04-30,46.0,63.0,79.0,51.0,38.0,58.0,52.0,60.0,23.0,55.0,67.74193548387096
2021-05-01,36.0,0.0,0.0,39.0,27.0,12.0,33.0,25.0,0.0,43.0,27.741935483870968
2021-05-02,25.0,0.0,34.0,27.0,54.0,25.0,23.0,39.0,60.0,29.0,40.774193548387096
2021-05-03,73.0,33.0,84.0,27.0,67.0,12.0,33.0,51.0,37.0,100.0,66.70967741935483
2021-05-04,58.0,48.0,49.0,76.0,100.0,35.0,21.0,36.0,22.0,82.0,68.0
2021-05-05,24.0,66.0,49.0,64.0,40.0,59.0,43.0,12.0,58.0,14.0,55.354838709677416
2021-05-06,35.0,16.0,33.0,25.0,13.0,12.0,22.0,12.0,12.0,28.0,26.838709677419356
2021-05-07,26.0,0.0,18.0,29.0,72.0,40.0,0.0,55.0,38.0,46.0,41.806451612903224
2021-05-08,26.0,36.0,52.0,56.0,14.0,13.0,46.0,27.0,25.0,45.0,43.87096774193548
2021-05-09,40.0,74.0,36.0,29.0,29.0,54.0,24.0,41.0,13.0,47.0,49.93548387096775
2021-05-10,85.0,67.0,84.0,40.0,92.0,62.0,64.0,100.0,95.0,86.0,100.0
2021-05-11,12.0,100.0,83.0,53.0,53.0,49.0,33.0,38.0,47.0,0.0,60.38709677419355
2021-05-12,38.0,17.0,0.0,41.0,55.0,50.0,57.0,39.0,61.0,29.0,49.93548387096775
2021-05-13,40.0,0.0,19.0,43.0,29.0,13.0,36.0,41.0,26.0,16.0,33.935483870967744
2021-05-14,13.0,18.0,35.0,28.0,0.0,26.0,12.0,27.0,12.0,45.0,27.870967741935484
2021-05-15,13.0,53.0,36.0,14.0,57.0,39.0,0.0,13.0,25.0,76.0,42.064516129032256
2021-05-16,37.0,17.0,17.0,54.0,27.0,13.0,44.0,51.0,36.0,58.0,45.67741935483871
2021-05-17,85.0,66.0,100.0,39.0,40.0,73.0,54.0,51.0,36.0,56.0,77.41935483870968
2021-05-18,48.0,85.0,51.0,40.0,95.0,25.0,65.0,88.0,36.0,58.0,76.25806451612904
2021-05-19,73.0,84.0,51.0,78.0,80.0,100.0,100.0,51.0,61.0,72.0,96.7741935483871
2021-05-20,27.0,73.0,36.0,0.0,14.0,27.0,24.0,14.0,13.0,0.0,29.419354838709676
2021-05-21,39.0,53.0,54.0,57.0,14.0,13.0,35.0,68.0,51.0,46.0,55.483870967741936
2021-05-22,14.0,38.0,75.0,30.0,60.0,41.0,24.0,42.0,39.0,32.0,50.96774193548387
2021-05-23,0.0,19.0,37.0,14.0,15.0,13.0,12.0,14.0,13.0,0.0,17.677419354838708
2021-05-24,24.0,50.0,16.0,40.0,13.0,0.0,32.0,25.0,36.0,29.0,34.193548387096776
2021-05-25,100.0,35.0,35.0,95.0,69.0,76.0,68.0,79.0,100.0,73.0,94.19354838709677
2021-05-26,86.0,34.0,68.0,40.0,40.0,37.0,56.0,76.0,24.0,58.0,66.96774193548387
2021-05-27,0.0,0.0,19.0,0.0,0.0,13.0,0.0,14.0,26.0,31.0,13.290322580645162
2021-05-28,29.0,59.0,59.0,78.0,47.0,0.0,39.0,45.0,28.0,68.0,58.32258064516129
2021-05-29,46.0,43.0,64.0,50.0,67.0,15.0,42.0,33.0,15.0,37.0,53.16129032258065
2021-05-30,15.0,0.0,0.0,33.0,0.0,15.0,14.0,16.0,15.0,18.0,16.258064516129032
2021-05-31,53.0,36.0,37.0,100.0,42.0,26.0,47.0,82.0,13.0,62.0,64.25806451612904
