date,/m/01cdt5_0,/m/01cdt5_1,/m/01cdt5_2,/m/01cdt5_3,/m/01cdt5_4,/m/01cdt5_5,/m/01cdt5_6,/m/01cdt5_7,/m/01cdt5_8,/m/01cdt5_9,/m/01cdt5_10,/m/01cdt5_11,/m/01cdt5_12,/m/01cdt5_13,/m/01cdt5_14,/m/01cdt5_15,/m/01cdt5_16,/m/01cdt5_17,/m/01cdt5_18,/m/01cdt5_19,/m/01cdt5
2020-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-23,31.0,0.0,0.0,44.0,40.0,29.0,42.0,84.0,0.0,0.0,37.0,40.0,28.0,0.0,40.0,43.0,28.0,38.0,0.0,42.0,50.89928057553957
2020-09-24,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.787769784172662
2020-09-25,34.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,31.0,41.0,0.0,46.0,0.0,42.0,41.0,48.0,32.10431654676259
2020-09-26,0.0,47.0,0.0,0.0,0.0,34.0,0.0,49.0,45.0,0.0,0.0,0.0,0.0,0.0,47.0,50.0,0.0,0.0,43.0,50.0,32.823741007194236
2020-09-27,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2374100719424463
2020-09-28,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0575539568345325
2020-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,33.0,43.0,47.0,49.0,0.0,0.0,0.0,50.0,24.010791366906474
2020-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,36.0,0.0,0.0,49.0,0.0,33.0,0.0,47.0,44.0,48.0,43.0,0.0,0.0,42.0,0.0,49.0,33.0,0.0,0.0,49.0,42.535971223021576
2020-10-02,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3273381294964026
2020-10-03,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,46.0,0.0,0.0,0.0,0.0,47.0,0.0,14.748201438848918
2020-10-04,38.0,48.0,35.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,50.0,52.0,0.0,0.0,0.0,0.0,28.776978417266182
2020-10-05,0.0,0.0,32.0,49.0,0.0,0.0,0.0,47.0,44.0,48.0,43.0,0.0,0.0,0.0,45.0,48.0,0.0,0.0,41.0,0.0,35.701438848920866
2020-10-06,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,47.0,49.0,0.0,44.0,0.0,50.0,22.931654676258997
2020-10-07,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2949640287769775
2020-10-08,38.0,0.0,35.0,0.0,0.0,35.0,50.0,0.0,47.0,0.0,45.0,49.0,0.0,0.0,0.0,52.0,35.0,46.0,44.0,53.0,47.57194244604317
2020-10-09,0.0,0.0,37.0,56.0,52.0,0.0,55.0,54.0,100.0,0.0,0.0,0.0,74.0,0.0,52.0,0.0,38.0,100.0,96.0,56.0,69.24460431654676
2020-10-10,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,39.0,0.0,0.0,59.0,0.0,0.0,0.0,59.0,24.190647482014388
2020-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-13,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41726618705036
2020-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-16,40.0,52.0,38.0,0.0,52.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,48.0,0.0,29.40647482014389
2020-10-17,44.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,53.0,55.0,59.0,0.0,0.0,0.0,0.0,27.33812949640288
2020-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-20,0.0,0.0,0.0,0.0,49.0,35.0,0.0,0.0,48.0,0.0,46.0,0.0,0.0,46.0,50.0,53.0,35.0,0.0,0.0,0.0,32.55395683453238
2020-10-21,39.0,0.0,36.0,54.0,0.0,0.0,53.0,52.0,0.0,0.0,0.0,0.0,35.0,47.0,0.0,54.0,0.0,48.0,0.0,54.0,42.446043165467614
