date,/g/11j8_9sv06_0,/g/11j8_9sv06_1,/g/11j8_9sv06_2,/g/11j8_9sv06_3,/g/11j8_9sv06_4,/g/11j8_9sv06_5,/g/11j8_9sv06_6,/g/11j8_9sv06_7,/g/11j8_9sv06_8,/g/11j8_9sv06_9,/g/11j8_9sv06
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.2514220705346986
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-08,0.0,16.0,0.0,0.0,0.0,19.0,0.0,13.0,0.0,16.0,7.281001137656427
2020-02-09,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,2.04778156996587
2020-02-10,0.0,15.0,11.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,4.550625711035267
2020-02-11,0.0,0.0,12.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,3.2992036405005685
2020-02-12,15.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,6.8259385665529
2020-02-13,31.0,15.0,12.0,9.0,15.0,35.0,35.0,25.0,15.0,45.0,26.962457337883958
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-17,0.0,0.0,0.0,9.0,0.0,16.0,16.0,0.0,0.0,14.0,6.257110352673492
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-19,15.0,0.0,12.0,9.0,0.0,17.0,0.0,0.0,0.0,15.0,7.736063708759954
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
