date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06_10,/m/01b_06_11,/m/01b_06_12,/m/01b_06_13,/m/01b_06_14,/m/01b_06_15,/m/01b_06_16,/m/01b_06_17,/m/01b_06_18,/m/01b_06_19,/m/01b_06
2020-01-29,14.0,28.0,17.0,27.0,32.0,26.0,21.0,21.0,23.0,13.0,11.0,17.0,29.0,27.0,31.0,11.0,23.0,14.0,18.0,25.0,22.633527234267586
2020-01-30,23.0,16.0,23.0,16.0,23.0,16.0,14.0,22.0,25.0,15.0,12.0,22.0,21.0,11.0,23.0,20.0,12.0,31.0,23.0,24.0,20.7297726070862
2020-01-31,17.0,22.0,34.0,23.0,30.0,23.0,15.0,27.0,20.0,15.0,20.0,15.0,21.0,18.0,21.0,21.0,26.0,32.0,25.0,21.0,23.58540454785828
2020-02-01,19.0,20.0,17.0,7.0,22.0,22.0,12.0,16.0,6.0,23.0,23.0,19.0,23.0,22.0,16.0,19.0,21.0,20.0,19.0,17.0,19.196192490745634
2020-02-02,17.0,20.0,20.0,14.0,23.0,18.0,16.0,14.0,12.0,24.0,21.0,19.0,27.0,20.0,15.0,22.0,22.0,15.0,34.0,22.0,20.88841882601798
2020-02-03,20.0,13.0,27.0,15.0,26.0,22.0,21.0,24.0,16.0,27.0,12.0,18.0,21.0,22.0,24.0,21.0,25.0,34.0,19.0,29.0,23.05658381808567
2020-02-04,16.0,16.0,14.0,10.0,19.0,16.0,18.0,26.0,15.0,13.0,13.0,17.0,18.0,21.0,19.0,24.0,10.0,13.0,16.0,15.0,17.398202009518773
2020-02-05,7.0,11.0,22.0,21.0,18.0,10.0,9.0,12.0,12.0,11.0,13.0,15.0,14.0,16.0,17.0,11.0,20.0,21.0,20.0,13.0,15.494447382337388
2020-02-06,15.0,15.0,28.0,22.0,32.0,15.0,26.0,25.0,17.0,22.0,14.0,24.0,26.0,20.0,17.0,17.0,19.0,15.0,13.0,23.0,21.417239555790587
2020-02-07,16.0,21.0,27.0,18.0,18.0,12.0,25.0,13.0,10.0,14.0,23.0,12.0,19.0,15.0,12.0,19.0,25.0,23.0,15.0,21.0,18.931782125859332
2020-02-08,17.0,18.0,16.0,21.0,23.0,16.0,18.0,19.0,20.0,14.0,15.0,7.0,14.0,21.0,15.0,24.0,13.0,25.0,18.0,8.0,18.085668958223167
