date,/g/11j2cc_qll_0,/g/11j2cc_qll_1,/g/11j2cc_qll_2,/g/11j2cc_qll_3,/g/11j2cc_qll_4,/g/11j2cc_qll_5,/g/11j2cc_qll_6,/g/11j2cc_qll_7,/g/11j2cc_qll_8,/g/11j2cc_qll_9,/g/11j2cc_qll
2021-04-18,63.0,56.0,73.0,83.0,56.0,52.0,61.0,45.0,73.0,58.42696629213483,65.78348562646684
2021-04-19,80.0,100.0,99.0,89.0,100.0,94.0,91.0,100.0,98.0,92.13483146067416,100.0
2021-04-20,94.0,70.0,81.0,94.0,60.0,82.0,71.0,80.0,99.0,100.0,88.11041351457607
2021-04-21,81.0,89.0,91.0,100.0,84.0,96.0,87.0,90.0,94.0,97.75280898876404,96.46052490499054
2021-04-22,89.0,96.0,100.0,93.0,88.0,68.0,77.0,94.0,100.0,91.01123595505618,95.00351445692708
2021-04-23,71.0,76.0,92.0,74.0,62.0,64.0,67.0,75.0,61.0,66.29213483146067,75.0997748364884
2021-04-24,93.0,69.0,87.0,89.0,53.0,100.0,72.0,57.0,81.0,85.3932584269663,83.380788429693
2021-04-25,86.0,55.0,80.0,83.0,66.0,62.0,73.0,88.0,64.0,85.3932584269663,78.71549577669498
2021-04-26,58.0,77.0,75.0,63.0,57.0,67.0,82.0,58.0,65.0,70.78651685393258,71.33513622988123
2021-04-27,92.0,87.0,74.0,76.0,75.0,74.0,74.0,56.0,88.0,68.53932584269663,81.06362954049966
2021-04-28,83.0,92.0,85.0,86.0,61.0,82.0,100.0,96.0,77.0,79.7752808988764,89.25290985120147
2021-04-29,75.0,80.0,100.0,84.0,73.0,82.0,88.0,71.0,95.0,78.65168539325843,87.6493644193998
2021-04-30,100.0,75.0,100.0,95.0,82.0,75.0,49.0,93.0,73.0,93.25842696629213,88.56193187910267
2021-05-01,74.0,57.0,89.0,88.0,69.0,75.0,75.0,63.0,66.0,93.25842696629213,79.44340533006113
2021-05-02,74.0,63.0,73.0,77.0,83.0,55.0,74.0,78.0,50.0,68.53932584269663,73.74760242557095
2021-05-03,79.0,62.0,69.0,84.0,69.0,67.0,70.0,89.0,69.0,83.14606741573034,78.58325688893126
2021-05-04,77.0,76.0,82.0,93.0,79.0,83.0,62.0,62.0,76.0,66.29213483146067,80.18918500339532
2021-05-05,61.0,54.0,48.0,64.0,47.0,54.0,52.0,63.0,60.0,68.53932584269663,60.59995949439474
2021-05-06,67.0,66.0,72.0,91.0,73.0,68.0,61.0,59.0,66.0,78.65168539325843,74.39569210974635
2021-05-07,53.0,45.0,43.0,62.0,49.0,51.0,55.0,56.0,60.0,51.68539325842696,55.738095521747944
2021-05-08,55.0,61.0,69.0,53.0,50.0,45.0,57.0,54.0,46.0,50.561797752808985,57.3154314442631
2021-05-09,53.0,57.0,52.0,42.0,43.0,46.0,42.0,58.0,43.0,44.943820224719104,50.99417434089041
2021-05-10,70.0,60.0,66.0,68.0,55.0,68.0,52.0,57.0,52.0,56.17977528089887,64.0608060615447
2021-05-11,68.0,71.0,66.0,82.0,66.0,53.0,52.0,83.0,64.0,50.561797752808985,69.50880996914427
2021-05-12,93.0,93.0,94.0,95.0,72.0,76.0,69.0,77.0,71.0,83.14606741573034,87.27766592406391
2021-05-13,70.0,72.0,62.0,58.0,66.0,66.0,63.0,63.0,57.0,64.04494382022472,67.96959696922765
2021-05-14,68.0,69.0,60.0,82.0,57.0,70.0,45.0,73.0,50.0,70.78651685393258,68.36631363251885
2021-05-15,61.0,69.0,56.0,82.0,83.0,90.0,80.0,70.0,68.0,60.674157303370784,76.30660360499887
2021-05-16,49.0,37.0,48.0,52.0,49.0,36.0,25.0,36.0,39.0,29.213483146067414,42.43438687618389
2021-05-17,84.0,71.0,65.0,82.0,66.0,65.0,57.0,59.0,61.0,66.29213483146067,71.70683472521712
2021-05-18,56.0,59.0,53.0,72.0,53.0,55.0,53.0,54.0,59.0,50.561797752808985,59.860136527716556
2021-05-19,69.0,58.0,46.0,69.0,44.0,48.0,56.0,43.0,66.0,50.561797752808985,58.26969585055814
2021-05-20,54.0,58.0,62.0,80.0,61.0,59.0,57.0,66.0,51.0,70.78651685393258,65.60954979211094
2021-05-21,65.0,63.0,47.0,57.0,53.0,63.0,46.0,62.0,46.0,60.674157303370784,59.65999118407415
2021-05-22,57.0,38.0,43.0,48.0,38.0,51.0,53.0,47.0,42.0,47.19101123595506,49.217884416064045
2021-05-23,36.0,43.0,27.0,37.0,27.0,26.0,29.0,40.0,34.0,30.337078651685392,34.919405758943995
2021-05-24,40.0,49.0,53.0,57.0,50.0,51.0,45.0,47.0,47.0,42.69662921348315,51.07399421008113
2021-05-25,72.0,57.0,59.0,64.0,58.0,53.0,33.0,65.0,52.0,65.1685393258427,61.302850879805575
2021-05-26,51.0,50.0,40.0,56.0,38.0,41.0,48.0,42.0,48.0,53.93258426966292,49.61460107935524
2021-05-27,64.0,53.0,50.0,62.0,63.0,49.0,77.0,80.0,70.0,62.92134831460674,66.89619842981213
2021-05-28,43.0,59.0,72.0,74.0,64.0,57.0,40.0,63.0,60.0,69.66292134831461,63.79394560335482
2021-05-29,38.0,48.0,50.0,50.0,36.0,33.0,54.0,41.0,42.0,32.58426966292135,45.01840622356712
2021-05-30,29.0,25.0,44.0,29.0,47.0,32.0,38.0,45.0,17.0,40.449438202247194,36.73381860636891
2021-05-31,94.0,83.0,97.0,72.0,89.0,76.0,76.0,84.0,82.0,85.3932584269663,88.89431611050883
