date,/g/11j8_9sv06_0,/g/11j8_9sv06_1,/g/11j8_9sv06_2,/g/11j8_9sv06_3,/g/11j8_9sv06_4,/g/11j8_9sv06_5,/g/11j8_9sv06_6,/g/11j8_9sv06_7,/g/11j8_9sv06_8,/g/11j8_9sv06_9,/g/11j8_9sv06
2020-02-01,7.0,12.0,7.0,3.0,3.0,7.0,8.0,4.0,9.0,13.0,7.518022657054583
2020-02-02,3.0,6.0,3.0,9.0,0.0,7.0,8.0,8.0,4.0,3.0,5.25231719876416
2020-02-03,10.0,5.0,5.0,5.0,7.0,6.0,3.0,6.0,7.0,10.0,6.59114315139032
2020-02-04,6.0,5.0,6.0,3.0,0.0,0.0,6.0,3.0,4.0,3.0,3.7075180226570548
2020-02-05,0.0,3.0,3.0,0.0,0.0,3.0,0.0,3.0,7.0,0.0,1.9567456230690012
2020-02-06,3.0,3.0,3.0,3.0,0.0,3.0,7.0,4.0,0.0,0.0,2.6776519052523176
2020-02-07,3.0,6.0,0.0,3.0,3.0,10.0,7.0,7.0,4.0,0.0,4.428424304840371
2020-02-08,10.0,0.0,7.0,3.0,6.0,7.0,8.0,0.0,0.0,7.0,4.94335736354274
2020-02-09,10.0,6.0,0.0,9.0,0.0,4.0,0.0,8.0,4.0,10.0,5.25231719876416
2020-02-10,6.0,0.0,11.0,5.0,3.0,3.0,13.0,3.0,7.0,3.0,5.561277033985582
2020-02-11,9.0,11.0,9.0,3.0,5.0,3.0,7.0,10.0,4.0,3.0,6.59114315139032
2020-02-12,5.0,5.0,5.0,5.0,2.0,3.0,6.0,3.0,0.0,5.0,4.016477857878476
2020-02-13,8.0,3.0,5.0,5.0,5.0,3.0,10.0,7.0,14.0,6.0,6.797116374871267
2020-02-14,3.0,6.0,6.0,5.0,5.0,0.0,3.0,0.0,4.0,0.0,3.29557157569516
2020-02-15,0.0,3.0,7.0,3.0,3.0,8.0,13.0,9.0,5.0,4.0,5.664263645726056
2020-02-16,4.0,10.0,4.0,6.0,6.0,4.0,0.0,4.0,0.0,11.0,5.046343975283214
2020-02-17,0.0,8.0,3.0,3.0,0.0,0.0,3.0,7.0,8.0,3.0,3.604531410916581
2020-02-18,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9268795056642637
2020-02-19,0.0,0.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,1.235839340885685
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-21,9.0,6.0,6.0,6.0,0.0,10.0,4.0,4.0,4.0,0.0,5.046343975283214
2020-02-22,3.0,0.0,0.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,1.4418125643666324
2020-02-23,20.0,3.0,13.0,15.0,12.0,11.0,15.0,16.0,4.0,13.0,12.564366632337796
2020-02-24,25.0,18.0,33.0,20.0,22.0,6.0,32.0,26.0,32.0,16.0,23.68692070030896
2020-02-25,19.0,21.0,19.0,30.0,25.0,35.0,41.0,26.0,25.0,35.0,28.424304840370752
2020-02-26,13.0,20.0,8.0,19.0,17.0,17.0,12.0,19.0,17.0,18.0,16.4778578784758
2020-02-27,11.0,17.0,22.0,7.0,17.0,12.0,16.0,26.0,28.0,16.0,17.713697219361485
2020-02-28,50.0,42.0,47.0,28.0,38.0,48.0,52.0,40.0,40.0,36.0,43.35736354273945
2020-02-29,28.0,23.0,38.0,23.0,28.0,27.0,52.0,38.0,58.0,35.0,36.04531410916581
2020-03-01,43.0,44.0,37.0,48.0,42.0,27.0,36.0,45.0,53.0,53.0,44.078269824922764
2020-03-02,32.0,32.0,26.0,24.0,45.0,37.0,49.0,35.0,62.0,32.0,38.51699279093718
2020-03-03,38.0,25.0,27.0,19.0,22.0,29.0,25.0,30.0,46.0,16.0,28.52729145211123
2020-03-04,16.0,22.0,21.0,17.0,17.0,32.0,28.0,29.0,28.0,27.0,24.407826982492278
2020-03-05,16.0,30.0,40.0,31.0,24.0,38.0,41.0,52.0,49.0,30.0,36.148300720906285
2020-03-06,19.0,23.0,13.0,15.0,29.0,26.0,28.0,29.0,28.0,27.0,24.407826982492278
