date,/m/01b_21_0,/m/01b_21_1,/m/01b_21_2,/m/01b_21_3,/m/01b_21_4,/m/01b_21_5,/m/01b_21_6,/m/01b_21_7,/m/01b_21_8,/m/01b_21_9,/m/01b_21
2020-11-15,20.0,0.0,22.0,0.0,36.0,30.0,14.0,14.0,32.0,0.0,22.16358839050132
2020-11-16,0.0,40.0,22.0,16.0,36.0,0.0,14.0,14.0,0.0,19.0,21.2401055408971
2020-11-17,0.0,20.0,0.0,16.0,18.0,0.0,14.0,14.0,33.0,36.0,19.92084432717678
2020-11-18,20.0,60.0,43.0,16.0,18.0,15.0,14.0,27.0,48.0,37.0,39.31398416886544
2020-11-19,21.0,20.0,0.0,0.0,0.0,29.0,28.0,0.0,17.0,18.0,17.54617414248021
2020-11-20,21.0,20.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.311345646437996
2020-11-21,0.0,21.0,22.0,0.0,36.0,0.0,29.0,14.0,33.0,0.0,20.448548812664907
2020-11-22,20.0,20.0,65.0,32.0,70.0,43.0,29.0,27.0,49.0,55.0,54.08970976253298
2020-11-23,0.0,0.0,22.0,0.0,0.0,15.0,29.0,0.0,0.0,19.0,11.213720316622691
2020-11-24,0.0,20.0,21.0,16.0,17.0,29.0,0.0,0.0,0.0,0.0,13.588390501319262
2020-11-25,40.0,20.0,0.0,32.0,18.0,29.0,28.0,0.0,16.0,0.0,24.142480211081796
2020-11-26,21.0,61.0,22.0,0.0,37.0,15.0,0.0,28.0,33.0,19.0,31.134564643799475
2020-11-27,41.0,20.0,66.0,0.0,18.0,0.0,14.0,14.0,33.0,18.0,29.551451187335093
2020-11-28,40.0,19.0,21.0,31.0,18.0,43.0,14.0,40.0,0.0,0.0,29.815303430079158
2020-11-29,0.0,19.0,21.0,0.0,17.0,0.0,0.0,0.0,16.0,18.0,12.005277044854882
2020-11-30,20.0,20.0,42.0,0.0,17.0,14.0,14.0,40.0,48.0,36.0,33.11345646437995
2020-12-01,0.0,0.0,22.0,32.0,0.0,0.0,14.0,14.0,0.0,19.0,13.324538258575199
2020-12-02,20.0,0.0,21.0,0.0,35.0,15.0,0.0,13.0,16.0,18.0,18.20580474934037
2020-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-04,60.0,39.0,42.0,16.0,17.0,14.0,14.0,13.0,16.0,54.0,37.598944591029024
2020-12-05,21.0,40.0,22.0,0.0,36.0,15.0,0.0,14.0,50.0,19.0,28.62796833773087
2020-12-06,60.0,0.0,43.0,48.0,71.0,29.0,28.0,27.0,32.0,72.0,54.08970976253298
2020-12-07,20.0,20.0,22.0,16.0,18.0,15.0,0.0,0.0,16.0,0.0,16.75461741424802
2020-12-08,20.0,20.0,21.0,16.0,18.0,0.0,0.0,27.0,32.0,37.0,25.197889182058052
2020-12-09,39.0,0.0,0.0,16.0,0.0,14.0,14.0,13.0,0.0,18.0,15.03957783641161
2020-12-10,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.978891820580475
2020-12-11,0.0,0.0,0.0,17.0,0.0,15.0,15.0,0.0,0.0,0.0,6.200527704485489
2020-12-12,42.0,21.0,45.0,17.0,0.0,15.0,44.0,42.0,34.0,56.0,41.68865435356201
2020-12-13,0.0,0.0,22.0,32.0,0.0,58.0,29.0,14.0,33.0,37.0,29.683377308707126
2020-12-14,0.0,0.0,22.0,16.0,0.0,15.0,0.0,14.0,0.0,19.0,11.345646437994723
2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.5065963060686016
2020-12-16,43.0,42.0,46.0,0.0,56.0,62.0,60.0,14.0,34.0,0.0,47.09762532981531
2020-12-17,23.0,22.0,0.0,18.0,19.0,0.0,0.0,15.0,0.0,0.0,12.79683377308707
2020-12-18,23.0,45.0,50.0,37.0,20.0,17.0,16.0,46.0,0.0,0.0,33.50923482849604
2020-12-19,23.0,68.0,24.0,19.0,20.0,33.0,16.0,0.0,37.0,21.0,34.43271767810027
2020-12-20,91.0,0.0,0.0,36.0,19.0,32.0,48.0,15.0,18.0,81.0,44.854881266490764
2020-12-21,22.0,22.0,0.0,52.0,19.0,16.0,31.0,30.0,18.0,20.0,30.343007915567284
2020-12-22,23.0,0.0,23.0,0.0,0.0,0.0,15.0,0.0,18.0,0.0,10.422163588390502
2020-12-23,23.0,65.0,24.0,36.0,79.0,32.0,16.0,15.0,18.0,20.0,43.27176781002638
2020-12-24,26.0,51.0,27.0,21.0,0.0,0.0,0.0,0.0,0.0,24.0,19.65699208443272
2020-12-25,0.0,0.0,28.0,0.0,23.0,19.0,0.0,0.0,21.0,0.0,12.005277044854882
2020-12-26,24.0,0.0,75.0,19.0,21.0,17.0,16.0,0.0,0.0,43.0,28.36411609498681
2020-12-27,0.0,21.0,46.0,17.0,38.0,16.0,0.0,0.0,35.0,20.0,25.461741424802113
2020-12-28,0.0,0.0,0.0,17.0,0.0,0.0,15.0,0.0,0.0,19.0,6.728232189973614
2020-12-29,22.0,21.0,23.0,35.0,19.0,15.0,15.0,15.0,0.0,20.0,24.406332453825858
