date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06_10,/m/01b_06_11,/m/01b_06_12,/m/01b_06_13,/m/01b_06_14,/m/01b_06_15,/m/01b_06_16,/m/01b_06_17,/m/01b_06_18,/m/01b_06_19,/m/01b_06
2021-02-25,62.0,43.0,49.0,53.0,67.0,86.0,46.0,62.0,54.0,39.0,57.0,53.0,34.0,51.0,60.0,33.0,59.0,76.0,42.0,59.183673469387756,64.95089656520251
2021-02-26,71.0,56.0,42.0,58.0,59.0,46.0,45.0,85.0,52.0,66.0,61.0,42.0,91.0,54.0,59.0,97.0,28.0,61.0,36.0,63.265306122448976,70.16294522890504
2021-02-27,47.0,37.0,41.0,65.0,60.0,53.0,83.0,44.0,26.0,55.0,69.0,21.0,44.0,55.0,46.0,58.0,51.0,50.0,63.0,71.42857142857143,62.21234181853715
2021-02-28,65.0,50.0,41.0,92.0,52.0,51.0,72.0,72.0,57.0,82.0,61.0,59.0,100.0,58.0,83.0,89.0,43.0,42.0,49.0,48.97959183673469,75.83182684321102
2021-03-01,68.0,19.0,63.0,67.0,72.0,43.0,53.0,58.0,65.0,52.0,70.0,44.0,89.0,45.0,62.0,46.0,72.0,76.0,48.0,71.42857142857143,70.83109395612448
2021-03-02,66.0,57.0,34.0,80.0,55.0,85.0,40.0,79.0,48.0,61.0,46.0,29.0,27.0,67.0,49.0,46.0,71.0,75.0,54.0,28.571428571428573,65.6923340010749
2021-03-03,49.0,63.0,43.0,100.0,49.0,16.0,41.0,40.0,66.0,45.0,23.0,34.0,35.0,23.0,56.0,68.0,71.0,68.0,63.0,54.08163265306123,60.276298431621626
2021-03-04,43.0,48.0,29.0,45.0,67.0,53.0,52.0,69.0,60.0,39.0,63.0,48.0,61.0,50.0,48.0,60.0,77.0,63.0,52.0,23.46938775510204,62.873161674891286
2021-03-05,47.0,19.0,32.0,44.0,52.0,35.0,28.0,51.0,35.0,43.0,72.0,37.0,40.0,38.0,53.0,31.0,34.0,17.0,47.0,28.571428571428573,46.89866614550252
2021-03-06,39.0,30.0,26.0,48.0,38.0,33.0,67.0,36.0,63.0,41.0,49.0,26.0,87.0,29.0,65.0,35.0,62.0,12.0,28.0,37.755102040816325,50.97962573899448
2021-03-07,79.0,58.0,72.0,60.0,61.0,49.0,70.0,46.0,54.0,45.0,23.0,53.0,41.0,73.0,36.0,66.0,41.0,76.0,48.0,40.816326530612244,65.34787707040601
2021-03-08,35.0,41.0,37.0,50.0,63.0,51.0,45.0,56.0,40.0,32.0,45.0,28.0,32.0,32.0,12.0,56.0,44.0,49.0,40.0,44.89795918367347,49.85097962573899
2021-03-09,99.0,65.0,89.0,90.0,41.0,76.0,62.0,72.0,58.0,65.0,100.0,62.0,97.0,81.0,83.0,83.0,74.0,78.0,56.0,81.63265306122449,90.53476327747106
2021-03-10,45.0,26.0,26.0,48.0,49.0,24.0,37.0,48.0,22.0,35.0,52.0,52.0,50.0,36.0,45.0,48.0,43.0,36.0,39.0,60.204081632653065,49.15107245810327
2021-03-11,57.0,32.0,63.0,75.0,74.0,66.0,60.0,77.0,67.0,38.0,65.0,36.0,78.0,53.0,74.0,37.0,95.0,65.0,56.0,67.34693877551021,73.9385352030097
2021-03-12,29.0,32.0,5.0,52.0,30.0,41.0,33.0,50.0,40.0,32.0,28.0,23.0,53.0,32.0,12.0,25.0,40.0,28.0,35.0,40.816326530612244,39.551473103043925
2021-03-13,57.0,22.0,22.0,57.0,34.0,45.0,49.0,27.0,34.0,21.0,60.0,36.0,39.0,37.0,23.0,49.0,50.0,38.0,30.0,51.02040816326531,46.745981335808864
2021-03-14,63.0,48.0,75.0,93.0,56.0,44.0,59.0,64.0,100.0,72.0,43.0,40.0,88.0,62.0,85.0,87.0,54.0,68.0,73.0,71.42857142857143,80.52719011091024
2021-03-15,49.0,52.0,56.0,68.0,62.0,47.0,46.0,64.0,78.0,40.0,67.0,67.0,65.0,58.0,66.0,73.0,94.0,72.0,54.0,46.93877551020408,73.3155811794596
2021-03-16,61.0,55.0,60.0,77.0,65.0,62.0,100.0,76.0,64.0,88.0,67.0,56.0,87.0,60.0,67.0,76.0,59.0,70.0,52.0,38.775510204081634,80.24869301802902
2021-03-17,69.0,49.0,100.0,80.0,79.0,70.0,65.0,64.0,77.0,100.0,92.0,41.0,96.0,67.0,85.0,86.0,100.0,64.0,63.0,100.0,92.59173303366393
2021-03-18,79.0,100.0,76.0,50.0,73.0,100.0,81.0,92.0,96.0,78.0,65.0,100.0,77.0,89.0,73.0,100.0,78.0,75.0,100.0,88.77551020408163,100.0
2021-03-19,53.0,27.0,42.0,98.0,35.0,46.0,33.0,56.0,70.0,21.0,45.0,37.0,52.0,64.0,65.0,51.0,40.0,55.0,35.0,80.61224489795919,60.18835198123808
2021-03-20,56.0,39.0,64.0,67.0,56.0,49.0,66.0,35.0,67.0,24.0,71.0,69.0,77.0,51.0,75.0,27.0,66.0,58.0,43.0,59.183673469387756,66.98587970879952
2021-03-21,47.0,33.0,19.0,52.0,48.0,32.0,51.0,69.0,63.0,70.0,50.0,38.0,53.0,54.0,77.0,52.0,46.0,61.0,61.0,52.04081632653061,61.53075682806469
2021-03-22,34.0,45.0,27.0,63.0,56.0,51.0,82.0,55.0,78.0,90.0,49.0,45.0,58.0,53.0,75.0,80.0,72.0,43.0,30.0,50.0,67.99237797430008
2021-03-23,46.0,72.0,64.0,88.0,85.0,40.0,70.0,71.0,63.0,53.0,66.0,50.0,63.0,52.0,51.0,95.0,73.0,43.0,60.0,71.42857142857143,76.39737137831631
