date,/m/0fd23_0,/m/0fd23_1,/m/0fd23_2,/m/0fd23_3,/m/0fd23_4,/m/0fd23_5,/m/0fd23_6,/m/0fd23_7,/m/0fd23_8,/m/0fd23_9,/m/0fd23
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-02,14.0,0.0,0.0,32.0,16.0,14.0,0.0,0.0,0.0,16.0,12.551159618008185
2020-02-03,0.0,16.0,15.0,14.0,27.0,12.0,0.0,14.0,11.0,14.0,16.780354706684857
2020-02-04,27.0,53.0,34.0,32.0,45.0,39.0,13.0,16.0,0.0,30.0,39.427012278308325
2020-02-05,40.0,18.0,34.0,16.0,0.0,40.0,0.0,31.0,0.0,31.0,28.649386084583902
2020-02-06,42.0,76.0,72.0,83.0,80.0,42.0,42.0,33.0,35.0,49.0,75.57980900409277
2020-02-07,15.0,0.0,19.0,17.0,33.0,28.0,14.0,34.0,12.0,0.0,23.465211459754435
2020-02-08,0.0,0.0,19.0,0.0,17.0,0.0,15.0,0.0,0.0,17.0,9.276944065484312
2020-02-09,14.0,0.0,18.0,0.0,0.0,0.0,14.0,0.0,12.0,31.0,12.141882673942701
2020-02-10,26.0,17.0,16.0,31.0,0.0,13.0,0.0,15.0,11.0,0.0,17.598908594815825
2020-02-11,40.0,70.0,51.0,46.0,30.0,39.0,53.0,61.0,23.0,74.0,66.43929058663029
2020-02-12,39.0,52.0,33.0,15.0,15.0,25.0,25.0,15.0,22.0,44.0,38.88130968622101
2020-02-13,41.0,18.0,0.0,16.0,46.0,40.0,27.0,46.0,11.0,61.0,41.746248294679404
2020-02-14,0.0,19.0,18.0,17.0,0.0,14.0,0.0,0.0,12.0,0.0,10.914051841746248
2020-02-15,0.0,20.0,0.0,18.0,51.0,15.0,15.0,0.0,13.0,34.0,22.646657571623468
2020-02-16,30.0,99.0,76.0,53.0,51.0,44.0,15.0,53.0,38.0,49.0,69.30422919508868
2020-02-17,13.0,18.0,0.0,31.0,29.0,26.0,13.0,15.0,11.0,45.0,27.421555252387453
2020-02-18,27.0,90.0,51.0,32.0,45.0,67.0,39.0,32.0,46.0,46.0,64.80218281036835
2020-02-19,27.0,53.0,51.0,47.0,15.0,54.0,54.0,48.0,23.0,30.0,54.843110504774906
2020-02-20,0.0,37.0,18.0,33.0,77.0,0.0,14.0,64.0,47.0,16.0,41.746248294679404
2020-02-21,14.0,19.0,70.0,17.0,32.0,55.0,28.0,65.0,12.0,32.0,46.93042291950887
2020-02-22,30.0,60.0,19.0,35.0,17.0,15.0,0.0,17.0,51.0,33.0,37.78990450204638
2020-02-23,43.0,39.0,18.0,34.0,16.0,0.0,14.0,17.0,0.0,16.0,26.875852660300136
2020-02-24,41.0,0.0,51.0,16.0,46.0,53.0,41.0,0.0,34.0,30.0,42.56480218281037
2020-02-25,53.0,17.0,51.0,16.0,30.0,13.0,40.0,0.0,23.0,29.0,37.107776261937246
2020-02-26,0.0,0.0,17.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,4.092769440654843
2020-02-27,13.0,0.0,0.0,0.0,0.0,12.0,13.0,30.0,11.0,29.0,14.733969986357435
2020-02-28,27.0,54.0,34.0,16.0,15.0,26.0,0.0,16.0,34.0,15.0,32.33287858117326
2020-02-29,27.0,0.0,34.0,32.0,0.0,0.0,40.0,16.0,23.0,15.0,25.511596180081856
2020-03-01,13.0,54.0,51.0,16.0,15.0,13.0,0.0,15.0,11.0,45.0,31.78717598908595
2020-03-02,12.0,16.0,0.0,15.0,14.0,0.0,12.0,29.0,10.0,14.0,16.64392905866303
2020-03-03,38.0,34.0,32.0,30.0,29.0,0.0,13.0,58.0,0.0,0.0,31.923601637107776
2020-03-04,13.0,51.0,16.0,15.0,15.0,13.0,13.0,0.0,11.0,28.0,23.874488403819917
2020-03-05,0.0,17.0,32.0,15.0,28.0,0.0,26.0,29.0,32.0,14.0,26.330150068212824
2020-03-06,12.0,0.0,0.0,15.0,0.0,12.0,24.0,15.0,11.0,0.0,12.141882673942701
2020-03-07,14.0,19.0,0.0,16.0,32.0,14.0,28.0,16.0,24.0,16.0,24.420190995907227
2020-03-08,14.0,0.0,18.0,16.0,0.0,0.0,0.0,32.0,0.0,0.0,10.914051841746248
2020-03-09,25.0,33.0,0.0,14.0,0.0,12.0,12.0,0.0,0.0,28.0,16.916780354706685
2020-03-10,13.0,34.0,32.0,15.0,28.0,24.0,0.0,44.0,21.0,14.0,30.695770804911323
2020-03-11,13.0,17.0,0.0,30.0,14.0,13.0,13.0,15.0,0.0,0.0,15.688949522510233
2020-03-12,14.0,18.0,17.0,0.0,15.0,27.0,27.0,0.0,0.0,15.0,18.144611186903138
2020-03-13,46.0,0.0,19.0,0.0,51.0,15.0,30.0,35.0,39.0,17.0,34.379263301500686
2020-03-14,16.0,21.0,20.0,0.0,18.0,16.0,0.0,0.0,13.0,0.0,14.188267394270124
2020-03-15,30.0,39.0,38.0,35.0,0.0,29.0,29.0,52.0,13.0,33.0,40.65484311050478
2020-03-16,13.0,34.0,66.0,30.0,44.0,26.0,25.0,15.0,11.0,29.0,39.972714870395635
2020-03-17,25.0,50.0,79.0,44.0,28.0,24.0,37.0,15.0,21.0,14.0,45.97544338335608
2020-03-18,26.0,18.0,51.0,47.0,30.0,26.0,26.0,30.0,67.0,44.0,49.79536152796726
2020-03-19,42.0,54.0,52.0,48.0,46.0,53.0,27.0,47.0,23.0,61.0,61.800818553888135
2020-03-20,78.0,35.0,50.0,31.0,15.0,26.0,26.0,15.0,22.0,29.0,44.6111869031378
2020-03-21,42.0,55.0,34.0,16.0,31.0,13.0,28.0,47.0,12.0,31.0,42.155525238744886
2020-03-22,28.0,19.0,18.0,0.0,16.0,28.0,14.0,33.0,12.0,0.0,22.919508867667123
2020-03-23,47.0,62.0,74.0,54.0,65.0,23.0,35.0,68.0,30.0,79.0,73.2605729877217
2020-03-24,26.0,34.0,65.0,15.0,15.0,13.0,13.0,30.0,0.0,58.0,36.698499317871764
2020-03-25,38.0,33.0,48.0,45.0,71.0,24.0,75.0,58.0,32.0,70.0,67.39427012278308
2020-03-26,51.0,17.0,33.0,15.0,29.0,26.0,13.0,30.0,33.0,29.0,37.653478854024556
2020-03-27,12.0,16.0,32.0,44.0,28.0,12.0,24.0,14.0,0.0,28.0,28.649386084583902
2020-03-28,57.0,58.0,36.0,67.0,64.0,100.0,57.0,67.0,37.0,96.0,87.17598908594816
2020-03-29,14.0,18.0,17.0,0.0,31.0,27.0,13.0,16.0,24.0,30.0,25.92087312414734
2020-03-30,12.0,32.0,62.0,14.0,55.0,48.0,12.0,28.0,21.0,28.0,42.56480218281037
2020-03-31,50.0,34.0,79.0,29.0,71.0,50.0,38.0,44.0,11.0,43.0,61.25511596180082
2020-04-01,13.0,17.0,0.0,15.0,0.0,25.0,0.0,0.0,11.0,28.0,14.870395634379264
2020-04-02,37.0,68.0,16.0,60.0,100.0,87.0,88.0,44.0,42.0,70.0,83.49249658935881
2020-04-03,38.0,67.0,63.0,75.0,58.0,50.0,51.0,30.0,22.0,43.0,67.80354706684857
2020-04-04,29.0,39.0,18.0,17.0,16.0,0.0,29.0,50.0,37.0,32.0,36.4256480218281
2020-04-05,44.0,20.0,55.0,68.0,33.0,72.0,28.0,50.0,100.0,50.0,70.94133697135062
2020-04-06,48.0,79.0,46.0,28.0,41.0,48.0,59.0,84.0,31.0,40.0,68.75852660300137
2020-04-07,63.0,33.0,79.0,75.0,28.0,85.0,100.0,29.0,53.0,71.0,84.03819918144612
2020-04-08,50.0,51.0,48.0,61.0,29.0,25.0,50.0,59.0,22.0,43.0,59.75443383356071
2020-04-09,39.0,85.0,48.0,45.0,58.0,38.0,38.0,44.0,43.0,100.0,73.39699863574353
2020-04-10,53.0,36.0,68.0,48.0,30.0,65.0,39.0,31.0,33.0,30.0,59.072305593451574
