date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06_10,/m/01b_06_11,/m/01b_06_12,/m/01b_06_13,/m/01b_06_14,/m/01b_06_15,/m/01b_06_16,/m/01b_06_17,/m/01b_06_18,/m/01b_06_19,/m/01b_06
2020-12-29,65.0,72.0,75.0,55.0,76.0,58.0,66.0,67.0,71.0,68.0,65.0,73.0,85.0,72.0,61.0,66.0,77.0,68.0,83.0,71.0,76.84674751929437
2020-12-30,73.0,65.0,78.0,66.0,86.0,64.0,71.0,68.0,50.0,67.0,78.0,57.0,87.0,71.0,69.0,77.0,62.0,68.0,79.0,75.0,77.78390297684675
2020-12-31,75.0,65.0,74.0,84.0,78.0,68.0,72.0,81.0,57.0,75.0,64.0,65.0,61.0,54.0,67.0,71.0,90.0,63.0,72.0,70.0,77.5082690187431
2021-01-01,80.0,59.0,54.0,65.0,53.0,55.0,77.0,66.0,60.0,60.0,75.0,66.0,53.0,67.0,60.0,60.0,61.0,63.0,64.0,63.0,69.51488423373759
2021-01-02,68.0,84.0,61.0,64.0,88.0,65.0,85.0,54.0,67.0,70.0,65.0,65.0,80.0,62.0,83.0,68.0,75.0,87.0,82.0,83.0,80.26460859977949
2021-01-03,76.0,62.0,81.0,78.0,78.0,76.0,73.0,65.0,85.0,66.0,72.0,60.0,68.0,99.0,81.0,65.0,81.0,75.0,78.0,92.0,83.29658213891952
2021-01-04,82.0,77.0,82.0,86.0,91.0,82.0,86.0,93.0,71.0,89.0,95.0,73.0,78.0,90.0,99.0,89.0,75.0,84.0,79.0,92.0,93.32965821389195
2021-01-05,88.0,82.0,78.0,64.0,83.0,62.0,74.0,68.0,55.0,65.0,69.0,66.0,88.0,71.0,66.0,82.0,77.0,88.0,75.0,82.0,81.75303197353915
2021-01-06,79.0,73.0,75.0,76.0,78.0,77.0,90.0,69.0,64.0,73.0,70.0,70.0,72.0,83.0,61.0,77.0,75.0,79.0,94.0,85.0,83.79272326350606
2021-01-07,65.0,60.0,61.0,64.0,66.0,68.0,68.0,61.0,67.0,49.0,69.0,69.0,70.0,82.0,67.0,69.0,65.0,77.0,70.0,81.0,74.31091510474091
2021-01-08,87.0,71.0,69.0,68.0,87.0,63.0,80.0,75.0,67.0,69.0,75.0,86.0,75.0,71.0,79.0,75.0,76.0,71.0,90.0,80.0,83.4619625137817
2021-01-09,66.0,70.0,70.0,69.0,61.0,67.0,84.0,66.0,64.0,78.0,67.0,57.0,65.0,59.0,59.0,79.0,73.0,59.0,66.0,68.0,74.25578831312016
2021-01-10,68.0,77.0,77.0,100.0,88.0,77.0,82.0,72.0,87.0,70.0,72.0,81.0,78.0,72.0,75.0,89.0,82.0,83.0,77.0,96.0,88.36824696802647
2021-01-11,90.0,69.0,73.0,88.0,73.0,72.0,91.0,74.0,68.0,85.0,67.0,74.0,86.0,79.0,79.0,80.0,91.0,82.0,82.0,92.0,87.92723263506063
2021-01-12,57.0,72.0,85.0,77.0,73.0,69.0,59.0,73.0,77.0,55.0,71.0,68.0,89.0,88.0,65.0,77.0,62.0,76.0,79.0,86.0,80.37486218302095
2021-01-13,71.0,73.0,72.0,83.0,78.0,82.0,77.0,85.0,75.0,69.0,76.0,59.0,69.0,67.0,72.0,81.0,84.0,68.0,68.0,71.0,81.58765159867696
