date,/m/05w_j_0,/m/05w_j_1,/m/05w_j_2,/m/05w_j_3,/m/05w_j_4,/m/05w_j_5,/m/05w_j_6,/m/05w_j_7,/m/05w_j_8,/m/05w_j_9,/m/05w_j
2021-04-18,29.0,17.0,21.0,9.0,18.0,23.0,16.0,14.0,13.0,17.0,17.7
2021-04-19,36.0,51.0,45.0,32.0,49.0,41.0,34.0,41.0,53.0,50.0,43.2
2021-04-20,29.0,25.0,14.0,20.0,21.0,25.0,18.0,17.0,14.0,20.0,20.3
2021-04-21,37.0,30.0,18.0,6.0,16.0,12.0,14.0,20.0,12.0,20.0,18.5
2021-04-22,32.0,33.0,17.0,17.0,19.0,31.0,12.0,30.0,24.0,33.0,24.8
2021-04-23,34.0,29.0,32.0,33.0,34.0,29.0,27.0,31.0,20.0,24.0,29.3
2021-04-24,24.0,18.0,22.0,12.0,33.0,26.0,19.0,23.0,16.0,15.0,20.8
2021-04-25,23.0,40.0,18.0,33.0,18.0,31.0,21.0,28.0,21.0,23.0,25.6
2021-04-26,56.0,39.0,26.0,20.0,32.0,42.0,25.0,48.0,34.0,44.0,36.6
2021-04-27,20.0,15.0,27.0,42.0,26.0,20.0,21.0,25.0,23.0,30.0,24.9
2021-04-28,44.0,46.0,25.0,38.0,33.0,25.0,33.0,39.0,38.0,38.0,35.9
2021-04-29,36.0,41.0,24.0,22.0,25.0,29.0,29.0,33.0,43.0,29.0,31.1
2021-04-30,31.0,37.0,20.0,31.0,37.0,45.0,25.0,29.0,42.0,22.0,31.9
2021-05-01,19.0,25.0,16.0,32.0,23.0,22.0,25.0,24.0,28.0,27.0,24.1
2021-05-02,34.0,43.0,26.0,31.0,40.0,27.0,35.0,42.0,32.0,48.0,35.8
2021-05-03,61.0,43.0,47.0,36.0,31.0,33.0,31.0,37.0,42.0,52.0,41.3
2021-05-04,47.0,39.0,20.0,26.0,19.0,23.0,19.0,40.0,34.0,39.0,30.6
2021-05-05,35.0,33.0,32.0,21.0,30.0,26.0,39.0,30.0,26.0,38.0,31.0
2021-05-06,22.0,29.0,22.0,18.0,44.0,31.0,31.0,31.0,27.0,22.0,27.7
2021-05-07,49.0,41.0,35.0,32.0,35.0,43.0,33.0,52.0,33.0,48.0,40.1
2021-05-08,28.0,25.0,29.0,18.0,38.0,24.0,31.0,27.0,31.0,19.0,27.0
2021-05-09,23.0,24.0,14.0,24.0,19.0,32.0,22.0,17.0,27.0,32.0,23.4
2021-05-10,47.0,38.0,39.0,42.0,42.0,43.0,43.0,47.0,45.0,51.0,43.7
2021-05-11,54.0,40.0,52.0,47.0,53.0,40.0,37.0,69.0,53.0,52.0,49.7
2021-05-12,49.0,59.0,36.0,35.0,50.0,54.0,41.0,41.0,48.0,52.0,46.5
2021-05-13,39.0,29.0,19.0,32.0,41.0,34.0,29.0,28.0,42.0,28.0,32.1
2021-05-14,64.0,56.0,37.0,29.0,37.0,40.0,40.0,47.0,30.0,38.0,41.8
2021-05-15,40.0,32.0,43.0,31.0,47.0,50.0,34.0,36.0,39.0,34.0,38.6
2021-05-16,66.0,73.0,45.0,39.0,58.0,55.0,39.0,53.0,43.0,59.0,53.0
2021-05-17,99.0,87.0,37.0,72.0,56.0,88.0,64.0,82.0,61.0,80.0,72.6
2021-05-18,61.0,57.0,52.0,57.0,52.0,66.0,67.0,86.0,48.0,88.0,63.4
2021-05-19,62.0,53.0,47.0,43.0,48.0,71.0,59.0,51.0,58.0,54.0,54.6
2021-05-20,42.0,55.0,41.0,52.0,41.0,40.0,46.0,53.0,58.0,59.0,48.7
2021-05-21,69.0,52.0,60.0,54.0,54.0,60.0,53.0,49.0,44.0,65.0,56.0
2021-05-22,41.0,38.0,50.0,34.0,47.0,31.0,38.0,47.0,33.0,62.0,42.1
2021-05-23,59.0,76.0,35.0,49.0,60.0,59.0,38.0,48.0,55.0,46.0,52.5
2021-05-24,87.0,54.0,55.0,57.0,63.0,54.0,54.0,57.0,43.0,56.0,58.0
2021-05-25,89.0,64.0,55.0,39.0,55.0,90.0,58.0,67.0,44.0,79.0,64.0
2021-05-26,72.0,50.0,43.0,57.0,47.0,60.0,60.0,47.0,58.0,62.0,55.6
2021-05-27,66.0,33.0,47.0,54.0,46.0,57.0,61.0,59.0,54.0,49.0,52.6
2021-05-28,51.0,47.0,27.0,27.0,46.0,41.0,56.0,43.0,51.0,36.0,42.5
2021-05-29,37.0,38.0,23.0,26.0,32.0,28.0,29.0,22.0,32.0,22.0,28.9
2021-05-30,65.0,47.0,56.0,39.0,47.0,63.0,47.0,55.0,50.0,49.0,51.8
2021-05-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
