date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06
2021-02-26,59.0,48.0,51.0,45.0,42.0,50.0,47.0,47.0,59.0,38.0,58.69565217391305
2021-02-27,51.0,18.0,57.0,41.0,54.0,58.0,52.0,89.0,42.0,34.0,59.90338164251208
2021-02-28,47.0,34.0,26.0,31.0,7.0,33.0,41.0,33.0,16.0,55.0,39.00966183574879
2021-03-01,76.0,73.0,52.0,44.0,55.0,40.0,79.0,65.0,52.0,53.0,71.13526570048309
2021-03-02,29.0,32.0,34.0,44.0,14.0,19.0,55.0,32.0,44.0,38.0,41.18357487922705
2021-03-03,83.0,80.0,42.0,52.0,34.0,20.0,55.0,63.0,52.0,77.0,67.3913043478261
2021-03-04,42.0,39.0,74.0,65.0,39.0,62.0,29.0,52.0,50.0,51.0,60.7487922705314
2021-03-05,66.0,97.0,59.0,95.0,59.0,57.0,76.0,47.0,73.0,51.0,82.1256038647343
2021-03-06,32.0,61.0,27.0,57.0,52.0,21.0,59.0,52.0,32.0,59.0,54.58937198067633
2021-03-07,24.0,25.0,61.0,23.0,36.0,27.0,24.0,42.0,39.0,16.0,38.28502415458937
2021-03-08,64.0,69.0,24.0,58.0,46.0,56.0,60.0,98.0,50.0,36.0,67.7536231884058
2021-03-09,57.0,54.0,91.0,58.0,79.0,56.0,68.0,93.0,100.0,44.0,84.54106280193237
2021-03-10,53.0,73.0,53.0,73.0,37.0,45.0,62.0,71.0,53.0,67.0,70.89371980676329
2021-03-11,51.0,23.0,41.0,44.0,33.0,19.0,38.0,38.0,58.0,15.0,43.47826086956522
2021-03-12,77.0,63.0,66.0,43.0,59.0,74.0,45.0,76.0,50.0,71.0,75.36231884057972
2021-03-13,58.0,31.0,42.0,36.0,33.0,45.0,76.0,47.0,14.0,44.0,51.44927536231884
2021-03-14,35.0,68.0,48.0,70.0,51.0,18.0,36.0,60.0,42.0,92.0,62.80193236714976
2021-03-15,56.0,47.0,50.0,55.0,76.0,48.0,73.0,47.0,88.0,60.0,72.46376811594203
2021-03-16,50.0,65.0,62.0,69.0,68.0,27.0,57.0,72.0,18.0,49.0,64.85507246376812
2021-03-17,49.0,52.0,96.0,42.0,57.0,30.0,36.0,51.0,48.0,70.0,64.1304347826087
