date,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1_10,/m/07mf1_11,/m/07mf1_12,/m/07mf1_13,/m/07mf1_14,/m/07mf1_15,/m/07mf1_16,/m/07mf1_17,/m/07mf1_18,/m/07mf1_19,/m/07mf1
2020-11-04,0.0,39.0,41.379310344827594,53.0,17.0,82.0,44.0,55.0,19.0,0.0,36.0,23.863636363636363,0.0,0.0,19.0,65.0,47.0,15.0,52.0,41.46341463414634,40.952432266933506
2020-11-05,0.0,62.0,66.66666666666667,55.0,72.0,43.0,15.0,38.0,58.0,58.0,56.0,75.0,48.0,40.0,59.0,91.0,74.0,46.0,74.0,21.951219512195124,66.34883887795394
2020-11-06,94.0,21.0,22.988505747126432,38.0,0.0,0.0,31.0,39.0,100.0,20.0,19.0,51.13636363636363,65.0,83.0,100.0,47.0,100.0,79.0,0.0,67.07317073170732,61.594958784919044
2020-11-07,69.0,100.0,87.35632183908045,18.0,35.0,43.0,30.0,38.0,77.0,39.0,19.0,100.0,32.0,100.0,39.0,90.0,73.0,15.0,18.0,86.58536585365853,69.89905294965658
2020-11-08,24.0,0.0,22.988505747126432,0.0,0.0,23.0,16.0,0.0,0.0,42.0,20.0,26.13636363636364,0.0,42.0,21.0,24.0,26.0,16.0,0.0,23.170731707317074,20.567135090159788
2020-11-09,95.0,41.0,22.988505747126432,19.0,18.0,45.0,31.0,59.0,20.0,60.0,19.0,0.0,16.0,83.0,20.0,24.0,25.0,31.0,57.0,0.0,43.2393762613783
2020-11-10,50.0,22.0,24.13793103448276,78.0,57.0,47.0,33.0,41.0,21.0,62.0,80.0,0.0,17.0,21.0,42.0,74.0,78.0,49.0,0.0,92.6829268292683,56.02434906729886
2020-11-11,24.0,0.0,0.0,0.0,37.0,23.0,0.0,0.0,41.0,41.0,39.0,26.13636363636364,34.0,21.0,21.0,24.0,51.0,16.0,0.0,0.0,25.095417614702164
2020-11-12,25.0,22.0,22.988505747126432,39.0,38.0,23.0,16.0,0.0,0.0,0.0,20.0,0.0,17.0,0.0,21.0,24.0,26.0,0.0,19.0,23.170731707317074,21.1888619565133
2020-11-13,74.0,43.0,22.988505747126432,20.0,39.0,0.0,33.0,41.0,41.0,21.0,20.0,53.40909090909091,34.0,64.0,63.0,48.0,0.0,16.0,19.0,0.0,41.12206679485643
2020-11-14,0.0,43.0,0.0,0.0,19.0,23.0,0.0,0.0,41.0,0.0,0.0,0.0,35.0,0.0,62.0,48.0,0.0,33.0,19.0,23.170731707317074,21.81990863340645
2020-11-15,25.0,22.0,0.0,0.0,0.0,0.0,17.0,0.0,21.0,21.0,0.0,27.272727272727273,0.0,0.0,0.0,0.0,26.0,0.0,0.0,23.170731707317074,11.499815672091556
2020-11-16,24.0,21.0,68.96551724137932,20.0,38.0,69.0,0.0,61.0,82.0,21.0,20.0,80.68181818181819,34.0,21.0,84.0,97.0,52.0,16.0,39.0,0.0,53.492122888581584
2020-11-17,25.0,44.0,24.13793103448276,59.0,57.0,23.0,17.0,41.0,41.0,21.0,20.0,0.0,35.0,22.0,21.0,25.0,0.0,17.0,59.0,23.170731707317074,36.199948177580254
2020-11-18,49.0,22.0,22.988505747126432,39.0,38.0,46.0,48.0,61.0,41.0,21.0,60.0,0.0,17.0,64.0,21.0,24.0,26.0,16.0,39.0,23.170731707317074,42.745880124457024
2020-11-19,25.0,0.0,24.13793103448276,20.0,19.0,0.0,0.0,0.0,42.0,0.0,40.0,0.0,0.0,44.0,0.0,24.0,26.0,0.0,19.0,0.0,17.846811471767086
2020-11-20,25.0,65.0,47.12643678160919,39.0,57.0,23.0,49.0,21.0,21.0,21.0,100.0,0.0,69.0,87.0,42.0,0.0,52.0,50.0,20.0,92.6829268292683,55.51936682413636
2020-11-21,25.0,23.0,24.13793103448276,40.0,39.0,48.0,17.0,0.0,64.0,22.0,21.0,84.0909090909091,18.0,44.0,0.0,0.0,27.0,17.0,20.0,24.39024390243902,35.14796703269031
2020-11-22,0.0,68.0,48.27586206896552,60.0,100.0,72.0,67.0,21.0,64.0,64.0,63.0,28.40909090909091,18.0,45.0,22.0,50.0,82.0,34.0,80.0,70.73170731707317,66.65131624873827
2020-11-23,0.0,0.0,0.0,0.0,37.0,23.0,0.0,20.0,41.0,20.0,59.0,78.4090909090909,50.0,21.0,21.0,71.0,25.0,64.0,0.0,45.121951219512205,36.276997460180944
2020-11-24,45.0,60.0,43.678160919540225,18.0,18.0,21.0,15.0,38.0,57.0,39.0,18.0,25.0,0.0,20.0,0.0,22.0,48.0,0.0,36.0,42.68292682926829,35.698994907068524
2020-11-25,22.0,19.0,82.75862068965517,34.0,68.0,20.0,43.0,36.0,37.0,19.0,18.0,70.45454545454545,45.0,19.0,74.0,22.0,24.0,29.0,52.0,40.24390243902439,48.81574589982754
2020-11-26,0.0,20.0,0.0,0.0,0.0,0.0,30.0,38.0,19.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,48.0,15.0,0.0,20.73170731707317,13.030757808550206
2020-11-27,22.0,39.0,85.0574712643678,53.0,0.0,41.0,15.0,37.0,37.0,0.0,18.0,23.863636363636363,31.0,19.0,0.0,0.0,0.0,15.0,18.0,62.19512195121951,32.531950110555385
2020-11-28,22.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,19.0,0.0,22.0,0.0,15.0,0.0,20.73170731707317,9.500953664091586
2020-11-29,0.0,0.0,90.80459770114942,37.0,37.0,22.0,0.0,39.0,0.0,0.0,19.0,51.13636363636363,50.0,21.0,20.0,23.0,25.0,16.0,38.0,21.951219512195124,32.20266673812149
2020-11-30,0.0,40.0,21.83908045977012,0.0,35.0,21.0,0.0,0.0,19.0,0.0,0.0,48.86363636363637,32.0,0.0,39.0,22.0,0.0,30.0,0.0,63.414634146341456,23.45538156567821
2020-12-01,26.0,68.0,50.57471264367816,20.0,41.0,49.0,17.0,22.0,22.0,22.0,42.0,0.0,0.0,22.0,44.0,0.0,0.0,0.0,21.0,48.78048780487804,32.48398075735031
2020-12-02,51.0,45.0,73.5632183908046,41.0,40.0,24.0,17.0,0.0,22.0,22.0,42.0,55.68181818181818,0.0,45.0,44.0,25.0,27.0,17.0,20.0,24.39024390243902,40.06550084616057
2020-12-03,26.0,24.0,77.01149425287356,42.0,41.0,50.0,18.0,0.0,45.0,23.0,22.0,0.0,0.0,46.0,45.0,26.0,27.0,35.0,21.0,73.17073170731706,40.415137116919375
2020-12-04,0.0,22.0,0.0,20.0,19.0,24.0,0.0,21.0,0.0,21.0,0.0,54.54545454545455,17.0,0.0,0.0,25.0,0.0,16.0,20.0,47.5609756097561,19.357599106281334
2020-12-05,54.0,23.0,25.28735632183908,21.0,82.0,0.0,90.0,67.0,45.0,90.0,0.0,57.95454545454545,19.0,23.0,46.0,52.0,84.0,18.0,42.0,50.0,56.0508883985098
2020-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,18.0,0.0,22.0,0.0,0.0,17.0,0.0,24.39024390243902,7.903625046455478
2020-12-07,51.0,46.0,49.42528735632184,0.0,0.0,24.0,68.0,21.0,43.0,43.0,21.0,28.40909090909091,18.0,22.0,44.0,51.0,81.0,34.0,20.0,0.0,41.905984710354026
