date,/m/0fd23_0,/m/0fd23_1,/m/0fd23_2,/m/0fd23_3,/m/0fd23_4,/m/0fd23_5,/m/0fd23_6,/m/0fd23_7,/m/0fd23_8,/m/0fd23_9,/m/0fd23
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,17.0,0.0,5.4242002781641165
2020-02-02,34.0,0.0,0.0,40.0,19.0,62.0,0.0,16.0,0.0,17.0,26.14742698191933
2020-02-03,31.0,27.0,21.0,18.0,0.0,37.0,57.0,14.0,14.0,15.0,32.545201668984696
2020-02-04,18.0,31.0,0.0,0.0,38.0,43.0,21.0,17.0,32.0,0.0,27.816411682892905
2020-02-05,17.0,15.0,47.0,20.0,19.0,0.0,41.0,33.0,16.0,17.0,31.293463143254517
2020-02-06,54.0,33.0,49.0,0.0,59.0,45.0,89.0,52.0,50.0,37.0,65.09040333796939
2020-02-07,93.0,48.0,77.0,0.0,41.0,46.0,46.0,17.0,17.0,37.0,58.69262865090403
2020-02-08,36.0,0.0,24.0,0.0,0.0,22.0,43.0,0.0,0.0,36.0,22.39221140472879
2020-02-09,17.0,0.0,0.0,19.0,18.0,0.0,20.0,0.0,30.0,17.0,16.828929068150206
2020-02-10,34.0,59.0,23.0,0.0,37.0,21.0,0.0,33.0,0.0,34.0,33.51877607788595
2020-02-11,35.0,0.0,0.0,0.0,19.0,0.0,0.0,17.0,16.0,0.0,12.100139082058412
2020-02-12,34.0,15.0,47.0,20.0,38.0,42.0,0.0,16.0,16.0,0.0,31.710709318497912
2020-02-13,18.0,31.0,0.0,0.0,19.0,21.0,21.0,0.0,0.0,35.0,20.166898470097355
2020-02-14,36.0,16.0,24.0,0.0,19.0,43.0,22.0,17.0,16.0,35.0,31.710709318497912
2020-02-15,38.0,33.0,78.0,22.0,21.0,23.0,68.0,0.0,35.0,19.0,46.87065368567455
2020-02-16,36.0,16.0,24.0,41.0,19.0,43.0,21.0,17.0,16.0,18.0,34.909596662030594
2020-02-17,0.0,0.0,0.0,20.0,19.0,20.0,0.0,16.0,15.0,17.0,14.881780250347704
2020-02-18,17.0,15.0,47.0,20.0,18.0,21.0,21.0,16.0,31.0,34.0,33.379694019471486
2020-02-19,34.0,45.0,47.0,81.0,37.0,42.0,62.0,33.0,15.0,17.0,57.44089012517385
2020-02-20,0.0,0.0,24.0,21.0,0.0,0.0,0.0,0.0,16.0,0.0,8.484005563282336
2020-02-21,56.0,0.0,51.0,21.0,20.0,22.0,44.0,35.0,17.0,0.0,36.99582753824756
2020-02-22,0.0,17.0,53.0,22.0,64.0,23.0,69.0,36.0,17.0,19.0,44.50625869262865
2020-02-23,18.0,0.0,75.0,0.0,20.0,22.0,45.0,0.0,33.0,55.0,37.27399165507649
2020-02-24,0.0,30.0,0.0,41.0,0.0,0.0,42.0,33.0,16.0,34.0,27.26008344923505
2020-02-25,34.0,15.0,47.0,0.0,0.0,21.0,62.0,0.0,0.0,52.0,32.127955493741304
2020-02-26,17.0,15.0,47.0,39.0,55.0,21.0,20.0,32.0,30.0,17.0,40.75104311543811
2020-02-27,17.0,15.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,12.795549374130735
2020-02-28,18.0,15.0,24.0,20.0,0.0,21.0,21.0,0.0,31.0,18.0,23.36578581363004
2020-02-29,0.0,0.0,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.980528511821975
2020-03-01,16.0,0.0,0.0,38.0,18.0,39.0,0.0,0.0,15.0,32.0,21.974965229485395
2020-03-02,33.0,43.0,22.0,55.0,35.0,20.0,39.0,15.0,0.0,32.0,40.89012517385257
2020-03-03,51.0,44.0,23.0,59.0,18.0,41.0,42.0,32.0,45.0,17.0,51.73852573018081
2020-03-04,0.0,28.0,45.0,0.0,36.0,20.0,0.0,31.0,44.0,16.0,30.598052851182196
2020-03-05,16.0,0.0,22.0,38.0,18.0,0.0,39.0,16.0,0.0,16.0,22.948539638386645
2020-03-06,0.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,5.84144645340751
2020-03-07,18.0,32.0,0.0,0.0,0.0,0.0,42.0,0.0,32.0,18.0,19.749652294853963
2020-03-08,16.0,28.0,44.0,19.0,0.0,39.0,19.0,0.0,0.0,0.0,22.948539638386645
2020-03-09,49.0,0.0,23.0,19.0,0.0,0.0,0.0,15.0,15.0,0.0,16.828929068150206
2020-03-10,0.0,29.0,22.0,0.0,0.0,0.0,0.0,16.0,0.0,17.0,11.68289290681502
2020-03-11,16.0,57.0,0.0,38.0,54.0,20.0,59.0,31.0,29.0,16.0,44.50625869262865
2020-03-12,100.0,29.0,69.0,57.0,36.0,0.0,40.0,63.0,30.0,33.0,63.56050069541029
2020-03-13,35.0,31.0,47.0,21.0,39.0,85.0,21.0,50.0,32.0,0.0,50.208623087621696
2020-03-14,17.0,15.0,23.0,20.0,0.0,0.0,0.0,16.0,15.0,0.0,14.74269819193324
2020-03-15,16.0,14.0,43.0,18.0,0.0,0.0,19.0,0.0,28.0,0.0,19.193324061196105
2020-03-16,55.0,24.0,0.0,32.0,45.0,50.0,0.0,13.0,37.0,14.0,37.55215577190542
2020-03-17,14.0,24.0,19.0,47.0,15.0,50.0,17.0,26.0,12.0,67.0,40.472878998609175
2020-03-18,59.0,26.0,100.0,84.0,32.0,18.0,71.0,14.0,13.0,73.0,68.15020862308762
