date,/m/0405g08_0,/m/0405g08_1,/m/0405g08_2,/m/0405g08_3,/m/0405g08_4,/m/0405g08_5,/m/0405g08_6,/m/0405g08_7,/m/0405g08_8,/m/0405g08_9,/m/0405g08
2020-02-01,21.0,42.0,19.0,51.0,47.0,25.0,47.0,19.0,19.0,59.0,46.409574468085104
2020-02-02,0.0,26.0,18.0,24.0,23.0,24.0,22.0,53.0,0.0,28.0,28.98936170212766
2020-02-03,36.0,36.0,16.0,21.0,20.0,67.0,20.0,32.0,31.0,51.0,43.88297872340426
2020-02-04,20.0,28.0,19.0,0.0,0.0,25.0,0.0,19.0,0.0,28.0,18.48404255319149
2020-02-05,0.0,14.0,0.0,24.0,23.0,24.0,22.0,0.0,17.0,29.0,20.345744680851062
2020-02-06,83.0,42.0,75.0,50.0,72.0,78.0,48.0,39.0,19.0,59.0,75.13297872340425
2020-02-07,22.0,0.0,19.0,0.0,0.0,27.0,49.0,20.0,38.0,0.0,23.27127659574468
2020-02-08,41.0,14.0,37.0,50.0,23.0,51.0,23.0,19.0,18.0,0.0,36.702127659574465
2020-02-09,19.0,25.0,34.0,47.0,22.0,69.0,0.0,35.0,51.0,54.0,47.34042553191489
2020-02-10,19.0,0.0,18.0,48.0,0.0,24.0,22.0,0.0,17.0,28.0,23.404255319148938
2020-02-11,40.0,0.0,18.0,0.0,23.0,49.0,23.0,18.0,18.0,0.0,25.13297872340425
2020-02-12,0.0,26.0,36.0,24.0,0.0,0.0,67.0,0.0,17.0,0.0,22.606382978723403
2020-02-13,100.0,14.0,56.0,73.0,69.0,100.0,91.0,91.0,72.0,86.0,100.0
2020-02-14,21.0,14.0,37.0,0.0,47.0,51.0,23.0,37.0,55.0,59.0,45.744680851063826
2020-02-15,22.0,29.0,0.0,26.0,0.0,27.0,25.0,0.0,0.0,31.0,21.27659574468085
2020-02-16,61.0,0.0,55.0,74.0,69.0,25.0,69.0,37.0,36.0,29.0,60.50531914893617
2020-02-17,19.0,26.0,0.0,0.0,0.0,0.0,0.0,35.0,17.0,28.0,16.622340425531913
2020-02-18,19.0,39.0,17.0,0.0,45.0,24.0,45.0,53.0,17.0,28.0,38.16489361702128
2020-02-19,20.0,0.0,0.0,48.0,22.0,24.0,0.0,18.0,18.0,0.0,19.9468085106383
2020-02-20,21.0,41.0,37.0,25.0,46.0,51.0,0.0,0.0,18.0,59.0,39.62765957446808
2020-02-21,21.0,0.0,0.0,26.0,48.0,0.0,24.0,38.0,0.0,92.0,33.111702127659576
2020-02-22,22.0,45.0,40.0,79.0,51.0,81.0,25.0,60.0,19.0,31.0,60.23936170212766
2020-02-23,21.0,0.0,38.0,26.0,47.0,26.0,47.0,0.0,37.0,0.0,32.180851063829785
2020-02-24,20.0,13.0,18.0,48.0,0.0,0.0,22.0,0.0,17.0,0.0,18.351063829787233
2020-02-25,39.0,13.0,35.0,71.0,45.0,49.0,45.0,18.0,17.0,56.0,51.595744680851055
2020-02-26,0.0,26.0,35.0,0.0,0.0,72.0,22.0,18.0,17.0,28.0,28.98936170212766
2020-02-27,39.0,13.0,18.0,0.0,0.0,24.0,22.0,17.0,17.0,28.0,23.670212765957444
2020-02-28,20.0,13.0,0.0,24.0,0.0,25.0,23.0,18.0,18.0,0.0,18.75
