date,/m/0405g08_0,/m/0405g08_1,/m/0405g08_2,/m/0405g08_3,/m/0405g08_4,/m/0405g08_5,/m/0405g08_6,/m/0405g08_7,/m/0405g08_8,/m/0405g08_9,/m/0405g08
2020-02-01,0.0,35.0,23.0,66.0,31.0,13.0,39.0,45.0,50.0,47.0,45.09043927648578
2020-02-02,76.0,71.0,48.0,34.0,63.0,54.0,0.0,62.0,69.0,64.0,69.89664082687338
2020-02-03,49.0,46.0,20.0,59.0,66.0,23.0,34.0,52.0,59.0,54.0,59.68992248062015
2020-02-04,34.0,16.0,32.0,46.0,14.0,49.0,12.0,14.0,0.0,29.0,31.782945736434105
2020-02-05,35.0,49.0,33.0,31.0,0.0,12.0,12.0,42.0,0.0,29.0,31.3953488372093
2020-02-06,0.0,17.0,34.0,65.0,30.0,26.0,26.0,43.0,0.0,0.0,31.136950904392762
2020-02-07,36.0,34.0,12.0,16.0,15.0,13.0,26.0,0.0,0.0,30.0,23.514211886304906
2020-02-08,18.0,17.0,23.0,17.0,46.0,0.0,13.0,30.0,34.0,0.0,25.58139534883721
2020-02-09,55.0,70.0,35.0,49.0,45.0,52.0,13.0,29.0,100.0,15.0,59.81912144702842
2020-02-10,100.0,62.0,53.0,75.0,41.0,24.0,70.0,54.0,46.0,42.0,73.25581395348837
2020-02-11,33.0,47.0,31.0,30.0,42.0,24.0,23.0,0.0,15.0,41.0,36.950904392764855
2020-02-12,51.0,32.0,32.0,30.0,0.0,37.0,24.0,41.0,77.0,42.0,47.286821705426355
2020-02-13,0.0,33.0,11.0,16.0,14.0,37.0,37.0,56.0,31.0,43.0,35.917312661498705
2020-02-14,52.0,33.0,11.0,48.0,29.0,0.0,38.0,14.0,16.0,44.0,36.82170542635659
2020-02-15,38.0,53.0,24.0,69.0,16.0,55.0,27.0,15.0,34.0,47.0,48.83720930232557
2020-02-16,56.0,35.0,24.0,33.0,45.0,27.0,26.0,15.0,17.0,16.0,37.984496124031004
2020-02-17,33.0,47.0,0.0,15.0,41.0,23.0,0.0,40.0,15.0,14.0,29.45736434108527
2020-02-18,66.0,0.0,21.0,88.0,27.0,12.0,34.0,13.0,30.0,14.0,39.405684754521964
2020-02-19,34.0,64.0,21.0,30.0,0.0,60.0,24.0,41.0,30.0,14.0,41.08527131782945
2020-02-20,89.0,99.0,33.0,16.0,15.0,51.0,12.0,14.0,0.0,45.0,48.320413436692505
2020-02-21,0.0,17.0,0.0,16.0,30.0,13.0,25.0,29.0,49.0,0.0,23.1266149870801
2020-02-22,58.0,36.0,37.0,17.0,32.0,41.0,27.0,15.0,0.0,16.0,36.04651162790697
2020-02-23,39.0,36.0,49.0,35.0,16.0,14.0,14.0,0.0,35.0,49.0,37.08010335917312
2020-02-24,17.0,16.0,11.0,16.0,14.0,0.0,0.0,14.0,32.0,15.0,17.441860465116278
2020-02-25,17.0,63.0,32.0,45.0,28.0,0.0,0.0,14.0,30.0,42.0,35.012919896640824
2020-02-26,50.0,63.0,10.0,15.0,27.0,48.0,47.0,67.0,30.0,28.0,49.74160206718346
2020-02-27,33.0,63.0,63.0,74.0,55.0,84.0,24.0,80.0,30.0,69.0,74.28940568475451
2020-02-28,71.0,50.0,22.0,16.0,29.0,25.0,25.0,71.0,48.0,15.0,48.06201550387597
2020-02-29,73.0,17.0,47.0,99.0,61.0,65.0,52.0,60.0,33.0,62.0,73.5142118863049
2020-03-01,55.0,35.0,58.0,49.0,30.0,13.0,51.0,44.0,0.0,76.0,53.10077519379845
2020-03-02,33.0,47.0,21.0,30.0,28.0,12.0,12.0,13.0,46.0,28.0,34.883720930232556
2020-03-03,16.0,16.0,0.0,30.0,14.0,12.0,12.0,14.0,45.0,14.0,22.35142118863049
2020-03-04,65.0,46.0,52.0,74.0,55.0,24.0,59.0,67.0,30.0,56.0,68.21705426356588
2020-03-05,33.0,16.0,10.0,60.0,14.0,23.0,12.0,27.0,45.0,28.0,34.62532299741602
2020-03-06,66.0,31.0,21.0,30.0,68.0,36.0,12.0,80.0,60.0,14.0,54.00516795865633
2020-03-07,91.0,17.0,12.0,100.0,15.0,13.0,40.0,30.0,0.0,47.0,47.15762273901809
2020-03-08,17.0,50.0,44.0,63.0,29.0,37.0,37.0,43.0,47.0,29.0,51.16279069767442
