date,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty_10,/m/0b76bty_11,/m/0b76bty_12,/m/0b76bty_13,/m/0b76bty_14,/m/0b76bty_15,/m/0b76bty_16,/m/0b76bty_17,/m/0b76bty_18,/m/0b76bty_19,/m/0b76bty
2021-01-19,50.0,15.0,25.0,23.0,11.0,28.0,37.0,43.0,41.0,18.0,45.0,38.0,23.0,18.0,33.0,24.0,30.0,11.0,24.46808510638298,39.0,33.34933471191364
2021-01-20,19.0,36.0,40.0,23.0,0.0,18.0,18.0,31.0,20.0,34.0,33.0,46.0,23.0,61.0,21.0,47.0,30.0,42.0,23.404255319148938,47.0,35.42828305207833
2021-01-21,49.0,37.0,51.0,47.0,43.0,48.0,64.0,11.0,72.0,45.0,34.0,48.0,31.0,36.0,44.0,41.0,51.0,44.0,24.46808510638298,39.0,49.72120675012002
2021-01-22,40.0,15.0,9.0,36.0,0.0,49.0,38.0,33.0,64.0,46.0,35.0,50.0,40.0,56.0,45.0,25.0,31.0,56.0,51.06382978723404,30.0,43.33419494602611
2021-01-23,34.0,9.0,29.0,14.0,50.0,44.0,32.0,38.0,48.0,31.0,65.0,11.0,46.0,32.0,51.0,48.0,12.0,13.0,28.72340425531915,57.0,40.074837216744825
2021-01-24,67.0,43.0,29.0,53.0,62.0,66.0,32.0,88.0,71.0,10.0,52.0,55.0,72.0,63.0,51.0,48.0,70.0,51.0,57.4468085106383,67.0,64.06705808500423
2021-01-25,88.0,52.0,50.0,58.0,53.0,66.0,54.0,65.0,72.0,62.0,89.0,57.0,47.0,36.0,66.0,57.0,40.0,76.0,86.17021276595744,49.0,70.76178870795022
2021-01-26,58.0,45.0,51.0,35.0,32.0,76.0,27.0,54.0,51.0,35.0,45.0,38.0,54.0,54.0,0.0,33.0,31.0,77.0,48.93617021276596,39.0,51.13671331683961
2021-01-27,39.0,22.0,17.0,46.0,84.0,47.0,54.0,54.0,41.0,44.0,67.0,19.0,39.0,63.0,43.0,48.0,50.0,22.0,48.93617021276596,38.0,51.25241559272799
2021-01-28,30.0,23.0,51.0,59.0,43.0,39.0,56.0,54.0,52.0,36.0,91.0,39.0,31.0,37.0,56.0,33.0,41.0,22.0,12.76595744680851,39.0,48.87067193481285
2021-01-29,71.0,46.0,88.0,48.0,77.0,29.0,47.0,67.0,64.0,55.0,69.0,49.0,40.0,75.0,80.0,85.0,63.0,34.0,63.829787234042556,61.0,70.10573218615758
2021-01-30,45.0,26.0,29.0,82.0,62.0,67.0,32.0,100.0,47.0,72.0,77.0,100.0,54.0,64.0,50.0,66.0,47.0,64.0,100.0,57.0,71.79326218874242
2021-01-31,11.0,26.0,20.0,95.0,49.0,0.0,31.0,12.0,81.0,10.0,39.0,55.0,9.0,62.0,38.0,38.0,35.0,75.0,84.04255319148936,55.0,47.72965055450931
2021-02-01,29.0,37.0,25.0,70.0,52.0,57.0,64.0,53.0,51.0,44.0,33.0,57.0,47.0,18.0,33.0,40.0,30.0,86.0,73.40425531914893,68.0,55.965437022266535
2021-02-02,29.0,7.0,0.0,34.0,21.0,28.0,9.0,32.0,30.0,35.0,0.0,47.0,15.0,9.0,54.0,16.0,40.0,0.0,11.702127659574469,29.0,25.842226407198154
2021-02-03,37.0,14.0,32.0,33.0,52.0,27.0,44.0,52.0,59.0,42.0,33.0,46.0,15.0,53.0,63.0,39.0,10.0,21.0,47.87234042553192,37.0,43.78592617210097
2021-02-04,30.0,15.0,17.0,36.0,11.0,10.0,28.0,22.0,10.0,18.0,34.0,19.0,8.0,28.0,0.0,17.0,21.0,0.0,12.76595744680851,10.0,20.060805238605173
2021-02-05,20.0,8.0,9.0,36.0,33.0,30.0,47.0,11.0,32.0,18.0,23.0,10.0,8.0,19.0,11.0,8.0,32.0,23.0,12.76595744680851,20.0,23.76327806703347
2021-02-06,87.0,17.0,29.0,66.0,36.0,43.0,31.0,97.0,34.0,100.0,50.0,86.0,70.0,73.0,74.0,37.0,23.0,37.0,70.2127659574468,66.0,65.15269007791441
2021-02-07,44.0,25.0,28.0,52.0,24.0,43.0,21.0,48.0,34.0,30.0,63.0,32.0,35.0,41.0,12.0,18.0,11.0,49.0,41.48936170212766,33.0,39.598488485161795
2021-02-08,20.0,22.0,17.0,23.0,21.0,9.0,9.0,21.0,10.0,0.0,33.0,28.0,23.0,9.0,33.0,8.0,20.0,0.0,24.46808510638298,0.0,19.11795477764238
2021-02-09,58.0,29.0,25.0,92.0,63.0,38.0,63.0,96.0,80.0,61.0,78.0,57.0,100.0,71.0,87.0,49.0,50.0,54.0,24.46808510638298,58.0,71.35753234124785
2021-02-10,48.0,59.0,25.0,80.0,52.0,0.0,54.0,42.0,40.0,26.0,66.0,47.0,31.0,27.0,43.0,32.0,60.0,11.0,11.702127659574469,48.0,46.437231515330545
2021-02-11,20.0,15.0,26.0,37.0,44.0,20.0,19.0,22.0,0.0,9.0,23.0,40.0,24.0,19.0,23.0,17.0,11.0,11.0,25.53191489361702,20.0,24.617505508166854
