date,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty
2021-02-26,0.0,35.0,95.0,0.0,0.0,0.0,71.0,46.3768115942029,34.0,0.0,41.949353960503004
2021-02-27,0.0,0.0,0.0,0.0,28.0,0.0,39.0,52.17391304347826,0.0,0.0,17.767166501015513
2021-02-28,0.0,0.0,50.0,0.0,26.0,34.0,0.0,49.27536231884058,35.0,0.0,28.963744004148477
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-02,0.0,36.0,0.0,0.0,53.0,0.0,0.0,47.82608695652174,70.0,0.0,30.834881811503397
2021-03-03,0.0,35.0,48.0,32.0,25.0,34.0,72.0,47.82608695652174,0.0,0.0,43.80536709735967
2021-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-05,91.0,34.0,46.0,31.0,24.0,32.0,0.0,0.0,34.0,93.0,57.39812454085822
2021-03-06,0.0,0.0,51.0,100.0,54.0,35.0,74.0,50.72463768115942,37.0,51.0,67.49492243204702
2021-03-07,98.0,37.0,0.0,0.0,54.0,69.0,76.0,49.27536231884058,36.0,51.0,70.11149042824425
2021-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-09,0.0,0.0,48.0,0.0,0.0,32.0,0.0,46.3768115942029,0.0,47.0,25.848061881509015
2021-03-10,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,13.566829436930124
2021-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12,0.0,0.0,0.0,0.0,0.0,0.0,37.0,47.82608695652174,0.0,0.0,12.64638520375092
2021-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-14,0.0,0.0,0.0,0.0,0.0,31.0,33.0,0.0,64.0,0.0,19.083012834363252
2021-03-15,74.0,0.0,37.0,0.0,0.0,26.0,28.0,0.0,54.0,0.0,32.64984227129338
2021-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-17,0.0,35.0,94.0,94.0,25.0,65.0,70.0,92.7536231884058,100.0,95.0,100.0
2021-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-19,48.0,0.0,48.0,33.0,26.0,34.0,73.0,47.82608695652174,0.0,0.0,46.19074370165507
