date,/g/121j1nlf_0,/g/121j1nlf_1,/g/121j1nlf_2,/g/121j1nlf_3,/g/121j1nlf_4,/g/121j1nlf_5,/g/121j1nlf_6,/g/121j1nlf_7,/g/121j1nlf_8,/g/121j1nlf_9,/g/121j1nlf
2020-02-01,35.0,37.0,45.0,24.0,36.0,33.0,22.0,30.0,29.0,32.0,33.19630010277492
2020-02-02,34.0,29.0,37.0,38.0,35.0,33.0,36.0,32.0,32.0,32.0,34.73792394655704
2020-02-03,39.0,62.0,45.0,38.0,48.0,37.0,34.0,41.0,58.0,57.0,47.173689619732784
2020-02-04,38.0,25.0,41.0,45.0,37.0,32.0,29.0,35.0,33.0,46.0,37.101747173689624
2020-02-05,46.0,50.0,40.0,35.0,43.0,48.0,43.0,35.0,40.0,50.0,44.19321685508736
2020-02-06,35.0,37.0,42.0,42.0,52.0,37.0,25.0,34.0,33.0,41.0,38.848920863309345
2020-02-07,48.0,27.0,55.0,35.0,49.0,42.0,41.0,44.0,37.0,52.0,44.19321685508736
2020-02-08,41.0,22.0,40.0,38.0,38.0,34.0,25.0,31.0,29.0,37.0,34.42959917780062
2020-02-09,36.0,33.0,29.0,35.0,32.0,24.0,25.0,19.0,18.0,38.0,29.70195272353546
2020-02-10,19.0,27.0,35.0,23.0,37.0,22.0,26.0,28.0,40.0,41.0,30.62692702980473
2020-02-11,47.0,39.0,39.0,46.0,44.0,38.0,26.0,40.0,28.0,40.0,39.77389516957863
2020-02-12,20.0,34.0,42.0,33.0,33.0,34.0,33.0,38.0,26.0,41.0,34.32682425488181
2020-02-13,41.0,53.0,48.0,34.0,29.0,37.0,26.0,40.0,37.0,33.0,38.848920863309345
2020-02-14,32.0,24.0,32.0,24.0,35.0,28.0,22.0,19.0,27.0,19.0,26.927029804727646
2020-02-15,22.0,35.0,17.0,26.0,17.0,25.0,15.0,20.0,16.0,20.0,21.891058581706066
2020-02-16,23.0,37.0,40.0,26.0,22.0,25.0,25.0,22.0,26.0,20.0,27.33812949640288
2020-02-17,52.0,52.0,40.0,44.0,36.0,35.0,26.0,36.0,26.0,26.0,38.33504624871531
2020-02-18,34.0,27.0,31.0,23.0,35.0,18.0,19.0,20.0,24.0,25.0,26.3103802672148
2020-02-19,35.0,37.0,35.0,32.0,40.0,35.0,24.0,34.0,33.0,44.0,35.868448098663926
2020-02-20,29.0,47.0,24.0,32.0,29.0,17.0,19.0,20.0,15.0,29.0,26.82425488180884
2020-02-21,34.0,27.0,14.0,24.0,26.0,24.0,20.0,15.0,37.0,22.0,24.974306269270297
2020-02-22,49.0,30.0,34.0,37.0,32.0,39.0,31.0,28.0,31.0,39.0,35.97122302158274
2020-02-23,40.0,34.0,23.0,31.0,31.0,23.0,22.0,39.0,32.0,40.0,32.37410071942446
2020-02-24,25.0,33.0,31.0,32.0,44.0,35.0,24.0,30.0,35.0,42.0,34.018499486125386
2020-02-25,51.0,59.0,48.0,36.0,48.0,42.0,35.0,51.0,49.0,67.0,49.948612538540594
2020-02-26,38.0,34.0,42.0,31.0,34.0,30.0,21.0,35.0,32.0,39.0,34.53237410071942
2020-02-27,41.0,47.0,48.0,57.0,37.0,36.0,37.0,49.0,45.0,54.0,46.351490236382325
2020-02-28,46.0,56.0,51.0,70.0,56.0,47.0,44.0,55.0,61.0,66.0,56.73175745118191
2020-02-29,40.0,46.0,46.0,46.0,34.0,51.0,44.0,41.0,60.0,48.0,46.86536485097636
2020-03-01,28.0,40.0,47.0,27.0,29.0,26.0,19.0,35.0,28.0,33.0,32.06577595066804
2020-03-02,42.0,40.0,61.0,46.0,41.0,47.0,31.0,57.0,56.0,69.0,50.35971223021583
2020-03-03,57.0,65.0,46.0,49.0,72.0,58.0,41.0,47.0,57.0,50.0,55.70400822199384
2020-03-04,48.0,60.0,45.0,45.0,43.0,51.0,43.0,57.0,68.0,54.0,52.826310380267216
2020-03-05,39.0,37.0,27.0,27.0,35.0,25.0,21.0,34.0,32.0,44.0,32.99075025693731
2020-03-06,32.0,41.0,41.0,44.0,44.0,40.0,36.0,35.0,42.0,55.0,42.1377183967112
2020-03-07,45.0,51.0,43.0,42.0,44.0,29.0,34.0,39.0,45.0,49.0,43.26824254881809
2020-03-08,57.0,47.0,35.0,38.0,33.0,32.0,35.0,36.0,46.0,45.0,41.52106885919836
2020-03-09,49.0,36.0,38.0,31.0,32.0,39.0,34.0,27.0,43.0,30.0,36.89619732785201
2020-03-10,44.0,53.0,47.0,41.0,45.0,42.0,34.0,44.0,38.0,39.0,43.884892086330936
