date,/m/01cpyy_0,/m/01cpyy_1,/m/01cpyy_2,/m/01cpyy_3,/m/01cpyy_4,/m/01cpyy_5,/m/01cpyy_6,/m/01cpyy_7,/m/01cpyy_8,/m/01cpyy_9,/m/01cpyy_10,/m/01cpyy_11,/m/01cpyy_12,/m/01cpyy_13,/m/01cpyy_14,/m/01cpyy_15,/m/01cpyy_16,/m/01cpyy_17,/m/01cpyy_18,/m/01cpyy_19,/m/01cpyy
2020-03-28,90.81632653061224,87.0,91.0,90.0,85.0,84.0,89.0,96.0,83.15789473684211,74.0,87.75510204081633,80.0,92.92929292929293,81.0,81.0,90.625,89.36170212765957,91.0,82.65306122448979,74.73684210526316,87.83156741356045
2020-03-29,88.77551020408163,85.0,94.0,86.0,79.0,82.0,94.0,88.0,90.52631578947368,81.0,88.77551020408163,77.0,91.91919191919192,78.0,73.0,91.66666666666667,94.68085106382979,93.0,87.75510204081633,82.10526315789474,88.09537259153583
2020-03-30,71.42857142857143,58.0,64.0,63.0,60.0,56.0,60.0,63.0,69.47368421052632,57.0,66.3265306122449,62.0,62.62626262626262,68.0,62.0,68.75,63.829787234042556,69.0,64.28571428571429,66.3157894736842,65.07039416069034
2020-03-31,72.44897959183673,65.0,67.0,66.0,62.0,61.0,73.0,78.0,70.52631578947368,63.0,68.36734693877551,61.0,67.67676767676768,69.0,66.0,64.58333333333333,70.2127659574468,64.0,66.3265306122449,67.36842105263158,68.51387848903589
2020-04-01,61.224489795918366,61.0,59.0,59.0,62.0,64.0,66.0,61.0,63.1578947368421,65.0,64.28571428571429,65.0,56.56565656565657,57.0,57.0,67.70833333333333,58.51063829787234,60.0,59.183673469387756,58.94736842105263,62.54662430069169
2020-04-02,64.28571428571429,56.0,68.0,64.0,53.0,61.0,64.0,63.0,64.21052631578948,57.0,66.3265306122449,57.0,59.5959595959596,61.0,60.0,66.66666666666667,60.638297872340424,60.0,56.12244897959184,61.05263157894737,62.40959796875964
2020-04-03,92.85714285714286,100.0,100.0,85.0,86.0,100.0,100.0,93.0,100.0,94.0,95.91836734693878,95.0,91.91919191919192,93.0,80.0,100.0,100.0,96.0,94.89795918367346,96.84210526315789,96.68086557038797
2020-04-04,100.0,96.0,96.0,93.0,100.0,97.0,99.0,100.0,95.78947368421052,90.0,100.0,100.0,97.97979797979798,100.0,100.0,98.95833333333333,95.74468085106383,100.0,100.0,100.0,100.0
2020-04-05,95.91836734693878,93.0,92.0,100.0,87.0,96.0,100.0,96.0,100.0,100.0,96.93877551020408,96.0,100.0,84.0,86.0,94.79166666666667,95.74468085106383,91.0,95.91836734693878,88.42105263157895,96.38987619238587
2020-04-06,51.02040816326531,48.0,49.0,48.0,44.0,42.0,46.0,49.0,49.473684210526315,45.0,44.89795918367347,47.0,57.57575757575758,49.0,41.0,48.958333333333336,46.808510638297875,58.0,48.97959183673469,46.31578947368421,48.99431552815265
2020-04-07,43.87755102040816,40.0,39.0,43.0,41.0,49.0,41.0,44.0,50.526315789473685,42.0,46.93877551020408,42.0,42.42424242424242,40.0,39.0,46.875,39.361702127659576,43.0,46.93877551020408,42.10526315789474,43.993866704108065
2020-04-08,54.08163265306123,46.0,44.0,48.0,41.0,43.0,49.0,57.0,51.578947368421055,45.0,50.0,39.0,51.515151515151516,47.0,41.0,50.0,51.06382978723404,53.0,51.02040816326531,47.36842105263158,48.97381797488747
2020-04-09,41.83673469387755,39.0,39.0,41.0,35.0,45.0,42.0,43.0,37.89473684210526,42.0,40.816326530612244,42.0,39.39393939393939,41.0,36.0,37.5,36.170212765957444,35.0,36.734693877551024,32.63157894736842,39.95862706026486
2020-04-10,45.91836734693877,45.0,40.0,39.0,38.0,48.0,41.0,37.0,47.36842105263158,41.0,39.795918367346935,39.0,36.36363636363637,38.0,40.0,39.583333333333336,41.48936170212766,41.0,38.775510204081634,38.94736842105263,41.6051772040332
2020-04-11,40.816326530612244,40.0,42.0,43.0,34.0,37.0,43.0,43.0,41.05263157894737,37.0,38.775510204081634,37.0,41.41414141414141,38.0,37.0,47.916666666666664,41.48936170212766,43.0,44.89795918367347,40.0,41.356165286582886
