date,/g/11j8_9sv06_0,/g/11j8_9sv06_1,/g/11j8_9sv06_2,/g/11j8_9sv06_3,/g/11j8_9sv06_4,/g/11j8_9sv06_5,/g/11j8_9sv06_6,/g/11j8_9sv06_7,/g/11j8_9sv06_8,/g/11j8_9sv06_9,/g/11j8_9sv06
2021-04-18,27.0,40.0,32.0,31.0,30.0,24.0,31.0,39.0,41.0,30.0,32.5
2021-04-19,67.0,57.0,54.0,45.0,49.0,53.0,53.0,57.0,48.0,42.0,52.5
2021-04-20,40.0,44.0,34.0,26.0,31.0,31.0,35.0,29.0,42.0,45.0,35.7
2021-04-21,38.0,46.0,47.0,34.0,28.0,31.0,34.0,38.0,30.0,31.0,35.7
2021-04-22,41.0,41.0,48.0,37.0,41.0,40.0,37.0,51.0,43.0,45.0,42.4
2021-04-23,22.0,27.0,18.0,21.0,22.0,20.0,27.0,20.0,22.0,22.0,22.1
2021-04-24,22.0,30.0,24.0,25.0,20.0,25.0,25.0,27.0,17.0,24.0,23.9
2021-04-25,22.0,19.0,22.0,21.0,16.0,18.0,20.0,26.0,17.0,20.0,20.1
2021-04-26,34.0,28.0,18.0,16.0,27.0,28.0,22.0,23.0,18.0,25.0,23.9
2021-04-27,36.0,32.0,33.0,22.0,24.0,30.0,31.0,26.0,30.0,34.0,29.8
2021-04-28,44.0,35.0,33.0,40.0,33.0,30.0,29.0,33.0,34.0,31.0,34.2
2021-04-29,28.0,36.0,28.0,32.0,30.0,25.0,29.0,33.0,34.0,32.0,30.7
2021-04-30,45.0,42.0,41.0,34.0,37.0,39.0,37.0,42.0,39.0,35.0,39.1
2021-05-01,37.0,49.0,31.0,33.0,30.0,27.0,26.0,24.0,32.0,33.0,32.2
2021-05-02,33.0,33.0,28.0,16.0,21.0,25.0,25.0,32.0,20.0,22.0,25.5
2021-05-03,31.0,45.0,34.0,34.0,27.0,23.0,34.0,36.0,36.0,42.0,34.2
2021-05-04,35.0,40.0,30.0,25.0,19.0,20.0,28.0,38.0,24.0,28.0,28.7
2021-05-05,21.0,24.0,21.0,24.0,24.0,21.0,23.0,33.0,21.0,26.0,23.8
2021-05-06,57.0,44.0,55.0,44.0,36.0,43.0,44.0,44.0,40.0,35.0,44.2
2021-05-07,55.0,40.0,51.0,35.0,28.0,43.0,38.0,41.0,33.0,37.0,40.1
2021-05-08,27.0,23.0,34.0,31.0,25.0,24.0,25.0,32.0,25.0,22.0,26.8
2021-05-09,31.0,23.0,31.0,29.0,31.0,25.0,22.0,32.0,21.0,27.0,27.2
2021-05-10,50.0,59.0,53.0,40.0,40.0,55.0,56.0,46.0,49.0,45.0,49.3
2021-05-11,67.0,56.0,60.0,61.0,49.0,46.0,69.0,63.0,51.0,56.0,57.8
2021-05-12,53.0,47.0,53.0,44.0,45.0,46.0,43.0,55.0,55.0,43.0,48.4
2021-05-13,49.0,42.0,48.0,42.0,42.0,43.0,41.0,50.0,37.0,40.0,43.4
2021-05-14,38.0,44.0,41.0,43.0,37.0,32.0,36.0,38.0,38.0,34.0,38.1
2021-05-15,42.0,41.0,41.0,36.0,27.0,30.0,42.0,49.0,31.0,33.0,37.2
2021-05-16,40.0,40.0,31.0,36.0,28.0,30.0,20.0,33.0,34.0,34.0,32.6
2021-05-17,47.0,50.0,36.0,36.0,37.0,30.0,34.0,46.0,34.0,43.0,39.3
2021-05-18,39.0,42.0,45.0,41.0,39.0,41.0,33.0,41.0,30.0,43.0,39.4
2021-05-19,35.0,45.0,39.0,36.0,31.0,28.0,28.0,38.0,31.0,33.0,34.4
2021-05-20,37.0,33.0,32.0,29.0,26.0,24.0,42.0,34.0,31.0,34.0,32.2
2021-05-21,36.0,38.0,44.0,29.0,31.0,43.0,33.0,39.0,40.0,36.0,36.9
2021-05-22,27.0,28.0,27.0,22.0,25.0,24.0,25.0,22.0,22.0,27.0,24.9
2021-05-23,21.0,22.0,17.0,17.0,20.0,17.0,17.0,25.0,15.0,16.0,18.7
2021-05-24,32.0,42.0,32.0,29.0,24.0,26.0,20.0,29.0,32.0,31.0,29.7
2021-05-25,45.0,47.0,28.0,29.0,38.0,34.0,36.0,47.0,29.0,41.0,37.4
2021-05-26,38.0,42.0,36.0,31.0,28.0,30.0,27.0,35.0,30.0,32.0,32.9
2021-05-27,39.0,33.0,41.0,43.0,33.0,31.0,35.0,31.0,32.0,33.0,35.1
2021-05-28,35.0,42.0,40.0,33.0,28.0,40.0,25.0,40.0,39.0,25.0,34.7
2021-05-29,24.0,22.0,15.0,12.0,23.0,19.0,22.0,28.0,22.0,18.0,20.5
2021-05-30,33.0,21.0,22.0,19.0,20.0,17.0,23.0,14.0,19.0,25.0,21.3
2021-05-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
