date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0_10,/m/0cjf0_11,/m/0cjf0_12,/m/0cjf0_13,/m/0cjf0_14,/m/0cjf0_15,/m/0cjf0_16,/m/0cjf0_17,/m/0cjf0_18,/m/0cjf0_19,/m/0cjf0
2021-02-25,0.0,68.0,21.0,32.0,24.0,19.0,19.0,26.0,0.0,0.0,0.0,0.0,0.0,24.0,21.0,29.0,19.0,0.0,0.0,22.0,21.585609593604264
2021-02-26,23.0,33.0,0.0,30.0,24.0,0.0,0.0,25.0,61.0,26.0,0.0,28.0,47.0,23.0,0.0,0.0,0.0,71.0,41.0,0.0,28.780812791472353
2021-02-27,0.0,0.0,23.0,31.0,0.0,0.0,20.0,27.0,32.0,0.0,0.0,0.0,0.0,49.0,21.0,0.0,19.0,0.0,44.0,45.0,20.71952031978681
2021-02-28,24.0,35.0,22.0,0.0,25.0,0.0,39.0,0.0,0.0,27.0,0.0,30.0,0.0,24.0,0.0,59.0,0.0,0.0,21.0,0.0,20.38640906062625
2021-03-01,47.0,0.0,44.0,0.0,49.0,19.0,18.0,51.0,62.0,52.0,0.0,0.0,23.0,24.0,20.0,29.0,37.0,50.0,41.0,22.0,39.17388407728181
2021-03-02,24.0,34.0,0.0,31.0,25.0,0.0,19.0,0.0,31.0,26.0,31.0,30.0,0.0,0.0,0.0,58.0,19.0,0.0,0.0,22.0,23.317788141239173
2021-03-03,0.0,0.0,0.0,0.0,23.0,0.0,18.0,0.0,0.0,25.0,30.0,0.0,22.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,9.193870752831446
2021-03-04,23.0,0.0,0.0,30.0,0.0,18.0,19.0,25.0,0.0,0.0,0.0,0.0,23.0,0.0,20.0,0.0,0.0,0.0,40.0,21.0,14.590273151232513
2021-03-05,0.0,34.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,20.0,29.0,0.0,0.0,0.0,0.0,8.26115922718188
2021-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-07,0.0,0.0,0.0,32.0,26.0,0.0,0.0,27.0,0.0,0.0,0.0,30.0,25.0,24.0,0.0,30.0,40.0,25.0,0.0,0.0,17.255163224516988
2021-03-08,47.0,68.0,43.0,0.0,24.0,37.0,0.0,26.0,0.0,0.0,0.0,58.0,24.0,23.0,21.0,30.0,0.0,0.0,0.0,0.0,26.715522984676884
2021-03-09,49.0,0.0,22.0,32.0,100.0,36.0,19.0,53.0,0.0,79.0,95.0,59.0,96.0,50.0,21.0,0.0,19.0,100.0,21.0,0.0,56.69553630912725
2021-03-10,23.0,33.0,42.0,30.0,24.0,18.0,19.0,26.0,60.0,26.0,63.0,59.0,23.0,46.0,21.0,57.0,19.0,0.0,41.0,43.0,44.83677548301133
2021-03-11,70.0,99.0,21.0,60.0,72.0,18.0,19.0,100.0,30.0,26.0,92.0,54.0,70.0,47.0,40.0,0.0,36.0,96.0,40.0,42.0,68.7541638907395
2021-03-12,24.0,0.0,21.0,0.0,0.0,19.0,0.0,0.0,0.0,27.0,33.0,0.0,24.0,24.0,21.0,30.0,18.0,0.0,0.0,23.0,17.588274483677548
2021-03-13,91.0,99.0,62.0,93.0,94.0,37.0,57.0,74.0,61.0,100.0,61.0,56.0,70.0,92.0,100.0,85.0,55.0,49.0,100.0,65.0,100.0
2021-03-14,44.0,32.0,20.0,29.0,0.0,17.0,0.0,0.0,30.0,24.0,59.0,55.0,22.0,46.0,0.0,28.0,18.0,23.0,19.0,20.0,32.3784143904064
2021-03-15,0.0,26.0,33.0,0.0,37.0,0.0,15.0,20.0,0.0,20.0,24.0,23.0,0.0,37.0,16.0,0.0,0.0,0.0,0.0,0.0,16.722185209860093
2021-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-17,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,31.0,28.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,10.526315789473685
2021-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,23.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,5.596269153897402
2021-03-19,24.0,35.0,22.0,31.0,51.0,0.0,19.0,26.0,32.0,27.0,65.0,30.0,0.0,24.0,21.0,0.0,19.0,25.0,21.0,44.0,34.37708194536975
2021-03-20,0.0,37.0,0.0,0.0,26.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,9.793471019320453
2021-03-21,0.0,0.0,0.0,31.0,26.0,0.0,19.0,27.0,0.0,27.0,0.0,31.0,24.0,24.0,0.0,29.0,0.0,25.0,0.0,23.0,19.053964023984012
2021-03-22,24.0,0.0,0.0,31.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.795469686875416
2021-03-23,74.0,69.0,44.0,62.0,25.0,38.0,58.0,81.0,64.0,27.0,32.0,91.0,0.0,71.0,42.0,59.0,38.0,52.0,65.0,66.0,70.48634243837442
2021-03-24,24.0,35.0,22.0,32.0,25.0,19.0,20.0,0.0,32.0,0.0,0.0,0.0,49.0,49.0,0.0,30.0,19.0,26.0,43.0,0.0,28.31445702864757
2021-03-25,50.0,71.0,0.0,66.0,26.0,19.0,19.0,27.0,32.0,27.0,33.0,31.0,49.0,0.0,21.0,29.0,0.0,0.0,0.0,23.0,34.843437708194536
2021-03-26,77.0,36.0,68.0,33.0,52.0,20.0,20.0,0.0,66.0,0.0,67.0,31.0,51.0,0.0,0.0,31.0,100.0,80.0,44.0,48.0,54.89673550966023
2021-03-27,0.0,0.0,23.0,33.0,53.0,0.0,20.0,27.0,0.0,28.0,0.0,0.0,25.0,25.0,0.0,0.0,20.0,0.0,44.0,47.0,22.984676882078617
2021-03-28,80.0,78.0,100.0,35.0,56.0,63.0,43.0,58.0,72.0,62.0,36.0,100.0,27.0,82.0,48.0,100.0,65.0,57.0,72.0,100.0,88.87408394403731
2021-03-29,25.0,0.0,0.0,0.0,26.0,19.0,41.0,0.0,33.0,28.0,69.0,31.0,0.0,25.0,21.0,32.0,0.0,53.0,22.0,24.0,29.913391072618257
2021-03-30,100.0,36.0,90.0,100.0,78.0,100.0,100.0,55.0,100.0,83.0,100.0,63.0,100.0,100.0,65.0,61.0,20.0,54.0,67.0,23.0,99.60026648900734
2021-03-31,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,31.0,27.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,21.0,0.0,9.726848767488342
2021-04-01,25.0,0.0,0.0,32.0,53.0,20.0,20.0,0.0,33.0,0.0,33.0,31.0,24.0,25.0,0.0,61.0,20.0,26.0,22.0,0.0,28.31445702864757
2021-04-02,0.0,0.0,0.0,0.0,0.0,0.0,20.0,27.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,24.0,7.928047968021319
2021-04-03,0.0,37.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,31.0,0.0,0.0,0.0,31.0,0.0,27.0,0.0,0.0,11.792138574283811
2021-04-04,0.0,36.0,0.0,34.0,27.0,0.0,0.0,0.0,34.0,29.0,0.0,0.0,0.0,26.0,22.0,32.0,0.0,0.0,0.0,0.0,15.989340439706863
2021-04-05,46.0,0.0,20.0,30.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,42.0,12.924716855429713
