date,/m/01cpyy_0,/m/01cpyy_1,/m/01cpyy_2,/m/01cpyy_3,/m/01cpyy_4,/m/01cpyy_5,/m/01cpyy_6,/m/01cpyy_7,/m/01cpyy_8,/m/01cpyy_9,/m/01cpyy_10,/m/01cpyy_11,/m/01cpyy_12,/m/01cpyy_13,/m/01cpyy_14,/m/01cpyy_15,/m/01cpyy_16,/m/01cpyy_17,/m/01cpyy_18,/m/01cpyy_19,/m/01cpyy
2020-10-05,52.0,65.0,41.0,22.0,46.0,42.0,41.0,34.0,37.0,41.0,58.0,61.0,39.0,73.0,55.0,58.0,69.0,25.0,69.0,45.0,52.31182795698925
2020-10-06,39.0,24.0,47.0,26.0,34.0,35.0,35.0,32.0,27.0,30.0,23.0,30.0,31.0,51.0,31.0,36.0,32.0,26.0,19.0,17.0,33.60215053763441
2020-10-07,30.0,51.0,51.0,39.0,43.0,52.0,33.0,31.0,53.0,58.0,49.0,59.0,20.0,49.0,40.0,56.0,40.0,42.0,38.0,74.0,48.81720430107527
2020-10-08,43.0,44.0,39.0,45.0,70.0,53.0,59.0,50.0,44.0,67.0,40.0,62.0,32.0,67.0,58.0,57.0,37.0,40.0,70.0,52.0,55.32258064516129
2020-10-09,29.0,61.0,32.0,18.0,52.0,51.0,25.0,26.0,33.0,51.0,71.0,49.0,37.0,55.0,40.0,25.0,35.0,42.0,48.0,41.0,44.13978494623656
2020-10-10,30.0,48.0,49.0,19.0,55.0,40.0,34.0,36.0,49.0,39.0,35.0,39.0,36.0,29.0,47.0,32.0,63.0,40.0,28.0,33.0,41.98924731182795
2020-10-11,24.0,59.0,62.0,55.0,46.0,65.0,41.0,38.0,32.0,27.0,52.0,42.0,28.0,37.0,11.0,51.0,17.0,32.0,46.0,31.0,42.79569892473118
2020-10-12,32.0,75.0,50.0,32.0,46.0,60.0,44.0,55.0,33.0,80.0,64.0,42.0,54.0,90.0,77.0,51.0,46.0,41.0,61.0,67.0,59.13978494623656
2020-10-13,47.0,29.0,48.0,24.0,66.0,59.0,52.0,54.0,45.0,49.0,44.0,61.0,47.0,37.0,44.0,33.0,25.0,68.0,45.0,47.0,49.67741935483871
2020-10-14,51.0,56.0,39.0,51.0,59.0,57.0,43.0,53.0,58.0,43.0,35.0,54.0,54.0,36.0,65.0,36.0,53.0,62.0,49.0,50.0,53.97849462365591
