date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06_10,/m/01b_06_11,/m/01b_06_12,/m/01b_06_13,/m/01b_06_14,/m/01b_06_15,/m/01b_06_16,/m/01b_06_17,/m/01b_06_18,/m/01b_06_19,/m/01b_06
2021-02-25,36.0,88.0,66.0,73.0,42.0,63.0,75.0,98.0,62.0,61.0,67.0,55.0,58.0,84.0,60.0,74.0,63.0,48.0,59.0,58.0,68.7266915290357
2021-02-26,13.0,68.0,47.0,59.0,42.0,58.0,58.0,45.0,40.0,31.0,49.0,39.0,45.0,53.0,57.0,39.0,47.0,49.0,49.0,46.0,49.7602557272243
2021-02-27,26.0,67.0,50.0,58.0,50.0,57.0,82.0,71.0,44.0,66.0,67.0,51.0,54.0,74.0,55.0,34.0,51.0,70.0,65.0,46.0,60.628662759722964
2021-02-28,27.0,57.0,62.0,20.0,35.0,54.0,54.0,51.0,32.0,52.0,36.0,52.0,32.0,32.0,23.0,36.0,39.0,45.0,55.0,43.0,44.592434736281305
2021-03-01,36.0,32.0,73.0,67.0,57.0,46.0,56.0,69.0,21.0,40.0,51.0,46.0,44.0,40.0,31.0,37.0,37.0,16.0,68.0,45.0,48.5881726158764
2021-03-02,43.0,54.0,58.0,56.0,60.0,46.0,43.0,79.0,52.0,54.0,47.0,46.0,47.0,62.0,53.0,48.0,48.0,43.0,52.0,48.0,55.35428875865743
2021-03-03,47.0,63.0,44.0,46.0,48.0,79.0,50.0,47.0,51.0,72.0,42.0,41.0,60.0,55.0,52.0,44.0,53.0,42.0,66.0,47.0,55.887053809270114
2021-03-04,16.0,66.0,30.0,43.0,28.0,57.0,26.0,38.0,31.0,45.0,53.0,27.0,30.0,41.0,23.0,38.0,25.0,40.0,58.0,33.0,39.850825785828455
2021-03-05,37.0,72.0,61.0,39.0,51.0,42.0,67.0,39.0,68.0,51.0,18.0,47.0,59.0,47.0,37.0,27.0,34.0,54.0,53.0,29.0,49.65370271710176
2021-03-06,43.0,48.0,65.0,61.0,31.0,57.0,58.0,46.0,61.0,50.0,33.0,38.0,48.0,57.0,65.0,25.0,41.0,52.0,70.0,45.0,52.95684603090038
2021-03-07,51.0,67.0,62.0,55.0,64.0,81.0,59.0,78.0,63.0,82.0,53.0,48.0,41.0,70.0,47.0,47.0,30.0,45.0,93.0,51.0,63.239211507725095
2021-03-08,59.0,76.0,40.0,85.0,74.0,82.0,65.0,96.0,91.0,65.0,56.0,70.0,100.0,67.0,45.0,76.0,62.0,44.0,57.0,64.0,73.2019179541822
2021-03-09,41.0,100.0,72.0,60.0,68.0,64.0,68.0,100.0,80.0,77.0,81.0,63.0,54.0,96.0,75.0,71.0,56.0,54.0,60.0,63.0,74.74693660095899
2021-03-10,40.0,22.0,56.0,63.0,42.0,26.0,13.0,54.0,22.0,51.0,48.0,35.0,53.0,52.0,42.0,31.0,42.0,59.0,32.0,41.0,43.89984017048482
2021-03-11,31.0,95.0,88.0,93.0,81.0,58.0,76.0,67.0,77.0,77.0,59.0,60.0,81.0,75.0,79.0,70.0,43.0,62.0,66.0,55.0,74.21417155034631
2021-03-12,59.0,28.0,20.0,53.0,88.0,77.0,53.0,81.0,62.0,81.0,65.0,50.0,80.0,68.0,45.0,42.0,42.0,44.0,48.0,58.0,60.948321790090574
2021-03-13,42.0,53.0,64.0,61.0,26.0,71.0,56.0,76.0,57.0,37.0,46.0,33.0,47.0,55.0,59.0,32.0,40.0,38.0,51.0,53.0,53.11667554608418
2021-03-14,49.0,54.0,71.0,72.0,62.0,95.0,65.0,38.0,47.0,49.0,64.0,50.0,57.0,78.0,59.0,57.0,29.0,48.0,100.0,49.0,63.558870538092705
2021-03-15,44.0,90.0,67.0,57.0,55.0,61.0,56.0,76.0,52.0,67.0,68.0,43.0,69.0,66.0,67.0,54.0,62.0,59.0,62.0,56.0,65.58337773042089
2021-03-16,31.0,47.0,47.0,33.0,39.0,49.0,42.0,46.0,53.0,70.0,64.0,23.0,38.0,53.0,39.0,23.0,36.0,38.0,51.0,39.0,45.87107085775173
2021-03-17,35.0,80.0,63.0,56.0,40.0,50.0,72.0,46.0,38.0,57.0,54.0,49.0,46.0,55.0,47.0,25.0,57.0,35.0,87.0,47.0,55.35428875865743
2021-03-18,45.0,90.0,81.0,46.0,63.0,100.0,77.0,79.0,59.0,77.0,63.0,48.0,34.0,70.0,58.0,66.0,56.0,61.0,47.0,52.0,67.76771443793288
2021-03-19,20.0,82.0,50.0,100.0,49.0,62.0,39.0,71.0,69.0,60.0,52.0,35.0,70.0,62.0,64.0,57.0,47.0,43.0,65.0,57.0,61.481086840703256
2021-03-20,52.0,47.0,95.0,60.0,100.0,67.0,42.0,87.0,69.0,80.0,45.0,45.0,79.0,44.0,48.0,64.0,53.0,55.0,85.0,48.0,67.394778902504
2021-03-21,45.0,92.0,90.0,55.0,70.0,66.0,65.0,74.0,55.0,85.0,64.0,49.0,69.0,65.0,59.0,61.0,53.0,50.0,79.0,60.0,69.57911561001599
2021-03-22,41.0,37.0,49.0,45.0,68.0,76.0,34.0,95.0,63.0,87.0,50.0,56.0,51.0,90.0,35.0,45.0,24.0,43.0,57.0,55.0,58.657432072456054
2021-03-23,53.0,77.0,76.0,67.0,44.0,83.0,70.0,60.0,56.0,45.0,81.0,42.0,66.0,66.0,64.0,46.0,42.0,71.0,68.0,53.0,65.53010122535962
