date,/m/0m7pl_0,/m/0m7pl_1,/m/0m7pl_2,/m/0m7pl_3,/m/0m7pl_4,/m/0m7pl_5,/m/0m7pl_6,/m/0m7pl_7,/m/0m7pl_8,/m/0m7pl_9,/m/0m7pl_10,/m/0m7pl_11,/m/0m7pl_12,/m/0m7pl_13,/m/0m7pl_14,/m/0m7pl_15,/m/0m7pl_16,/m/0m7pl_17,/m/0m7pl_18,/m/0m7pl_19,/m/0m7pl
2020-10-05,32.0,0.0,32.0,0.0,31.0,46.0,0.0,92.0,32.0,31.0,0.0,0.0,0.0,28.0,0.0,0.0,32.323232323232325,94.0,0.0,24.0,36.53396148952494
2020-10-06,0.0,33.0,32.0,46.0,61.0,90.0,48.0,46.0,32.0,0.0,41.02564102564103,31.0,35.0,28.0,24.0,0.0,65.65656565656566,0.0,35.0,47.0,53.50674657464562
2020-10-07,0.0,100.0,33.0,94.0,63.0,47.0,49.0,93.0,65.0,32.0,83.33333333333333,62.0,0.0,100.0,49.0,36.0,0.0,0.0,0.0,73.0,75.43152822214321
2020-10-08,35.0,36.0,0.0,51.0,0.0,50.0,0.0,50.0,0.0,34.0,0.0,33.0,39.0,31.0,26.0,0.0,36.36363636363637,0.0,0.0,0.0,32.45483631192838
2020-10-09,38.0,0.0,0.0,55.0,0.0,0.0,56.0,54.0,0.0,0.0,47.43589743589744,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.447367381601293
2020-10-10,39.0,40.0,0.0,0.0,38.0,0.0,0.0,56.0,78.0,38.0,51.282051282051285,0.0,0.0,34.0,0.0,44.0,0.0,58.0,44.0,29.0,42.30754038788165
2020-10-11,0.0,0.0,38.0,54.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,56.0,42.0,0.0,20.180116127503254
2020-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-13,36.0,36.0,36.0,52.0,0.0,0.0,0.0,0.0,35.0,0.0,91.02564102564102,34.0,39.0,0.0,0.0,40.0,71.71717171717172,52.0,0.0,0.0,40.263399488426145
2020-10-14,35.0,71.0,70.0,51.0,100.0,50.0,53.0,100.0,34.0,100.0,88.46153846153847,66.0,39.0,30.0,52.0,78.0,35.35353535353536,51.0,38.0,51.0,91.8746057565823
2020-10-15,0.0,0.0,0.0,0.0,0.0,54.0,56.0,53.0,0.0,0.0,0.0,0.0,41.0,33.0,28.0,0.0,0.0,0.0,0.0,28.0,22.56783979144448
2020-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-17,40.0,41.0,0.0,59.0,38.0,0.0,0.0,58.0,0.0,0.0,51.282051282051285,0.0,45.0,35.0,0.0,0.0,0.0,0.0,0.0,30.0,30.599992100169843
2020-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-19,0.0,0.0,0.0,51.0,34.0,50.0,54.0,0.0,0.0,35.0,0.0,34.0,0.0,31.0,27.0,0.0,36.36363636363637,0.0,0.0,0.0,27.1402255760592
2020-10-20,33.0,68.0,33.0,0.0,0.0,0.0,49.0,48.0,33.0,0.0,42.30769230769231,31.0,37.0,29.0,50.0,74.0,0.0,0.0,37.0,50.0,47.316032705296834
2020-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-22,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,30.0,0.0,38.0,34.343434343434346,0.0,0.0,0.0,13.274467629249001
2020-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-24,0.0,0.0,79.0,0.0,38.0,57.0,60.0,56.0,39.0,76.0,100.0,37.0,87.0,34.0,30.0,44.0,40.4040404040404,0.0,88.0,29.0,68.88999007733455
2020-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,4.698423983884346
2020-10-26,100.0,34.0,67.0,0.0,64.0,96.0,0.0,48.0,100.0,96.0,42.30769230769231,95.0,0.0,44.0,100.0,75.0,100.0,100.0,37.0,100.0,100.0
2020-10-27,34.0,35.0,0.0,49.0,32.0,0.0,51.0,0.0,0.0,0.0,43.58974358974359,64.0,38.0,29.0,26.0,38.0,34.343434343434346,50.0,75.0,25.0,48.05741979577741
2020-10-28,34.0,0.0,34.0,100.0,0.0,49.0,52.0,49.0,68.0,33.0,0.0,32.0,39.0,60.0,0.0,0.0,35.35353535353536,0.0,76.0,25.0,52.86524445785021
2020-10-29,35.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,43.58974358974359,66.0,38.0,30.0,0.0,38.0,0.0,51.0,38.0,0.0,34.089742070545476
2020-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.156653631946913
2020-10-31,35.0,36.0,71.0,51.0,0.0,100.0,53.0,0.0,0.0,0.0,43.58974358974359,100.0,0.0,46.0,27.0,0.0,35.35353535353536,52.0,39.0,26.0,55.06732211318062
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,33.0,0.0,0.0,32.0,0.0,29.0,25.0,0.0,0.0,0.0,37.0,25.0,17.638345775565824
2020-11-03,33.0,33.0,33.0,48.0,0.0,0.0,0.0,0.0,32.0,32.0,42.30769230769231,31.0,36.0,57.0,0.0,36.0,0.0,49.0,36.0,0.0,38.38132480151677
2020-11-04,30.0,31.0,60.0,87.0,0.0,0.0,89.0,86.0,60.0,58.0,76.92307692307692,28.0,100.0,26.0,22.0,100.0,0.0,45.0,100.0,0.0,76.9403957814907
2020-11-05,0.0,32.0,0.0,0.0,30.0,0.0,0.0,44.0,31.0,0.0,0.0,30.0,34.0,0.0,0.0,0.0,63.63636363636363,46.0,35.0,0.0,26.62206853461741
2020-11-06,0.0,32.0,32.0,0.0,0.0,46.0,0.0,46.0,0.0,0.0,0.0,30.0,0.0,0.0,24.0,0.0,33.333333333333336,0.0,35.0,0.0,21.43816407947229
2020-11-07,31.0,32.0,31.0,45.0,30.0,0.0,46.0,44.0,31.0,30.0,0.0,59.0,35.0,0.0,0.0,0.0,0.0,46.0,69.0,23.0,42.516885886953425
2020-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.310700319943121
2020-11-09,0.0,34.0,0.0,0.0,0.0,47.0,0.0,0.0,32.0,32.0,0.0,0.0,37.0,29.0,0.0,0.0,33.333333333333336,48.0,0.0,24.0,24.36505115140024
2020-11-10,0.0,34.0,0.0,49.0,0.0,0.0,51.0,48.0,0.0,32.0,0.0,0.0,38.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,21.335466287474816
2020-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2.233676975945017
2020-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2.233676975945017
2020-11-13,0.0,34.0,67.0,48.0,0.0,49.0,100.0,0.0,33.0,0.0,84.61538461538461,32.0,37.0,29.0,25.0,37.0,34.343434343434346,0.0,74.0,0.0,52.680795393202075
2020-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2.233676975945017
2020-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-18,0.0,0.0,34.0,48.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,34.343434343434346,0.0,37.0,0.0,17.81884492513714
2020-11-19,33.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,33.0,0.0,42.30769230769231,0.0,0.0,29.0,25.0,0.0,0.0,0.0,37.0,0.0,19.20251214598886
2020-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-21,35.0,36.0,35.0,51.0,33.0,0.0,0.0,99.0,34.0,67.0,0.0,33.0,0.0,30.0,0.0,0.0,35.35353535353536,51.0,0.0,52.0,45.54802677803033
2020-11-22,35.0,36.0,0.0,51.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,27.0,0.0,36.36363636363637,0.0,39.0,0.0,23.82822178414073
2020-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-24,32.0,0.0,33.0,47.0,0.0,0.0,48.0,46.0,32.0,0.0,41.02564102564103,31.0,36.0,28.0,0.0,0.0,0.0,0.0,0.0,24.0,30.65726586878382
2020-11-25,32.0,0.0,32.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,41.02564102564103,31.0,0.0,28.0,0.0,36.0,32.323232323232325,0.0,36.0,0.0,24.212201407366706
2020-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.156653631946913
2020-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.310700319943121
2020-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,0.0,0.0,0.0,0.0,31.0,48.0,0.0,47.0,32.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,49.0,0.0,0.0,18.17750918355255
2020-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,41.02564102564103,0.0,0.0,29.0,0.0,36.0,0.0,48.0,36.0,0.0,17.0241339811194
2020-12-03,0.0,34.0,34.0,0.0,0.0,0.0,49.0,47.0,33.0,32.0,84.61538461538461,31.0,37.0,29.0,0.0,37.0,33.333333333333336,0.0,37.0,0.0,39.89414227594107
2020-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-05,0.0,0.0,0.0,47.0,31.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,33.333333333333336,48.0,36.0,24.0,23.209700991428683
2020-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-08,0.0,0.0,33.0,0.0,0.0,46.0,49.0,47.0,0.0,0.0,42.30769230769231,0.0,36.0,29.0,0.0,36.0,0.0,0.0,0.0,24.0,26.365683137812535
2020-12-09,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,32.0,0.0,41.02564102564103,0.0,36.0,0.0,0.0,0.0,33.333333333333336,48.0,0.0,24.0,18.89836868507327
2020-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-11,33.0,0.0,100.0,48.0,32.0,48.0,100.0,96.0,0.0,32.0,42.30769230769231,0.0,37.0,0.0,0.0,0.0,33.333333333333336,0.0,75.0,0.0,52.117154481178645
2020-12-12,34.0,34.0,0.0,49.0,0.0,48.0,51.0,48.0,0.0,33.0,0.0,32.0,37.0,0.0,25.0,0.0,0.0,0.0,38.0,0.0,33.04301457518663
2020-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.310700319943121
2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-20,38.0,39.0,0.0,0.0,37.0,56.0,0.0,0.0,38.0,37.0,48.717948717948715,37.0,43.0,0.0,28.0,0.0,0.0,0.0,0.0,29.0,33.1753367302603
2020-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,2.387723663941225
2020-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
