date,/m/0fd23_0,/m/0fd23_1,/m/0fd23_2,/m/0fd23_3,/m/0fd23_4,/m/0fd23_5,/m/0fd23_6,/m/0fd23_7,/m/0fd23_8,/m/0fd23_9,/m/0fd23
2021-04-18,56.0,24.0,55.0,0.0,0.0,28.0,56.0,21.0,0.0,21.0,34.66135458167331
2021-04-19,27.0,23.0,53.0,20.0,41.0,54.0,81.0,60.0,0.0,40.0,52.98804780876494
2021-04-20,27.0,0.0,0.0,0.0,21.0,27.0,28.0,0.0,52.0,0.0,20.584329349269588
2021-04-21,55.0,0.0,0.0,0.0,21.0,27.0,83.0,81.0,0.0,21.0,38.24701195219124
2021-04-22,28.0,0.0,0.0,43.0,0.0,57.0,58.0,21.0,57.0,0.0,35.0597609561753
2021-04-23,29.0,73.0,28.0,22.0,22.0,58.0,59.0,43.0,28.0,0.0,48.074369189907046
2021-04-24,31.0,51.0,0.0,95.0,71.0,31.0,63.0,46.0,30.0,23.0,58.56573705179283
2021-04-25,0.0,0.0,29.0,46.0,48.0,30.0,60.0,0.0,29.0,0.0,32.13811420982736
2021-04-26,51.0,42.0,0.0,20.0,19.0,0.0,0.0,39.0,0.0,38.0,27.755644090305445
2021-04-27,26.0,22.0,0.0,20.0,0.0,51.0,0.0,38.0,50.0,40.0,32.80212483399735
2021-04-28,24.0,40.0,23.0,38.0,38.0,0.0,0.0,18.0,47.0,19.0,32.80212483399735
2021-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30,0.0,21.0,0.0,0.0,19.0,0.0,25.0,0.0,25.0,0.0,11.952191235059761
2021-05-01,51.0,22.0,49.0,39.0,40.0,26.0,0.0,38.0,50.0,19.0,44.355909694555116
2021-05-02,54.0,22.0,26.0,0.0,20.0,0.0,26.0,41.0,0.0,20.0,27.755644090305445
2021-05-03,27.0,0.0,26.0,21.0,21.0,27.0,83.0,40.0,53.0,40.0,44.8871181938911
2021-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,3.585657370517928
2021-05-06,52.0,0.0,25.0,39.0,20.0,25.0,52.0,38.0,51.0,39.0,45.28552456839309
2021-05-07,85.0,71.0,80.0,21.0,65.0,86.0,56.0,62.0,28.0,86.0,84.99335989375831
2021-05-08,62.0,26.0,59.0,24.0,0.0,31.0,62.0,23.0,30.0,23.0,45.1527224435591
2021-05-09,0.0,71.0,0.0,64.0,43.0,28.0,57.0,21.0,28.0,22.0,44.355909694555116
2021-05-10,0.0,21.0,0.0,19.0,0.0,0.0,0.0,0.0,25.0,0.0,8.632138114209827
2021-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-12,55.0,23.0,27.0,21.0,0.0,55.0,55.0,0.0,27.0,21.0,37.71580345285525
2021-05-13,27.0,22.0,26.0,0.0,21.0,53.0,0.0,0.0,0.0,0.0,19.787516600265604
2021-05-14,27.0,0.0,26.0,20.0,0.0,27.0,28.0,20.0,52.0,62.0,34.79415670650731
2021-05-15,27.0,23.0,0.0,0.0,21.0,27.0,0.0,0.0,0.0,0.0,13.014608233731742
2021-05-16,0.0,65.0,52.0,61.0,21.0,0.0,0.0,20.0,52.0,20.0,38.64541832669323
2021-05-17,0.0,0.0,25.0,20.0,20.0,0.0,52.0,0.0,75.0,0.0,25.498007968127492
2021-05-18,0.0,0.0,0.0,0.0,0.0,0.0,27.0,41.0,26.0,0.0,12.483399734395752
2021-05-19,53.0,0.0,25.0,61.0,41.0,27.0,81.0,80.0,78.0,20.0,61.885790172642764
2021-05-20,0.0,100.0,29.0,68.0,67.0,29.0,60.0,0.0,58.0,23.0,57.63612217795485
2021-05-21,0.0,24.0,28.0,0.0,67.0,0.0,85.0,21.0,27.0,0.0,33.46613545816733
2021-05-22,59.0,0.0,87.0,22.0,0.0,29.0,30.0,66.0,29.0,67.0,51.66002656042497
2021-05-23,0.0,25.0,0.0,0.0,46.0,0.0,0.0,23.0,0.0,0.0,12.483399734395752
2021-05-24,26.0,0.0,26.0,20.0,21.0,0.0,26.0,0.0,76.0,60.0,33.864541832669325
2021-05-25,57.0,24.0,53.0,0.0,22.0,55.0,28.0,20.0,55.0,64.0,50.199203187250994
2021-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-27,29.0,0.0,28.0,22.0,0.0,29.0,30.0,22.0,0.0,22.0,24.169986719787516
2021-05-28,0.0,26.0,60.0,23.0,48.0,0.0,31.0,23.0,30.0,23.0,35.0597609561753
2021-05-29,34.0,57.0,100.0,76.0,25.0,100.0,100.0,100.0,100.0,25.0,95.2191235059761
2021-05-30,100.0,56.0,31.0,100.0,100.0,32.0,65.0,74.0,95.0,100.0,100.0
2021-05-31,56.0,24.0,55.0,0.0,44.0,57.0,28.0,42.0,82.0,21.0,54.31606905710492
