date,/m/01c751_0,/m/01c751_1,/m/01c751_2,/m/01c751_3,/m/01c751_4,/m/01c751_5,/m/01c751_6,/m/01c751_7,/m/01c751_8,/m/01c751_9,/m/01c751_10,/m/01c751_11,/m/01c751_12,/m/01c751_13,/m/01c751_14,/m/01c751_15,/m/01c751_16,/m/01c751_17,/m/01c751_18,/m/01c751_19,/m/01c751
2020-01-29,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9658725048293625
2020-01-30,16.0,0.0,57.0,0.0,0.0,11.0,16.0,49.0,0.0,19.0,27.0,0.0,23.0,0.0,25.0,51.0,14.0,21.0,40.0,16.0,24.790727623953636
2020-01-31,16.0,0.0,29.0,17.0,0.0,0.0,17.0,26.0,18.0,19.0,28.0,25.0,24.0,60.0,26.0,27.0,0.0,23.0,61.0,17.0,27.881519639407596
2020-02-01,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,16.0,3.734707018673535
2020-02-02,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,26.0,23.0,0.0,0.0,0.0,0.0,13.0,0.0,19.0,0.0,5.859626529298132
2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,20.0,0.0,0.0,23.0,13.0,0.0,0.0,0.0,4.700579523502897
2020-02-04,15.0,18.0,28.0,0.0,0.0,11.0,0.0,0.0,17.0,19.0,27.0,0.0,0.0,0.0,25.0,0.0,14.0,21.0,0.0,0.0,12.556342562781712
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,21.0,30.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,17.0,7.340631036703154
2020-02-08,0.0,0.0,0.0,18.0,0.0,0.0,17.0,0.0,0.0,20.0,0.0,0.0,24.0,0.0,0.0,0.0,15.0,24.0,22.0,0.0,9.01481004507405
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
