date,/m/0405g08_0,/m/0405g08_1,/m/0405g08_2,/m/0405g08_3,/m/0405g08_4,/m/0405g08_5,/m/0405g08_6,/m/0405g08_7,/m/0405g08_8,/m/0405g08_9,/m/0405g08
2021-04-18,0.0,92.0,0.0,0.0,52.0,93.0,0.0,0.0,36.0,36.0,51.243781094527364
2021-04-19,31.0,41.0,52.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,31.17744610281924
2021-04-20,0.0,0.0,52.0,42.0,0.0,0.0,0.0,0.0,32.0,33.0,26.368159203980102
2021-04-21,0.0,42.0,0.0,0.0,0.0,0.0,33.0,0.0,32.0,33.0,23.217247097844115
2021-04-22,33.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,35.0,25.870646766169155
2021-04-23,33.0,44.0,0.0,88.0,50.0,88.0,69.0,100.0,67.0,0.0,89.38640132669984
2021-04-24,0.0,0.0,0.0,47.0,0.0,0.0,36.0,35.0,0.0,0.0,19.56882255389718
2021-04-25,34.0,0.0,54.0,0.0,0.0,87.0,0.0,0.0,35.0,0.0,34.82587064676617
2021-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,32.0,15.58872305140962
2021-04-28,0.0,79.0,0.0,40.0,45.0,80.0,31.0,31.0,31.0,0.0,55.887230514096196
2021-04-29,30.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,31.0,0.0,23.383084577114428
2021-04-30,30.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,31.0,21.393034825870647
2021-05-01,0.0,42.0,51.0,42.0,0.0,0.0,0.0,0.0,0.0,33.0,27.860696517412936
2021-05-02,100.0,85.0,53.0,0.0,98.0,0.0,68.0,0.0,99.0,100.0,100.0
2021-05-03,62.0,41.0,100.0,0.0,0.0,0.0,0.0,95.0,62.0,33.0,65.17412935323382
2021-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05,31.0,41.0,0.0,0.0,0.0,81.0,64.0,0.0,32.0,0.0,41.29353233830846
2021-05-06,0.0,0.0,0.0,0.0,0.0,80.0,63.0,30.0,0.0,32.0,33.9966832504146
2021-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-08,33.0,43.0,0.0,43.0,0.0,86.0,34.0,34.0,34.0,34.0,56.55058043117745
2021-05-09,0.0,45.0,54.0,45.0,50.0,0.0,0.0,0.0,34.0,70.0,49.4195688225539
2021-05-10,62.0,82.0,50.0,80.0,0.0,80.0,64.0,63.0,31.0,0.0,84.90878938640132
2021-05-11,0.0,41.0,50.0,41.0,92.0,82.0,32.0,0.0,31.0,32.0,66.50082918739635
2021-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-13,0.0,0.0,50.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,13.432835820895523
2021-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-15,0.0,41.0,50.0,0.0,0.0,81.0,0.0,0.0,31.0,32.0,38.97180762852405
2021-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-17,0.0,0.0,50.0,41.0,90.0,79.0,0.0,62.0,0.0,0.0,53.39966832504147
2021-05-18,32.0,0.0,0.0,42.0,0.0,0.0,33.0,0.0,0.0,32.0,23.0514096185738
2021-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-20,33.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,35.0,18.407960199004975
2021-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-22,34.0,0.0,56.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,26.202321724709787
2021-05-23,0.0,85.0,53.0,0.0,46.0,0.0,33.0,32.0,0.0,33.0,46.766169154228855
2021-05-24,60.0,81.0,0.0,41.0,92.0,0.0,0.0,0.0,0.0,32.0,50.74626865671642
2021-05-25,32.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,32.0,0.0,17.744610281923716
2021-05-26,33.0,85.0,0.0,0.0,94.0,82.0,100.0,64.0,100.0,34.0,98.17578772802653
2021-05-27,0.0,45.0,56.0,0.0,100.0,0.0,0.0,0.0,0.0,35.0,39.13764510779436
2021-05-28,0.0,0.0,58.0,0.0,54.0,0.0,37.0,0.0,0.0,0.0,24.70978441127695
2021-05-29,0.0,100.0,0.0,100.0,0.0,97.0,39.0,38.0,39.0,0.0,68.49087893864014
2021-05-30,0.0,0.0,63.0,52.0,0.0,100.0,40.0,38.0,39.0,0.0,55.05804311774462
2021-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
