date,/g/11j8_9sv06_0,/g/11j8_9sv06_1,/g/11j8_9sv06_2,/g/11j8_9sv06_3,/g/11j8_9sv06_4,/g/11j8_9sv06_5,/g/11j8_9sv06_6,/g/11j8_9sv06_7,/g/11j8_9sv06_8,/g/11j8_9sv06_9,/g/11j8_9sv06
2021-04-18,16.0,11.0,21.0,17.0,19.0,17.0,10.0,15.0,16.0,14.0,15.6
2021-04-19,39.0,22.0,31.0,32.0,35.0,25.0,27.0,37.0,23.0,34.0,30.5
2021-04-20,22.0,28.0,31.0,36.0,33.0,29.0,33.0,40.0,34.0,25.0,31.1
2021-04-21,35.0,28.0,27.0,29.0,38.0,31.0,31.0,42.0,15.0,23.0,29.9
2021-04-22,18.0,17.0,28.0,14.0,23.0,21.0,18.0,24.0,18.0,28.0,20.9
2021-04-23,27.0,17.0,14.0,19.0,13.0,23.0,16.0,24.0,16.0,26.0,19.5
2021-04-24,21.0,24.0,15.0,16.0,18.0,26.0,19.0,25.0,12.0,19.0,19.5
2021-04-25,16.0,12.0,12.0,13.0,9.0,13.0,16.0,17.0,14.0,2.0,12.4
2021-04-26,18.0,26.0,18.0,16.0,16.0,20.0,25.0,19.0,17.0,24.0,19.9
2021-04-27,22.0,28.0,15.0,12.0,17.0,24.0,24.0,28.0,20.0,16.0,20.6
2021-04-28,36.0,33.0,34.0,25.0,32.0,18.0,39.0,43.0,19.0,38.0,31.7
2021-04-29,24.0,24.0,41.0,31.0,25.0,23.0,33.0,33.0,26.0,21.0,28.1
2021-04-30,53.0,29.0,47.0,35.0,44.0,34.0,34.0,48.0,38.0,41.0,40.3
2021-05-01,21.0,23.0,30.0,22.0,24.0,21.0,18.0,33.0,22.0,20.0,23.4
2021-05-02,32.0,21.0,28.0,23.0,25.0,21.0,30.0,38.0,19.0,26.0,26.3
2021-05-03,35.0,33.0,26.0,15.0,25.0,21.0,33.0,40.0,22.0,32.0,28.2
2021-05-04,39.0,22.0,37.0,23.0,25.0,35.0,35.0,48.0,26.0,33.0,32.3
2021-05-05,16.0,26.0,21.0,20.0,25.0,28.0,19.0,35.0,17.0,17.0,22.4
2021-05-06,34.0,43.0,39.0,39.0,32.0,25.0,46.0,48.0,25.0,38.0,36.9
2021-05-07,40.0,53.0,37.0,45.0,39.0,44.0,51.0,50.0,44.0,33.0,43.6
2021-05-08,28.0,42.0,29.0,27.0,40.0,29.0,33.0,40.0,22.0,29.0,31.9
2021-05-09,22.0,11.0,20.0,26.0,31.0,21.0,32.0,38.0,12.0,22.0,23.5
2021-05-10,37.0,36.0,42.0,48.0,46.0,42.0,48.0,61.0,38.0,31.0,42.9
2021-05-11,43.0,67.0,44.0,42.0,46.0,57.0,45.0,79.0,42.0,62.0,52.7
2021-05-12,32.0,46.0,32.0,32.0,34.0,28.0,46.0,38.0,33.0,41.0,36.2
2021-05-13,33.0,29.0,16.0,32.0,28.0,34.0,28.0,36.0,27.0,18.0,28.1
2021-05-14,49.0,57.0,51.0,41.0,38.0,29.0,42.0,33.0,34.0,17.0,39.1
2021-05-15,31.0,34.0,39.0,25.0,33.0,25.0,26.0,51.0,23.0,40.0,32.7
2021-05-16,46.0,40.0,37.0,35.0,34.0,24.0,46.0,41.0,27.0,26.0,35.6
2021-05-17,41.0,40.0,45.0,39.0,38.0,31.0,42.0,49.0,33.0,49.0,40.7
2021-05-18,31.0,27.0,22.0,28.0,26.0,23.0,30.0,40.0,28.0,36.0,29.1
2021-05-19,37.0,31.0,20.0,14.0,28.0,19.0,30.0,33.0,16.0,22.0,25.0
2021-05-20,48.0,38.0,24.0,44.0,32.0,38.0,37.0,51.0,30.0,39.0,38.1
2021-05-21,28.0,18.0,26.0,17.0,32.0,32.0,31.0,37.0,31.0,40.0,29.2
2021-05-22,30.0,38.0,19.0,22.0,23.0,27.0,24.0,42.0,27.0,30.0,28.2
2021-05-23,18.0,28.0,25.0,17.0,17.0,15.0,23.0,22.0,11.0,18.0,19.4
2021-05-24,12.0,13.0,16.0,20.0,9.0,7.0,11.0,17.0,12.0,16.0,13.3
2021-05-25,36.0,34.0,19.0,45.0,21.0,27.0,25.0,41.0,30.0,43.0,32.1
2021-05-26,44.0,33.0,37.0,28.0,26.0,35.0,30.0,27.0,31.0,29.0,32.0
2021-05-27,27.0,23.0,32.0,23.0,30.0,20.0,22.0,41.0,14.0,31.0,26.3
2021-05-28,31.0,45.0,30.0,28.0,26.0,27.0,37.0,44.0,20.0,30.0,31.8
2021-05-29,18.0,17.0,26.0,13.0,20.0,18.0,21.0,28.0,11.0,30.0,20.2
2021-05-30,23.0,9.0,25.0,19.0,17.0,19.0,9.0,28.0,14.0,13.0,17.6
2021-05-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
