date,/g/121j1nlf_0,/g/121j1nlf_1,/g/121j1nlf_2,/g/121j1nlf_3,/g/121j1nlf_4,/g/121j1nlf_5,/g/121j1nlf_6,/g/121j1nlf_7,/g/121j1nlf_8,/g/121j1nlf_9,/g/121j1nlf
2021-04-18,36.0,38.0,49.0,46.0,49.0,39.0,39.0,54.0,47.0,32.0,43.686354378818734
2021-04-19,56.0,70.0,58.0,56.0,71.0,49.0,81.0,65.0,53.0,63.0,63.34012219959266
2021-04-20,50.0,58.0,73.0,47.0,72.0,45.0,64.0,48.0,72.0,50.0,58.96130346232179
2021-04-21,35.0,33.0,50.0,48.0,39.0,31.0,43.0,27.0,51.0,45.0,40.93686354378819
2021-04-22,49.0,61.0,68.0,73.0,66.0,55.0,92.0,66.0,70.0,70.0,68.22810590631364
2021-04-23,37.0,25.0,36.0,34.0,34.0,37.0,60.0,33.0,32.0,48.0,38.289205702647656
2021-04-24,11.0,38.0,24.0,21.0,41.0,26.0,40.0,26.0,24.0,42.0,29.837067209775967
2021-04-25,41.0,28.0,30.0,30.0,38.0,26.0,28.0,24.0,33.0,27.0,31.05906313645621
2021-04-26,43.0,38.0,37.0,46.0,64.0,52.0,48.0,47.0,55.0,40.0,47.86150712830957
2021-04-27,37.0,34.0,30.0,40.0,42.0,34.0,23.0,37.0,22.0,38.0,34.317718940936864
2021-04-28,53.0,64.0,49.0,39.0,61.0,60.0,47.0,47.0,56.0,39.0,52.44399185336049
2021-04-29,75.0,55.0,70.0,42.0,53.0,43.0,50.0,55.0,72.0,44.0,56.924643584521384
2021-04-30,58.0,56.0,59.0,54.0,57.0,51.0,45.0,52.0,73.0,48.0,56.31364562118126
2021-05-01,80.0,61.0,81.0,63.0,59.0,55.0,40.0,48.0,64.0,52.0,61.40529531568228
2021-05-02,52.0,37.0,62.0,41.0,26.0,43.0,47.0,28.0,48.0,38.0,42.973523421588595
2021-05-03,39.0,42.0,37.0,60.0,57.0,44.0,42.0,50.0,39.0,37.0,45.5193482688391
2021-05-04,64.0,51.0,62.0,49.0,71.0,47.0,58.0,41.0,40.0,34.0,52.64765784114053
2021-05-05,39.0,49.0,38.0,51.0,38.0,32.0,63.0,47.0,56.0,38.0,45.926680244399186
2021-05-06,73.0,81.0,51.0,90.0,75.0,64.0,57.0,71.0,56.0,60.0,69.04276985743381
2021-05-07,78.0,65.0,74.0,73.0,39.0,70.0,60.0,60.0,73.0,57.0,66.08961303462323
2021-05-08,44.0,43.0,42.0,38.0,33.0,22.0,53.0,25.0,37.0,30.0,37.372708757637476
2021-05-09,49.0,52.0,55.0,30.0,41.0,29.0,59.0,36.0,53.0,35.0,44.70468431771894
2021-05-10,48.0,61.0,60.0,69.0,66.0,43.0,42.0,44.0,45.0,55.0,54.276985743380855
2021-05-11,100.0,100.0,88.0,88.0,81.0,71.0,98.0,77.0,75.0,60.0,85.33604887983707
2021-05-12,97.0,90.0,97.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2021-05-13,97.0,82.0,100.0,100.0,84.0,79.0,78.0,85.0,95.0,71.0,88.69653767820773
2021-05-14,82.0,70.0,80.0,71.0,75.0,51.0,76.0,65.0,59.0,65.0,70.67209775967414
2021-05-15,65.0,43.0,51.0,47.0,46.0,43.0,68.0,54.0,43.0,48.0,51.73116089613035
2021-05-16,41.0,57.0,60.0,53.0,47.0,43.0,53.0,47.0,54.0,52.0,51.62932790224033
2021-05-17,78.0,71.0,86.0,65.0,83.0,52.0,71.0,53.0,65.0,57.0,69.34826883910385
2021-05-18,66.0,67.0,75.0,56.0,70.0,54.0,88.0,50.0,66.0,51.0,65.47861507128309
2021-05-19,56.0,63.0,66.0,76.0,75.0,58.0,64.0,54.0,75.0,57.0,65.58044806517313
2021-05-20,67.0,55.0,44.0,41.0,62.0,46.0,67.0,72.0,63.0,61.0,58.85947046843177
2021-05-21,66.0,78.0,78.0,82.0,72.0,59.0,76.0,69.0,67.0,54.0,71.38492871690427
2021-05-22,40.0,52.0,57.0,57.0,47.0,41.0,44.0,54.0,55.0,55.0,51.12016293279022
2021-05-23,22.0,29.0,47.0,40.0,36.0,31.0,26.0,25.0,26.0,48.0,33.60488798370672
2021-05-24,61.0,63.0,62.0,60.0,77.0,58.0,45.0,59.0,59.0,48.0,60.28513238289206
2021-05-25,67.0,62.0,60.0,57.0,57.0,53.0,48.0,37.0,75.0,60.0,58.65580448065173
2021-05-26,56.0,53.0,78.0,52.0,62.0,35.0,53.0,47.0,63.0,47.0,55.60081466395112
2021-05-27,71.0,71.0,85.0,52.0,76.0,50.0,54.0,48.0,66.0,53.0,63.74745417515275
2021-05-28,79.0,67.0,73.0,60.0,84.0,48.0,65.0,48.0,68.0,64.0,66.80244399185335
2021-05-29,68.0,54.0,43.0,52.0,44.0,32.0,34.0,48.0,54.0,50.0,48.77800407331976
2021-05-30,46.0,39.0,35.0,34.0,47.0,28.0,24.0,58.0,34.0,35.0,38.69653767820774
2021-05-31,71.0,68.0,60.0,61.0,83.0,56.0,64.0,67.0,70.0,56.0,66.80244399185335
