date,/g/11j2cc_qll_0,/g/11j2cc_qll_1,/g/11j2cc_qll_2,/g/11j2cc_qll_3,/g/11j2cc_qll_4,/g/11j2cc_qll_5,/g/11j2cc_qll_6,/g/11j2cc_qll_7,/g/11j2cc_qll_8,/g/11j2cc_qll_9,/g/11j2cc_qll
2020-02-01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3
2020-02-02,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4
2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-09,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.4
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-12,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.6
2020-02-13,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.1
2020-02-14,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.6
2020-02-15,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8
2020-02-16,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.4
2020-02-17,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5
2020-02-18,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5
2020-02-19,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.7
2020-02-20,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2
2020-02-21,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
2020-02-22,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.9
2020-02-23,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,6.0,3.6
2020-02-24,4.0,3.0,4.0,3.0,2.0,5.0,5.0,2.0,4.0,3.0,3.5
2020-02-25,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,7.0,3.8
2020-02-26,6.0,5.0,5.0,6.0,6.0,6.0,4.0,3.0,5.0,5.0,5.1
2020-02-27,5.0,3.0,5.0,2.0,5.0,6.0,3.0,3.0,3.0,4.0,3.9
2020-02-28,6.0,7.0,8.0,6.0,7.0,5.0,6.0,6.0,8.0,9.0,6.8
2020-02-29,10.0,9.0,9.0,10.0,9.0,9.0,5.0,8.0,7.0,9.0,8.5
2020-03-01,6.0,8.0,8.0,5.0,8.0,9.0,7.0,7.0,8.0,7.0,7.3
2020-03-02,7.0,8.0,7.0,7.0,6.0,5.0,8.0,8.0,10.0,6.0,7.2
2020-03-03,7.0,7.0,6.0,9.0,8.0,9.0,8.0,4.0,8.0,6.0,7.2
2020-03-04,5.0,7.0,11.0,7.0,9.0,9.0,7.0,6.0,8.0,9.0,7.8
2020-03-05,7.0,8.0,7.0,8.0,7.0,8.0,7.0,6.0,8.0,6.0,7.2
2020-03-06,7.0,10.0,10.0,9.0,10.0,12.0,9.0,7.0,7.0,9.0,9.0
2020-03-07,6.0,10.0,13.0,10.0,10.0,13.0,8.0,8.0,11.0,13.0,10.2
2020-03-08,11.0,12.0,14.0,12.0,13.0,14.0,14.0,11.0,12.0,15.0,12.8
2020-03-09,7.0,10.0,7.0,11.0,11.0,11.0,9.0,9.0,9.0,7.0,9.1
2020-03-10,11.0,12.0,13.0,14.0,11.0,17.0,12.0,16.0,16.0,16.0,13.8
