date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-11-18,16.0,20.0,39.0,17.0,47.0,17.0,0.0,0.0,40.0,48.0,0.0,16.0,15.306122448979592,33.0,23.07692307692308,22.058823529411764,0.0,45.977011494252864,57.69230769230769,0.0,29.91259248783291
2020-11-19,47.0,100.0,77.0,34.0,69.0,52.0,67.0,0.0,100.0,23.0,37.0,32.0,30.612244897959183,33.0,23.07692307692308,22.058823529411764,37.0,22.988505747126432,38.46153846153846,0.0,55.30834743082436
2020-11-20,16.0,20.0,57.0,17.0,24.0,35.0,22.0,19.0,20.0,0.0,0.0,16.0,0.0,17.0,46.153846153846146,22.058823529411764,19.0,22.988505747126432,0.0,18.0,25.59955136171033
2020-11-21,0.0,20.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,23.0,54.0,32.0,0.0,16.0,0.0,22.058823529411764,0.0,22.988505747126432,19.23076923076923,0.0,15.9197123348759
2020-11-22,16.0,20.0,0.0,34.0,25.0,18.0,0.0,19.0,0.0,0.0,18.0,32.0,0.0,17.0,24.17582417582417,0.0,0.0,0.0,19.23076923076923,37.0,18.283900683180455
2020-11-23,0.0,20.0,20.0,34.0,24.0,0.0,23.0,0.0,0.0,23.0,18.0,0.0,30.612244897959183,0.0,0.0,22.058823529411764,38.0,0.0,19.23076923076923,0.0,17.792802004787536
2020-11-24,15.0,58.0,0.0,33.0,0.0,17.0,45.0,36.0,20.0,23.0,36.0,47.0,15.306122448979592,16.0,69.23076923076923,22.058823529411764,36.0,90.80459770114942,0.0,37.0,40.3362066904879
2020-11-25,15.0,19.0,38.0,0.0,0.0,0.0,0.0,36.0,18.0,22.0,35.0,15.0,0.0,16.0,0.0,0.0,18.0,44.82758620689656,0.0,35.0,20.405476288048998
2020-11-26,32.0,40.0,39.0,17.0,72.0,0.0,69.0,0.0,81.0,47.0,0.0,32.0,0.0,17.0,69.23076923076923,88.23529411764706,56.0,47.12643678160919,97.43589743589745,18.0,53.79216501873231
2020-11-27,47.0,40.0,38.0,33.0,70.0,34.0,22.0,19.0,39.0,0.0,18.0,31.0,15.306122448979592,0.0,69.23076923076923,42.647058823529406,0.0,0.0,57.69230769230769,0.0,37.68438025128298
2020-11-28,47.0,20.0,0.0,16.0,23.0,34.0,44.0,36.0,39.0,46.0,18.0,31.0,15.306122448979592,32.0,45.05494505494506,20.58823529411765,36.0,22.988505747126432,19.23076923076923,17.0,36.787372545294794
2020-11-29,15.0,0.0,37.0,33.0,0.0,16.0,21.0,55.0,19.0,0.0,17.0,15.0,14.285714285714285,31.0,45.05494505494506,20.58823529411765,36.0,66.66666666666667,17.94871794871795,18.0,31.24969982696517
2020-11-30,46.0,38.0,19.0,0.0,0.0,0.0,22.0,36.0,0.0,23.0,18.0,47.0,29.59183673469388,0.0,46.153846153846146,0.0,35.0,45.977011494252864,19.23076923076923,36.0,30.16402456907634
2020-12-01,46.0,19.0,38.0,17.0,23.0,17.0,22.0,18.0,38.0,22.0,0.0,15.0,15.306122448979592,31.0,68.13186813186813,22.058823529411764,18.0,22.988505747126432,17.94871794871795,18.0,31.962307433940715
2020-12-02,0.0,19.0,0.0,0.0,0.0,33.0,22.0,18.0,0.0,23.0,0.0,16.0,14.285714285714285,15.0,0.0,20.58823529411765,0.0,67.816091954023,38.46153846153846,0.0,18.790719666425115
2020-12-03,16.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,37.0,16.0,0.0,16.0,0.0,22.058823529411764,0.0,24.13793103448276,0.0,18.0,11.202829609586454
2020-12-04,31.0,0.0,56.0,32.0,23.0,33.0,66.0,0.0,19.0,45.0,18.0,31.0,14.285714285714285,31.0,45.05494505494506,22.058823529411764,18.0,22.988505747126432,17.94871794871795,0.0,34.37715642630805
2020-12-05,0.0,0.0,0.0,17.0,24.0,17.0,0.0,19.0,0.0,0.0,0.0,16.0,0.0,16.0,23.07692307692308,22.058823529411764,0.0,0.0,19.23076923076923,0.0,11.344815162403545
2020-12-06,0.0,0.0,19.0,16.0,0.0,17.0,22.0,18.0,19.0,0.0,18.0,16.0,15.306122448979592,32.0,23.07692307692308,0.0,18.0,0.0,37.17948717948718,36.0,20.060939982947946
2020-12-07,15.0,20.0,19.0,0.0,47.0,17.0,0.0,0.0,0.0,23.0,18.0,16.0,0.0,0.0,45.05494505494506,22.058823529411764,18.0,0.0,0.0,0.0,17.021410458282823
2020-12-08,0.0,20.0,19.0,0.0,0.0,18.0,0.0,37.0,19.0,0.0,18.0,0.0,15.306122448979592,16.0,21.978021978021975,0.0,0.0,22.988505747126432,19.23076923076923,18.0,15.999895287337425
2020-12-09,15.0,20.0,0.0,0.0,0.0,0.0,0.0,55.0,19.0,46.0,37.0,16.0,15.306122448979592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.612779587709358
2020-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.988505747126432,0.0,37.0,6.346765782688541
2020-12-11,0.0,0.0,20.0,0.0,0.0,0.0,24.0,78.0,21.0,0.0,19.0,0.0,0.0,0.0,0.0,22.058823529411764,0.0,73.5632183908046,0.0,19.0,18.101684285910142
