date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0
2021-02-26,34.0,27.0,52.0,62.0,19.0,61.0,19.54022988505747,38.8235294117647,10.0,62.0,49.23638436918239
2021-02-27,20.0,15.0,0.0,0.0,43.0,36.0,43.67816091954023,0.0,35.0,70.0,33.56133674848931
2021-02-28,18.0,27.0,17.0,84.0,39.0,16.0,19.54022988505747,20.0,32.0,16.0,36.865629737773034
2021-03-01,17.0,26.0,50.0,81.0,55.0,30.0,0.0,37.64705882352941,0.0,15.0,39.81789674192392
2021-03-02,16.0,50.0,33.0,58.0,54.0,44.0,18.39080459770115,36.470588235294116,30.0,59.0,50.96092295598163
2021-03-03,48.0,13.0,32.0,39.0,54.0,14.0,18.39080459770115,17.647058823529413,29.0,29.0,37.56804035988718
2021-03-04,85.0,66.0,17.0,0.0,38.0,62.0,57.47126436781609,18.823529411764707,51.0,0.0,50.50523287706734
2021-03-05,17.0,13.0,34.0,20.0,19.0,0.0,0.0,57.64705882352941,10.0,0.0,21.80289136434906
2021-03-06,0.0,28.0,36.0,44.0,20.0,0.0,0.0,62.35294117647059,0.0,33.0,28.536910896392058
2021-03-07,72.0,40.0,53.0,42.0,40.0,32.0,60.91954022988506,40.0,32.0,32.0,56.71782201738966
2021-03-08,17.0,13.0,0.0,0.0,36.0,30.0,18.39080459770115,0.0,0.0,15.0,16.53174496905195
2021-03-09,67.0,0.0,0.0,0.0,56.0,0.0,37.93103448275862,56.470588235294116,0.0,30.0,31.609514636074238
2021-03-10,33.0,26.0,0.0,0.0,38.0,15.0,56.32183908045977,37.64705882352941,10.0,15.0,29.509971190020604
2021-03-11,35.0,54.0,51.0,41.0,76.0,31.0,19.54022988505747,38.8235294117647,10.0,31.0,49.49191636035366
2021-03-12,17.0,13.0,33.0,20.0,19.0,15.0,0.0,18.823529411764707,0.0,0.0,17.35362845924921
2021-03-13,36.0,28.0,18.0,65.0,80.0,0.0,0.0,41.1764705882353,33.0,65.0,46.78490132474073
2021-03-14,0.0,13.0,0.0,20.0,0.0,0.0,0.0,18.823529411764707,20.0,0.0,9.176604741768424
2021-03-15,13.0,10.0,26.0,15.0,42.0,46.0,72.41379310344827,28.235294117647058,23.0,12.0,36.751772008103075
2021-03-16,15.0,11.0,29.0,35.0,16.0,0.0,33.333333333333336,16.470588235294116,9.0,13.0,22.71729505824626
2021-03-17,17.0,26.0,33.0,20.0,0.0,30.0,18.39080459770115,37.64705882352941,30.0,15.0,29.00771865564948
2021-03-18,50.0,13.0,33.0,40.0,56.0,30.0,0.0,18.823529411764707,20.0,60.0,40.99033764259212
2021-03-19,17.0,78.0,50.0,80.0,37.0,30.0,94.25287356321839,56.470588235294116,51.0,91.0,74.70777523896733
2021-03-20,19.0,44.0,37.0,44.0,62.0,17.0,42.52873563218391,21.176470588235293,23.0,50.0,45.958093790088846
2021-03-21,73.0,100.0,37.0,89.0,61.0,67.0,62.06896551724138,42.35294117647059,100.0,100.0,93.45084810186725
2021-03-22,34.0,26.0,50.0,20.0,18.0,45.0,18.39080459770115,37.64705882352941,30.0,30.0,39.48453029367174
2021-03-23,33.0,13.0,65.0,100.0,73.0,30.0,94.25287356321839,55.294117647058826,20.0,75.0,71.3633124133433
2021-03-24,52.0,0.0,0.0,21.0,19.0,63.0,19.54022988505747,57.64705882352941,21.0,47.0,38.35372780400575
2021-03-25,52.0,13.0,52.0,61.0,38.0,31.0,39.08045977011494,97.6470588235294,31.0,63.0,61.03733203177304
2021-03-26,53.0,55.0,53.0,42.0,19.0,79.0,100.0,100.0,43.0,48.0,75.6374693866973
2021-03-27,38.0,30.0,39.0,46.0,42.0,35.0,21.839080459770116,65.88235294117646,35.0,18.0,47.36559302340648
2021-03-28,60.0,0.0,41.0,24.0,23.0,0.0,0.0,45.88235294117647,25.0,18.0,30.26550966019774
2021-03-29,51.0,27.0,51.0,40.0,38.0,31.0,77.01149425287356,77.6470588235294,21.0,77.0,62.6894785264149
2021-03-30,35.0,27.0,34.0,82.0,77.0,46.0,39.08045977011494,77.6470588235294,10.0,31.0,58.60977811564593
2021-03-31,33.0,51.0,49.0,59.0,36.0,30.0,37.93103448275862,55.294117647058826,20.0,44.0,53.05165495406385
2021-04-01,100.0,39.0,100.0,79.0,92.0,74.0,73.5632183908046,94.11764705882354,40.0,91.0,100.0
2021-04-02,54.0,14.0,18.0,44.0,40.0,33.0,20.689655172413794,62.35294117647059,21.0,0.0,39.22960300971418
2021-04-03,0.0,0.0,0.0,0.0,0.0,17.0,21.839080459770116,22.352941176470587,0.0,0.0,7.818259566252154
2021-04-04,21.0,79.0,41.0,49.0,23.0,37.0,47.12643678160919,45.88235294117647,25.0,93.0,58.90124699266145
2021-04-05,37.0,29.0,18.0,44.0,81.0,49.0,20.689655172413794,82.3529411764706,33.0,17.0,52.51726655062048
2021-04-06,55.0,43.0,55.0,50.0,31.0,25.0,47.12643678160919,31.764705882352942,42.0,38.0,53.39227788888073
2021-04-07,30.0,46.0,30.0,72.0,33.0,40.0,67.816091954023,84.70588235294117,36.0,27.0,59.6056445099064
2021-04-08,46.0,12.0,47.0,37.0,34.0,70.0,17.24137931034483,35.294117647058826,9.0,14.0,41.081302884885346
2021-04-09,30.0,35.0,15.0,36.0,16.0,27.0,33.333333333333336,34.11764705882353,9.0,14.0,31.87135285961722
2021-04-10,35.0,27.0,17.0,61.0,0.0,31.0,19.54022988505747,38.8235294117647,10.0,31.0,34.543294876834096
2021-04-11,16.0,0.0,16.0,19.0,0.0,0.0,0.0,18.823529411764707,0.0,0.0,8.921072750597148
2021-04-12,63.0,62.0,63.0,76.0,71.0,57.0,72.41379310344827,52.94117647058823,19.0,43.0,74.0218644851134
2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-14,17.0,13.0,17.0,41.0,37.0,15.0,57.47126436781609,18.823529411764707,10.0,15.0,30.829269556879197
2021-04-15,17.0,40.0,17.0,0.0,0.0,46.0,37.93103448275862,38.8235294117647,10.0,0.0,26.416202697858036
2021-04-16,17.0,13.0,34.0,40.0,19.0,15.0,0.0,18.823529411764707,10.0,31.0,25.275120185558723
2021-04-17,74.0,14.0,53.0,43.0,100.0,32.0,41.37931034482759,41.1764705882353,44.0,33.0,60.75985780741802
2021-04-18,37.0,43.0,38.0,89.0,61.0,100.0,20.689655172413794,20.0,22.0,51.0,61.54355835640579
2021-04-19,17.0,13.0,0.0,0.0,18.0,30.0,18.39080459770115,18.823529411764707,0.0,15.0,16.63696402424012
2021-04-20,33.0,51.0,49.0,39.0,36.0,29.0,55.172413793103445,55.294117647058826,20.0,44.0,52.57143103962128
2021-04-21,48.0,25.0,49.0,0.0,0.0,44.0,36.7816091954023,17.647058823529413,29.0,15.0,33.784992030822785
2021-04-22,33.0,0.0,50.0,40.0,0.0,60.0,37.93103448275862,37.64705882352941,20.0,30.0,39.425787307195584
2021-04-23,0.0,27.0,52.0,41.0,0.0,31.0,39.08045977011494,38.8235294117647,21.0,16.0,33.97348790801539
2021-04-24,0.0,15.0,75.0,22.0,21.0,34.0,0.0,42.35294117647059,0.0,51.0,33.264252733060644
2021-04-25,0.0,27.0,35.0,0.0,57.0,31.0,59.770114942528735,38.8235294117647,10.0,32.0,37.12798628178492
2021-04-26,0.0,34.0,28.0,35.0,16.0,13.0,33.333333333333336,0.0,9.0,26.0,24.829191808808854
2021-04-27,15.0,0.0,15.0,18.0,0.0,0.0,17.24137931034483,0.0,9.0,0.0,9.485523741237145
2021-04-28,15.0,12.0,15.0,18.0,49.0,0.0,65.51724137931035,32.94117647058823,18.0,14.0,30.594643157953847
2021-04-29,15.0,35.0,30.0,18.0,69.0,14.0,17.24137931034483,34.11764705882353,28.0,68.0,41.95311791358734
2021-04-30,30.0,12.0,30.0,55.0,34.0,27.0,17.24137931034483,50.588235294117645,28.0,68.0,44.951860986450235
2021-05-01,76.0,12.0,30.0,36.0,50.0,27.0,51.724137931034484,17.647058823529413,18.0,27.0,44.126694799949895
2021-05-02,18.0,13.0,34.0,42.0,58.0,0.0,39.08045977011494,58.8235294117647,0.0,16.0,35.63444585062867
