date,/g/11j8_9sv06_0,/g/11j8_9sv06_1,/g/11j8_9sv06_2,/g/11j8_9sv06_3,/g/11j8_9sv06_4,/g/11j8_9sv06_5,/g/11j8_9sv06_6,/g/11j8_9sv06_7,/g/11j8_9sv06_8,/g/11j8_9sv06_9,/g/11j8_9sv06
2021-04-18,21.0,19.0,23.0,25.0,14.0,20.0,17.0,15.0,13.0,22.0,18.9
2021-04-19,18.0,35.0,35.0,29.0,29.0,26.0,27.0,28.0,27.0,41.0,29.5
2021-04-20,19.0,28.0,19.0,22.0,21.0,16.0,27.0,22.0,41.0,33.0,24.8
2021-04-21,28.0,28.0,31.0,32.0,27.0,29.0,24.0,37.0,35.0,33.0,30.4
2021-04-22,18.0,27.0,20.0,29.0,19.0,10.0,24.0,19.0,32.0,20.0,21.8
2021-04-23,20.0,17.0,26.0,15.0,32.0,17.0,32.0,32.0,33.0,31.0,25.5
2021-04-24,14.0,23.0,23.0,17.0,20.0,24.0,23.0,27.0,26.0,27.0,22.4
2021-04-25,19.0,22.0,13.0,21.0,17.0,16.0,18.0,16.0,24.0,26.0,19.2
2021-04-26,19.0,33.0,23.0,29.0,18.0,28.0,30.0,24.0,37.0,44.0,28.5
2021-04-27,29.0,24.0,20.0,24.0,29.0,20.0,24.0,42.0,23.0,25.0,26.0
2021-04-28,32.0,17.0,21.0,25.0,16.0,27.0,22.0,24.0,36.0,24.0,24.4
2021-04-29,13.0,30.0,24.0,35.0,29.0,21.0,32.0,30.0,27.0,38.0,27.9
2021-04-30,33.0,32.0,41.0,49.0,41.0,26.0,33.0,39.0,49.0,55.0,39.8
2021-05-01,30.0,32.0,30.0,35.0,18.0,26.0,31.0,35.0,25.0,23.0,28.5
2021-05-02,15.0,16.0,19.0,12.0,20.0,19.0,17.0,21.0,23.0,26.0,18.8
2021-05-03,35.0,30.0,32.0,42.0,30.0,20.0,26.0,28.0,34.0,49.0,32.6
2021-05-04,29.0,30.0,35.0,21.0,31.0,28.0,29.0,30.0,27.0,32.0,29.2
2021-05-05,32.0,27.0,24.0,23.0,13.0,24.0,25.0,32.0,26.0,41.0,26.7
2021-05-06,41.0,32.0,34.0,30.0,34.0,34.0,43.0,33.0,42.0,53.0,37.6
2021-05-07,33.0,43.0,45.0,37.0,35.0,35.0,49.0,52.0,58.0,46.0,43.3
2021-05-08,21.0,25.0,21.0,26.0,34.0,36.0,37.0,25.0,22.0,28.0,27.5
2021-05-09,20.0,26.0,23.0,27.0,20.0,17.0,29.0,20.0,22.0,41.0,24.5
2021-05-10,30.0,38.0,34.0,38.0,35.0,38.0,43.0,40.0,40.0,61.0,39.7
2021-05-11,42.0,50.0,47.0,47.0,39.0,29.0,45.0,42.0,41.0,48.0,43.0
2021-05-12,48.0,53.0,34.0,43.0,60.0,43.0,47.0,63.0,50.0,55.0,49.6
2021-05-13,25.0,29.0,27.0,38.0,37.0,36.0,26.0,27.0,32.0,38.0,31.5
2021-05-14,40.0,40.0,26.0,34.0,22.0,26.0,25.0,34.0,17.0,26.0,29.0
2021-05-15,17.0,34.0,28.0,36.0,25.0,19.0,31.0,18.0,37.0,35.0,28.0
2021-05-16,25.0,35.0,24.0,32.0,29.0,28.0,38.0,35.0,25.0,43.0,31.4
2021-05-17,32.0,37.0,28.0,39.0,36.0,39.0,28.0,36.0,42.0,40.0,35.7
2021-05-18,36.0,32.0,32.0,21.0,31.0,31.0,41.0,35.0,30.0,40.0,32.9
2021-05-19,26.0,24.0,31.0,20.0,27.0,41.0,28.0,36.0,25.0,33.0,29.1
2021-05-20,37.0,40.0,32.0,30.0,40.0,34.0,32.0,33.0,28.0,71.0,37.7
2021-05-21,26.0,22.0,26.0,31.0,32.0,24.0,25.0,29.0,34.0,40.0,28.9
2021-05-22,15.0,32.0,9.0,24.0,19.0,16.0,15.0,31.0,15.0,36.0,21.2
2021-05-23,22.0,20.0,18.0,20.0,9.0,18.0,20.0,20.0,13.0,26.0,18.6
2021-05-24,24.0,28.0,21.0,24.0,33.0,13.0,31.0,28.0,17.0,18.0,23.7
2021-05-25,44.0,33.0,41.0,39.0,23.0,34.0,30.0,43.0,33.0,42.0,36.2
2021-05-26,24.0,35.0,35.0,33.0,23.0,37.0,40.0,36.0,40.0,34.0,33.7
2021-05-27,38.0,35.0,39.0,48.0,36.0,43.0,50.0,35.0,44.0,46.0,41.4
2021-05-28,36.0,42.0,33.0,25.0,36.0,36.0,33.0,32.0,30.0,38.0,34.1
2021-05-29,9.0,22.0,10.0,13.0,17.0,8.0,19.0,17.0,26.0,23.0,16.4
2021-05-30,20.0,25.0,26.0,22.0,17.0,23.0,27.0,19.0,30.0,18.0,22.7
2021-05-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
