date,/g/11j2cc_qll_0,/g/11j2cc_qll_1,/g/11j2cc_qll_2,/g/11j2cc_qll_3,/g/11j2cc_qll_4,/g/11j2cc_qll_5,/g/11j2cc_qll_6,/g/11j2cc_qll_7,/g/11j2cc_qll_8,/g/11j2cc_qll_9,/g/11j2cc_qll
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-11,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.7360672975814933
2020-02-12,1.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,1.787592008412198
2020-02-13,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3154574132492114
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-15,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.9463722397476342
2020-02-16,0.0,3.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0515247108307046
2020-02-17,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5257623554153523
2020-02-18,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.7360672975814933
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-20,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.42060988433228186
2020-02-21,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3154574132492114
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-23,3.0,0.0,0.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,1.9978969505783386
