date,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty
2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,0.0,53.0,0.0,0.0,0.0,0.0,59.0,54.0,0.0,0.0,27.12418300653595
2021-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-03,59.0,52.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,26.633986928104573
2021-03-04,55.0,100.0,100.0,0.0,0.0,0.0,55.0,50.0,47.0,50.0,74.67320261437908
2021-03-05,58.0,0.0,0.0,51.0,60.0,53.0,57.0,52.0,47.0,51.0,70.09803921568627
2021-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-07,0.0,54.0,0.0,0.0,0.0,0.0,59.0,56.0,0.0,0.0,27.614379084967315
2021-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-09,56.0,0.0,0.0,0.0,60.0,0.0,56.0,51.0,0.0,50.0,44.6078431372549
2021-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-13,0.0,50.0,0.0,0.0,0.0,0.0,56.0,52.0,46.0,0.0,33.33333333333333
2021-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-15,0.0,38.0,0.0,38.0,46.0,0.0,0.0,77.0,36.0,38.0,44.6078431372549
2021-03-16,0.0,0.0,0.0,0.0,52.0,0.0,47.0,43.0,0.0,0.0,23.202614379084967
2021-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-19,53.0,0.0,0.0,49.0,0.0,50.0,54.0,49.0,0.0,0.0,41.666666666666664
2021-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-21,54.0,48.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,48.0,33.169934640522875
2021-03-22,52.0,46.0,0.0,0.0,0.0,48.0,53.0,0.0,44.0,0.0,39.705882352941174
2021-03-23,0.0,0.0,49.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,16.176470588235293
2021-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-25,56.0,0.0,0.0,0.0,0.0,0.0,55.0,49.0,0.0,0.0,26.143790849673202
2021-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-27,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8431372549019605
2021-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29,56.0,0.0,51.0,0.0,0.0,0.0,0.0,51.0,0.0,51.0,34.15032679738562
2021-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31,55.0,100.0,49.0,50.0,60.0,51.0,0.0,100.0,47.0,100.0,100.0
2021-04-01,0.0,51.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,17.64705882352941
2021-04-02,56.0,0.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,49.0,33.8235294117647
2021-04-03,0.0,50.0,50.0,52.0,61.0,52.0,57.0,0.0,0.0,0.0,52.614379084967325
2021-04-04,0.0,0.0,0.0,0.0,64.0,55.0,0.0,0.0,0.0,53.0,28.104575163398692
2021-04-05,53.0,46.0,47.0,0.0,57.0,49.0,52.0,48.0,45.0,0.0,64.86928104575163
2021-04-06,91.0,0.0,0.0,83.0,100.0,86.0,92.0,0.0,77.0,42.0,93.30065359477123
2021-04-07,48.0,86.0,43.0,44.0,52.0,45.0,0.0,0.0,40.0,0.0,58.49673202614378
2021-04-08,0.0,90.0,44.0,0.0,0.0,0.0,100.0,0.0,0.0,45.0,45.588235294117645
2021-04-09,100.0,0.0,0.0,46.0,53.0,46.0,50.0,0.0,83.0,44.0,68.95424836601308
2021-04-10,0.0,46.0,92.0,95.0,56.0,48.0,0.0,94.0,43.0,93.0,92.6470588235294
2021-04-11,0.0,49.0,0.0,50.0,59.0,100.0,0.0,0.0,46.0,97.0,65.52287581699346
2021-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-13,53.0,46.0,0.0,47.0,0.0,48.0,0.0,94.0,43.0,46.0,61.60130718954249
2021-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,8.660130718954248
2021-04-18,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.640522875816993
2021-04-19,54.0,49.0,0.0,50.0,59.0,50.0,54.0,50.0,0.0,0.0,59.80392156862745
2021-04-20,0.0,0.0,0.0,0.0,60.0,0.0,56.0,51.0,0.0,0.0,27.287581699346404
2021-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-22,0.0,0.0,0.0,51.0,0.0,0.0,0.0,50.0,0.0,50.0,24.673202614379083
2021-04-23,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,48.0,52.0,26.470588235294116
2021-04-24,0.0,54.0,0.0,0.0,66.0,0.0,0.0,55.0,52.0,0.0,37.091503267973856
2021-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-26,0.0,0.0,0.0,0.0,55.0,0.0,0.0,45.0,0.0,0.0,16.33986928104575
2021-04-27,52.0,0.0,46.0,0.0,0.0,0.0,0.0,47.0,0.0,47.0,31.372549019607842
2021-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-29,0.0,46.0,46.0,0.0,0.0,48.0,52.0,0.0,0.0,0.0,31.372549019607842
2021-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02,54.0,47.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.34640522875817
2021-05-03,54.0,47.0,0.0,47.0,58.0,0.0,53.0,48.0,0.0,48.0,58.006535947712415
2021-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,42.0,0.0,15.19607843137255
2021-05-07,0.0,50.0,0.0,0.0,0.0,0.0,56.0,51.0,47.0,0.0,33.33333333333333
2021-05-08,57.0,52.0,0.0,51.0,0.0,54.0,0.0,0.0,47.0,51.0,50.98039215686274
2021-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-13,0.0,0.0,52.0,0.0,62.0,0.0,0.0,0.0,0.0,50.0,26.797385620915026
2021-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-16,0.0,49.0,0.0,0.0,0.0,0.0,55.0,50.0,47.0,0.0,32.84313725490196
2021-05-17,53.0,47.0,0.0,47.0,57.0,0.0,0.0,47.0,44.0,94.0,63.56209150326797
2021-05-18,53.0,47.0,0.0,48.0,58.0,0.0,0.0,48.0,0.0,0.0,41.503267973856204
2021-05-19,0.0,0.0,0.0,0.0,0.0,49.0,0.0,48.0,0.0,0.0,15.849673202614376
2021-05-20,0.0,51.0,0.0,100.0,60.0,52.0,0.0,51.0,47.0,0.0,58.98692810457516
2021-05-21,58.0,0.0,50.0,51.0,61.0,0.0,0.0,0.0,48.0,51.0,52.124183006535944
2021-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-23,0.0,52.0,0.0,53.0,64.0,54.0,0.0,54.0,49.0,53.0,61.928104575163395
2021-05-24,53.0,0.0,0.0,97.0,57.0,0.0,0.0,0.0,45.0,48.0,49.01960784313725
2021-05-25,54.0,49.0,0.0,50.0,0.0,50.0,55.0,0.0,0.0,0.0,42.15686274509804
2021-05-26,56.0,49.0,0.0,50.0,0.0,0.0,55.0,0.0,46.0,49.0,49.83660130718954
2021-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,52.0,16.33986928104575
2021-05-28,60.0,0.0,53.0,0.0,64.0,0.0,60.0,55.0,100.0,0.0,64.05228758169935
2021-05-29,0.0,0.0,0.0,0.0,72.0,0.0,66.0,0.0,0.0,0.0,22.549019607843135
2021-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-31,0.0,0.0,51.0,0.0,0.0,53.0,0.0,0.0,0.0,51.0,25.326797385620914
