date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,2.7397260273972606
2020-02-02,0.0,10.0,0.0,12.0,8.0,14.0,9.0,11.0,0.0,0.0,7.305936073059361
2020-02-03,23.0,16.0,26.0,42.0,0.0,11.0,8.0,0.0,28.0,26.0,20.547945205479454
2020-02-04,0.0,0.0,0.0,0.0,7.0,0.0,0.0,10.0,0.0,9.0,2.9680365296803655
2020-02-05,0.0,0.0,0.0,12.0,8.0,0.0,9.0,11.0,0.0,0.0,4.566210045662101
2020-02-06,13.0,10.0,0.0,0.0,0.0,13.0,9.0,11.0,22.0,10.0,10.045662100456623
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.2557077625570778
2020-02-08,30.0,10.0,11.0,13.0,0.0,0.0,10.0,12.0,23.0,11.0,13.698630136986303
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,2.397260273972603
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-11,0.0,9.0,9.0,22.0,0.0,0.0,8.0,10.0,0.0,0.0,6.621004566210046
2020-02-12,12.0,0.0,18.0,22.0,29.0,60.0,8.0,21.0,58.0,39.0,30.47945205479452
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-14,13.0,9.0,10.0,12.0,9.0,0.0,0.0,21.0,20.0,10.0,11.872146118721462
2020-02-15,0.0,0.0,21.0,0.0,0.0,0.0,0.0,23.0,0.0,21.0,7.420091324200913
2020-02-16,14.0,0.0,0.0,12.0,0.0,40.0,27.0,23.0,0.0,11.0,14.49771689497717
2020-02-17,14.0,20.0,10.0,0.0,0.0,13.0,18.0,22.0,22.0,11.0,14.840182648401827
2020-02-18,26.0,0.0,9.0,12.0,8.0,0.0,9.0,11.0,10.0,0.0,9.703196347031964
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-21,15.0,10.0,0.0,0.0,9.0,14.0,9.0,0.0,0.0,11.0,7.762557077625571
2020-02-22,16.0,0.0,0.0,0.0,0.0,14.0,10.0,0.0,12.0,12.0,7.305936073059361
2020-02-23,28.0,11.0,22.0,26.0,37.0,56.0,28.0,24.0,22.0,31.0,32.534246575342465
2020-02-24,38.0,43.0,37.0,23.0,60.0,71.0,25.0,22.0,50.0,69.0,50.0
2020-02-25,26.0,0.0,18.0,35.0,24.0,25.0,34.0,10.0,10.0,10.0,21.917808219178085
2020-02-26,34.0,24.0,34.0,31.0,14.0,43.0,31.0,46.0,36.0,26.0,36.41552511415525
2020-02-27,0.0,0.0,9.0,0.0,7.0,0.0,0.0,0.0,10.0,0.0,2.9680365296803655
2020-02-28,26.0,57.0,10.0,48.0,16.0,25.0,43.0,11.0,11.0,10.0,29.337899543379
2020-02-29,14.0,30.0,20.0,38.0,0.0,14.0,28.0,11.0,0.0,11.0,18.94977168949772
2020-03-01,24.0,18.0,58.0,53.0,23.0,46.0,34.0,30.0,47.0,28.0,41.21004566210046
2020-03-02,81.0,24.0,25.0,32.0,35.0,87.0,47.0,65.0,27.0,45.0,53.42465753424658
2020-03-03,25.0,18.0,0.0,33.0,0.0,23.0,16.0,30.0,10.0,10.0,18.835616438356166
2020-03-04,47.0,25.0,27.0,22.0,22.0,22.0,30.0,19.0,46.0,9.0,30.70776255707763
2020-03-05,84.0,70.0,35.0,52.0,29.0,11.0,45.0,39.0,67.0,58.0,55.93607305936074
2020-03-06,61.0,35.0,46.0,43.0,15.0,36.0,8.0,31.0,41.0,39.0,40.525114155251146
2020-03-07,67.0,38.0,40.0,23.0,24.0,26.0,26.0,22.0,21.0,49.0,38.35616438356165
2020-03-08,80.0,58.0,48.0,72.0,48.0,38.0,27.0,56.0,84.0,67.0,65.98173515981736
2020-03-09,59.0,41.0,16.0,50.0,21.0,42.0,22.0,46.0,18.0,26.0,38.92694063926941
