date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0
2021-02-26,0.0,16.0,17.0,34.0,21.0,22.0,0.0,0.0,16.0,21.21212121212121,22.111635387112926
2021-02-27,78.0,54.0,0.0,19.0,46.0,74.0,43.0,41.0,0.0,23.232323232323232,56.811457875013275
2021-02-28,0.0,67.0,52.0,36.0,65.0,47.0,20.0,58.0,49.0,64.64646464646465,68.88986663834565
2021-03-01,17.0,47.0,49.0,34.0,41.0,44.0,58.0,37.0,47.0,81.81818181818181,68.4650513571331
2021-03-02,34.0,15.0,16.0,34.0,40.0,21.0,19.0,0.0,15.0,0.0,29.139293896314726
2021-03-03,16.0,29.0,15.0,0.0,19.0,21.0,74.0,34.0,0.0,38.38383838383838,37.00747978334421
2021-03-04,0.0,45.0,32.0,49.0,20.0,21.0,0.0,17.0,15.0,60.60606060606061,38.99349122301285
2021-03-05,0.0,46.0,64.0,66.0,40.0,64.0,38.0,36.0,31.0,39.39393939393939,63.74505014337516
2021-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-07,18.0,17.0,0.0,37.0,44.0,24.0,62.0,39.0,16.0,44.44444444444444,45.2777229900927
2021-03-08,17.0,15.0,32.0,33.0,0.0,0.0,37.0,35.0,15.0,40.4040404040404,33.70605816934958
2021-03-09,68.0,15.0,65.0,33.0,60.0,85.0,38.0,71.0,45.0,80.8080808080808,84.23480147471591
2021-03-10,30.0,0.0,14.0,0.0,18.0,19.0,51.0,49.0,55.0,54.54545454545455,43.640666959991506
2021-03-11,17.0,30.0,32.0,33.0,0.0,21.0,37.0,53.0,46.0,20.2020202020202,43.438879701415544
2021-03-12,17.0,60.0,16.0,16.0,40.0,43.0,38.0,18.0,30.0,60.60606060606061,50.85949234573895
2021-03-13,17.0,0.0,16.0,17.0,20.0,0.0,0.0,0.0,0.0,0.0,10.514178210010469
2021-03-14,16.0,0.0,16.0,0.0,20.0,64.0,37.0,0.0,15.0,40.4040404040404,31.302817435632903
2021-03-15,26.0,12.0,25.0,25.0,61.0,16.0,14.0,27.0,34.0,45.45454545454545,42.87599945380892
2021-03-16,44.0,66.0,70.0,43.0,34.0,37.0,33.0,77.0,52.0,52.525252525252526,76.38178756201546
2021-03-17,17.0,0.0,0.0,0.0,20.0,0.0,0.0,18.0,0.0,0.0,8.261140022151084
2021-03-18,17.0,61.0,64.0,50.0,79.0,22.0,57.0,35.0,61.0,20.2020202020202,70.02473031815632
2021-03-19,34.0,31.0,0.0,17.0,0.0,44.0,39.0,36.0,15.0,60.60606060606061,41.54693450258683
2021-03-20,19.0,34.0,0.0,0.0,45.0,47.0,42.0,100.0,34.0,45.45454545454545,55.04240566824961
2021-03-21,52.0,47.0,16.0,17.0,61.0,44.0,57.0,0.0,47.0,21.21212121212121,54.405182746430796
2021-03-22,0.0,0.0,32.0,16.0,39.0,42.0,0.0,35.0,15.0,20.2020202020202,29.920650574259227
2021-03-23,17.0,15.0,32.0,17.0,0.0,0.0,18.0,18.0,15.0,20.2020202020202,22.861130918966488
2021-03-24,65.0,59.0,15.0,16.0,57.0,41.0,54.0,34.0,29.0,38.38383838383838,61.340292212225584
2021-03-25,68.0,15.0,64.0,50.0,100.0,43.0,95.0,89.0,0.0,100.0,93.72638861495047
2021-03-26,0.0,0.0,48.0,32.0,39.0,42.0,38.0,35.0,30.0,59.5959595959596,48.604936960446665
2021-03-27,19.0,100.0,53.0,55.0,22.0,71.0,0.0,39.0,100.0,88.88888888888889,82.29430595803431
2021-03-28,38.0,17.0,90.0,37.0,44.0,48.0,43.0,60.0,17.0,88.88888888888889,72.53114047731032
2021-03-29,52.0,31.0,50.0,50.0,81.0,65.0,57.0,73.0,46.0,81.81818181818181,88.1415848644384
2021-03-30,88.0,64.0,83.0,69.0,21.0,22.0,20.0,38.0,62.0,41.41414141414141,76.36509839025354
2021-03-31,48.0,29.0,46.0,32.0,77.0,41.0,18.0,52.0,44.0,38.38383838383838,63.893735491799546
