date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0
2021-02-26,25.0,30.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,10.841654778887305
2021-02-27,57.0,0.0,58.0,44.0,0.0,25.0,23.0,0.0,29.0,30.0,37.94579172610557
2021-02-28,26.0,33.0,55.0,0.0,29.0,23.0,23.0,23.0,55.0,56.0,46.077032810271035
2021-03-01,0.0,32.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,12.268188302425107
2021-03-02,26.0,32.0,0.0,0.0,0.0,0.0,44.0,0.0,27.0,27.0,22.25392296718973
2021-03-03,25.0,32.0,26.0,0.0,55.0,22.0,21.0,22.0,26.0,27.0,36.51925820256776
2021-03-04,25.0,30.0,0.0,38.0,27.0,21.0,41.0,0.0,50.0,0.0,33.09557774607703
2021-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-06,26.0,31.0,0.0,0.0,0.0,45.0,22.0,22.0,27.0,28.0,28.67332382310985
2021-03-07,26.0,31.0,52.0,0.0,28.0,45.0,0.0,44.0,54.0,27.0,43.79457917261056
2021-03-08,0.0,30.0,0.0,19.0,0.0,21.0,21.0,0.0,0.0,25.0,16.547788873038517
2021-03-09,25.0,59.0,51.0,59.0,27.0,63.0,21.0,42.0,52.0,26.0,60.62767475035664
2021-03-10,70.0,87.0,97.0,18.0,25.0,20.0,20.0,20.0,48.0,0.0,57.774607703281035
2021-03-11,25.0,31.0,26.0,0.0,27.0,42.0,0.0,21.0,25.0,26.0,31.811697574893014
2021-03-12,26.0,0.0,26.0,20.0,27.0,0.0,0.0,0.0,26.0,0.0,17.83166904422254
2021-03-13,25.0,60.0,0.0,58.0,26.0,85.0,63.0,0.0,25.0,26.0,52.49643366619115
2021-03-14,46.0,0.0,49.0,72.0,0.0,0.0,39.0,0.0,0.0,0.0,29.386590584878746
2021-03-15,77.0,23.0,19.0,31.0,41.0,17.0,65.0,49.0,40.0,61.0,60.342368045649074
2021-03-16,44.0,27.0,0.0,33.0,22.0,37.0,36.0,36.0,22.0,45.0,43.08131241084166
2021-03-17,24.0,29.0,97.0,57.0,51.0,21.0,40.0,100.0,49.0,100.0,81.02710413694723
2021-03-18,73.0,60.0,0.0,19.0,26.0,0.0,41.0,41.0,74.0,0.0,47.64621968616263
2021-03-19,49.0,59.0,25.0,19.0,0.0,0.0,20.0,0.0,0.0,0.0,24.536376604850215
2021-03-20,22.0,0.0,0.0,0.0,24.0,19.0,19.0,0.0,22.0,23.0,18.40228245363766
