date,/m/02gy9__0,/m/02gy9__1,/m/02gy9__2,/m/02gy9__3,/m/02gy9__4,/m/02gy9__5,/m/02gy9__6,/m/02gy9__7,/m/02gy9__8,/m/02gy9__9,/m/02gy9__10,/m/02gy9__11,/m/02gy9__12,/m/02gy9__13,/m/02gy9__14,/m/02gy9__15,/m/02gy9__16,/m/02gy9__17,/m/02gy9__18,/m/02gy9__19,/m/02gy9_
2020-10-05,0.0,0.0,0.0,17.0,0.0,0.0,0.0,21.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,11.9935170178282
2020-10-06,24.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,22.0,20.0,0.0,0.0,0.0,0.0,0.0,22.0,24.0,0.0,0.0,0.0,10.85899513776337
2020-10-07,0.0,44.0,40.0,18.0,22.0,22.0,16.0,42.0,22.0,0.0,20.0,43.0,64.0,70.0,58.0,43.0,24.0,61.0,23.0,55.0,55.67260940032415
2020-10-08,24.0,0.0,41.0,38.0,45.0,22.0,53.0,0.0,45.0,21.0,82.0,23.0,90.0,100.0,0.0,44.0,49.0,0.0,0.0,59.0,59.64343598055105
2020-10-09,26.0,72.0,22.0,20.0,47.0,47.0,19.0,24.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,23.0,26.0,34.0,50.0,62.0,41.65316045380875
2020-10-10,0.0,25.0,23.0,0.0,75.0,25.0,38.0,0.0,76.0,22.0,68.0,25.0,0.0,27.0,44.0,0.0,80.0,36.0,53.0,64.0,55.18638573743921
2020-10-11,25.0,0.0,63.0,58.0,23.0,47.0,18.0,69.0,45.0,21.0,41.0,47.0,45.0,25.0,62.0,92.0,0.0,100.0,49.0,60.0,72.12317666126418
2020-10-12,25.0,0.0,0.0,0.0,23.0,0.0,35.0,47.0,0.0,61.0,21.0,0.0,23.0,50.0,41.0,23.0,50.0,0.0,25.0,0.0,34.35980551053485
2020-10-13,0.0,0.0,21.0,19.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,23.0,23.0,25.0,20.0,44.0,25.0,66.0,25.0,0.0,27.309562398703406
2020-10-14,72.0,22.0,20.0,0.0,0.0,66.0,17.0,22.0,65.0,20.0,20.0,22.0,43.0,0.0,20.0,22.0,24.0,64.0,25.0,57.0,48.703403565640194
