date,/g/11j8_9sv06_0,/g/11j8_9sv06_1,/g/11j8_9sv06_2,/g/11j8_9sv06_3,/g/11j8_9sv06_4,/g/11j8_9sv06_5,/g/11j8_9sv06_6,/g/11j8_9sv06_7,/g/11j8_9sv06_8,/g/11j8_9sv06_9,/g/11j8_9sv06
2020-02-01,24.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,15.0,0.0,9.58005249343832
2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-03,19.0,14.0,0.0,14.0,25.0,25.0,14.0,0.0,0.0,17.0,16.79790026246719
2020-02-04,22.0,0.0,18.0,16.0,28.0,0.0,0.0,19.0,14.0,0.0,15.354330708661417
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-09,42.0,16.0,0.0,31.0,27.0,27.0,31.0,19.0,0.0,18.0,27.69028871391076
2020-02-10,0.0,16.0,0.0,15.0,0.0,27.0,0.0,0.0,0.0,18.0,9.973753280839894
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-13,0.0,0.0,0.0,0.0,28.0,0.0,16.0,0.0,0.0,0.0,5.774278215223098
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-15,24.0,18.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.742782152230971
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-17,22.0,0.0,0.0,16.0,0.0,0.0,16.0,20.0,0.0,19.0,12.20472440944882
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-22,0.0,38.0,0.0,37.0,0.0,0.0,18.0,0.0,0.0,22.0,15.091863517060366
2020-02-23,23.0,17.0,20.0,0.0,0.0,0.0,17.0,20.0,0.0,20.0,15.354330708661417
2020-02-24,22.0,0.0,0.0,15.0,28.0,0.0,0.0,0.0,0.0,0.0,8.530183727034121
2020-02-25,21.0,16.0,0.0,0.0,28.0,0.0,32.0,0.0,0.0,19.0,15.223097112860891
2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-27,43.0,32.0,18.0,31.0,56.0,54.0,16.0,0.0,14.0,0.0,34.64566929133858
2020-02-28,21.0,32.0,0.0,31.0,28.0,28.0,32.0,19.0,14.0,0.0,26.902887139107612
2020-02-29,0.0,17.0,19.0,33.0,59.0,0.0,33.0,0.0,0.0,0.0,21.128608923884517
2020-03-01,42.0,0.0,17.0,15.0,54.0,27.0,46.0,0.0,13.0,36.0,32.808398950131235
2020-03-02,20.0,15.0,17.0,0.0,0.0,0.0,15.0,37.0,26.0,18.0,19.42257217847769
2020-03-03,0.0,16.0,0.0,15.0,0.0,26.0,15.0,0.0,13.0,0.0,11.15485564304462
2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,41.0,16.0,35.0,30.0,54.0,0.0,0.0,19.0,0.0,0.0,25.590551181102363
2020-03-06,21.0,16.0,0.0,30.0,27.0,53.0,15.0,37.0,14.0,18.0,30.31496062992126
2020-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,0.0,0.0,17.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,4.724409448818897
2020-03-09,0.0,15.0,0.0,0.0,26.0,0.0,0.0,18.0,0.0,17.0,9.973753280839894
2020-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-11,20.0,0.0,34.0,29.0,26.0,26.0,0.0,0.0,0.0,17.0,19.947506561679788
2020-03-12,40.0,15.0,0.0,15.0,26.0,26.0,30.0,18.0,26.0,0.0,25.72178477690289
2020-03-13,0.0,33.0,37.0,16.0,29.0,0.0,33.0,20.0,14.0,38.0,28.871391076115483
2020-03-14,0.0,100.0,93.0,80.0,0.0,28.0,99.0,40.0,71.0,97.0,79.79002624671915
2020-03-15,59.0,30.0,33.0,14.0,26.0,75.0,15.0,18.0,13.0,17.0,39.37007874015748
2020-03-16,34.0,65.0,73.0,25.0,45.0,66.0,64.0,62.0,33.0,45.0,67.19160104986877
2020-03-17,68.0,26.0,44.0,100.0,45.0,88.0,38.0,61.0,22.0,45.0,70.47244094488188
2020-03-18,93.0,41.0,32.0,0.0,97.0,95.0,70.0,49.0,48.0,48.0,75.19685039370079
2020-03-19,98.0,44.0,17.0,83.0,100.0,74.0,100.0,68.0,75.0,100.0,99.60629921259843
2020-03-20,18.0,14.0,16.0,14.0,24.0,24.0,14.0,16.0,12.0,0.0,19.947506561679788
2020-03-21,20.0,15.0,51.0,44.0,53.0,51.0,15.0,18.0,13.0,53.0,43.70078740157479
2020-03-22,59.0,44.0,49.0,42.0,51.0,100.0,29.0,17.0,25.0,68.0,63.517060367454064
2020-03-23,33.0,12.0,0.0,0.0,21.0,21.0,0.0,0.0,11.0,14.0,14.698162729658792
2020-03-24,18.0,13.0,15.0,13.0,23.0,23.0,13.0,16.0,0.0,15.0,19.553805774278214
2020-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-26,71.0,27.0,45.0,26.0,70.0,45.0,0.0,32.0,12.0,15.0,45.01312335958004
2020-03-27,17.0,26.0,29.0,25.0,23.0,22.0,26.0,30.0,22.0,30.0,32.808398950131235
2020-03-28,40.0,30.0,17.0,15.0,26.0,0.0,15.0,0.0,26.0,0.0,22.17847769028871
2020-03-29,39.0,14.0,33.0,14.0,0.0,25.0,29.0,17.0,25.0,17.0,27.95275590551181
2020-03-30,17.0,0.0,28.0,12.0,0.0,21.0,13.0,0.0,11.0,14.0,15.223097112860891
2020-03-31,17.0,12.0,14.0,0.0,22.0,21.0,12.0,15.0,0.0,0.0,14.829396325459317
2020-04-01,18.0,13.0,0.0,13.0,23.0,45.0,0.0,0.0,11.0,31.0,20.20997375328084
2020-04-02,35.0,13.0,57.0,13.0,23.0,0.0,13.0,15.0,22.0,0.0,25.065616797900265
2020-04-03,53.0,13.0,44.0,0.0,0.0,45.0,0.0,32.0,11.0,46.0,32.020997375328086
2020-04-04,41.0,15.0,35.0,30.0,27.0,27.0,31.0,37.0,13.0,0.0,33.59580052493438
2020-04-05,21.0,16.0,35.0,15.0,54.0,0.0,15.0,74.0,27.0,36.0,38.4514435695538
2020-04-06,0.0,0.0,26.0,0.0,0.0,0.0,0.0,14.0,10.0,14.0,8.398950131233596
2020-04-07,16.0,25.0,28.0,12.0,43.0,63.0,0.0,15.0,11.0,14.0,29.790026246719158
2020-04-08,18.0,13.0,15.0,13.0,23.0,22.0,26.0,0.0,0.0,0.0,17.060367454068242
2020-04-09,18.0,27.0,0.0,25.0,46.0,0.0,13.0,0.0,0.0,0.0,16.929133858267715
2020-04-10,18.0,14.0,0.0,13.0,0.0,47.0,0.0,0.0,12.0,16.0,15.74803149606299
2020-04-11,40.0,0.0,34.0,0.0,0.0,0.0,15.0,36.0,0.0,17.0,18.63517060367454
2020-04-12,0.0,0.0,0.0,15.0,26.0,0.0,0.0,0.0,0.0,0.0,5.380577427821521
2020-04-13,37.0,14.0,16.0,14.0,24.0,24.0,0.0,66.0,25.0,33.0,33.202099737532805
2020-04-14,0.0,26.0,0.0,12.0,68.0,22.0,26.0,0.0,23.0,30.0,27.16535433070866
2020-04-15,18.0,0.0,31.0,13.0,24.0,23.0,0.0,16.0,0.0,16.0,18.503937007874015
2020-04-16,18.0,14.0,31.0,13.0,0.0,0.0,27.0,33.0,0.0,16.0,19.947506561679788
2020-04-17,36.0,14.0,15.0,0.0,24.0,47.0,0.0,33.0,12.0,16.0,25.85301837270341
2020-04-18,20.0,30.0,51.0,44.0,0.0,25.0,0.0,18.0,26.0,17.0,30.31496062992126
2020-04-19,37.0,14.0,16.0,14.0,24.0,0.0,0.0,16.0,0.0,0.0,15.879265091863516
2020-04-20,0.0,0.0,14.0,12.0,0.0,0.0,0.0,15.0,0.0,0.0,5.380577427821521
2020-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-22,19.0,14.0,16.0,14.0,24.0,24.0,14.0,17.0,12.0,0.0,20.20997375328084
2020-04-23,18.0,26.0,29.0,13.0,23.0,22.0,26.0,16.0,34.0,0.0,27.16535433070866
2020-04-24,19.0,14.0,0.0,40.0,24.0,23.0,28.0,33.0,0.0,0.0,23.753280839895016
2020-04-25,40.0,45.0,34.0,14.0,78.0,25.0,30.0,18.0,0.0,52.0,44.09448818897638
2020-04-26,0.0,0.0,0.0,15.0,0.0,26.0,15.0,0.0,13.0,0.0,9.05511811023622
2020-04-27,16.0,0.0,14.0,12.0,0.0,0.0,12.0,15.0,0.0,14.0,10.892388451443571
2020-04-28,0.0,0.0,14.0,0.0,0.0,21.0,12.0,0.0,0.0,0.0,6.167979002624672
2020-04-29,32.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,11.286089238845143
2020-04-30,0.0,23.0,13.0,45.0,20.0,20.0,12.0,14.0,31.0,13.0,25.065616797900265
2020-05-01,17.0,0.0,0.0,13.0,0.0,45.0,13.0,0.0,0.0,0.0,11.548556430446196
2020-05-02,17.0,26.0,59.0,13.0,45.0,44.0,39.0,0.0,34.0,30.0,40.28871391076115
2020-05-03,0.0,14.0,0.0,13.0,48.0,47.0,27.0,16.0,0.0,16.0,23.753280839895016
2020-05-04,17.0,12.0,14.0,12.0,0.0,21.0,12.0,0.0,11.0,0.0,12.992125984251969
2020-05-05,45.0,11.0,0.0,33.0,40.0,59.0,23.0,0.0,10.0,26.0,32.41469816272966
2020-05-06,17.0,12.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,6.955380577427821
2020-05-07,18.0,13.0,29.0,0.0,0.0,22.0,0.0,31.0,45.0,15.0,22.703412073490814
2020-05-08,0.0,13.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,5.118110236220472
2020-05-09,18.0,0.0,16.0,13.0,49.0,47.0,14.0,33.0,24.0,16.0,30.183727034120732
2020-05-10,0.0,14.0,47.0,13.0,24.0,47.0,40.0,33.0,12.0,16.0,32.28346456692913
2020-05-11,33.0,0.0,14.0,12.0,0.0,0.0,13.0,0.0,11.0,0.0,10.892388451443571
2020-05-12,72.0,27.0,15.0,27.0,24.0,23.0,27.0,49.0,12.0,16.0,38.32020997375328
2020-05-13,0.0,0.0,0.0,14.0,48.0,47.0,27.0,17.0,24.0,16.0,25.328083989501312
2020-05-14,56.0,14.0,16.0,27.0,73.0,24.0,28.0,33.0,12.0,64.0,45.53805774278216
2020-05-15,100.0,45.0,100.0,43.0,78.0,25.0,29.0,70.0,13.0,52.0,72.83464566929133
2020-05-16,48.0,0.0,20.0,0.0,0.0,31.0,18.0,0.0,15.0,0.0,17.32283464566929
2020-05-17,0.0,0.0,20.0,17.0,0.0,0.0,0.0,0.0,0.0,21.0,7.611548556430446
2020-05-18,19.0,0.0,16.0,0.0,73.0,0.0,28.0,17.0,12.0,16.0,23.753280839895016
2020-05-19,57.0,43.0,16.0,28.0,25.0,24.0,14.0,34.0,12.0,49.0,39.63254593175853
2020-05-20,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,13.0,0.0,3.543307086614173
