date,/g/121j1nlf_0,/g/121j1nlf_1,/g/121j1nlf_2,/g/121j1nlf_3,/g/121j1nlf_4,/g/121j1nlf_5,/g/121j1nlf_6,/g/121j1nlf_7,/g/121j1nlf_8,/g/121j1nlf_9,/g/121j1nlf
2021-04-18,39.0,38.0,48.0,48.0,49.0,40.0,35.0,41.0,46.0,41.0,43.27902240325866
2021-04-19,60.0,62.0,66.0,63.0,65.0,71.0,61.0,64.0,54.0,73.0,65.07128309572302
2021-04-20,77.0,74.0,79.0,62.0,63.0,65.0,60.0,57.0,72.0,65.0,68.63543788187373
2021-04-21,58.0,50.0,52.0,59.0,65.0,60.0,56.0,65.0,52.0,71.0,59.877800407331975
2021-04-22,60.0,67.0,65.0,66.0,69.0,61.0,62.0,66.0,62.0,69.0,65.88594704684317
2021-04-23,58.0,59.0,56.0,63.0,62.0,66.0,61.0,67.0,50.0,61.0,61.40529531568228
2021-04-24,59.0,63.0,70.0,60.0,59.0,62.0,59.0,55.0,56.0,59.0,61.30346232179226
2021-04-25,45.0,51.0,54.0,51.0,50.0,56.0,49.0,48.0,55.0,56.0,52.44399185336049
2021-04-26,63.0,69.0,61.0,61.0,63.0,64.0,56.0,58.0,57.0,63.0,62.627291242362524
2021-04-27,83.0,81.0,93.0,88.0,82.0,83.0,87.0,84.0,80.0,93.0,86.96537678207739
2021-04-28,64.0,68.0,76.0,74.0,73.0,73.0,76.0,67.0,72.0,83.0,73.93075356415477
2021-04-29,71.0,71.0,78.0,72.0,81.0,77.0,82.0,74.0,81.0,85.0,78.61507128309572
2021-04-30,100.0,92.0,93.0,100.0,94.0,100.0,91.0,86.0,89.0,99.0,96.13034623217922
2021-05-01,76.0,72.0,82.0,67.0,81.0,64.0,74.0,78.0,75.0,78.0,76.06924643584522
2021-05-02,57.0,55.0,58.0,62.0,65.0,65.0,60.0,62.0,65.0,71.0,63.13645621181263
2021-05-03,75.0,79.0,69.0,82.0,83.0,74.0,71.0,80.0,80.0,77.0,78.41140529531567
2021-05-04,80.0,88.0,86.0,87.0,86.0,83.0,85.0,92.0,85.0,96.0,88.39103869653768
2021-05-05,81.0,92.0,84.0,83.0,85.0,87.0,84.0,100.0,70.0,86.0,86.76171079429734
2021-05-06,86.0,84.0,85.0,74.0,80.0,86.0,80.0,86.0,87.0,93.0,85.64154786150712
2021-05-07,78.0,84.0,91.0,84.0,81.0,94.0,71.0,88.0,75.0,83.0,84.41955193482688
2021-05-08,62.0,66.0,66.0,63.0,61.0,70.0,60.0,65.0,62.0,60.0,64.66395112016293
2021-05-09,62.0,71.0,60.0,57.0,66.0,65.0,56.0,59.0,62.0,58.0,62.729124236252545
2021-05-10,76.0,75.0,92.0,77.0,79.0,84.0,74.0,86.0,82.0,88.0,82.79022403258655
2021-05-11,84.0,87.0,80.0,85.0,94.0,90.0,87.0,87.0,80.0,91.0,88.08553971486761
2021-05-12,72.0,80.0,84.0,81.0,75.0,90.0,73.0,70.0,73.0,92.0,80.44806517311609
2021-05-13,68.0,78.0,66.0,70.0,67.0,69.0,61.0,70.0,61.0,72.0,69.4501018329939
2021-05-14,66.0,71.0,79.0,81.0,71.0,67.0,70.0,69.0,67.0,78.0,73.21792260692465
2021-05-15,62.0,54.0,67.0,57.0,63.0,69.0,55.0,54.0,61.0,57.0,60.9979633401222
2021-05-16,62.0,62.0,64.0,61.0,61.0,60.0,54.0,64.0,62.0,64.0,62.5254582484725
2021-05-17,98.0,100.0,100.0,92.0,100.0,95.0,100.0,97.0,100.0,100.0,100.0
2021-05-18,82.0,71.0,86.0,77.0,88.0,82.0,86.0,80.0,77.0,81.0,82.4847250509165
2021-05-19,65.0,76.0,84.0,86.0,73.0,74.0,72.0,75.0,72.0,91.0,78.20773930753563
2021-05-20,74.0,67.0,86.0,73.0,79.0,77.0,78.0,81.0,67.0,83.0,77.90224032586558
2021-05-21,82.0,74.0,80.0,80.0,69.0,73.0,76.0,71.0,67.0,81.0,76.68024439918534
2021-05-22,67.0,59.0,67.0,61.0,66.0,59.0,53.0,64.0,59.0,64.0,63.03462321792261
2021-05-23,54.0,58.0,47.0,46.0,52.0,38.0,49.0,49.0,52.0,60.0,51.425661914460285
2021-05-24,59.0,54.0,56.0,62.0,58.0,60.0,52.0,54.0,57.0,61.0,58.35030549898167
2021-05-25,76.0,79.0,90.0,85.0,87.0,82.0,75.0,86.0,79.0,87.0,84.11405295315681
2021-05-26,82.0,80.0,91.0,70.0,81.0,76.0,77.0,88.0,71.0,79.0,80.95723014256619
2021-05-27,78.0,71.0,79.0,81.0,84.0,78.0,74.0,74.0,73.0,82.0,78.81873727087577
2021-05-28,77.0,64.0,77.0,73.0,82.0,62.0,71.0,71.0,80.0,81.0,75.15274949083503
2021-05-29,57.0,54.0,58.0,57.0,56.0,49.0,55.0,53.0,54.0,60.0,56.31364562118126
2021-05-30,50.0,61.0,49.0,51.0,63.0,49.0,49.0,66.0,55.0,50.0,55.29531568228106
2021-05-31,86.0,77.0,81.0,78.0,75.0,73.0,82.0,85.0,76.0,95.0,82.28105906313645
