date,/g/11j8_9sv06_0,/g/11j8_9sv06_1,/g/11j8_9sv06_2,/g/11j8_9sv06_3,/g/11j8_9sv06_4,/g/11j8_9sv06_5,/g/11j8_9sv06_6,/g/11j8_9sv06_7,/g/11j8_9sv06_8,/g/11j8_9sv06_9,/g/11j8_9sv06
2021-04-18,22.0,34.0,27.0,25.0,27.0,40.0,26.0,53.0,39.0,32.0,32.5
2021-04-19,38.0,23.0,22.0,28.0,27.0,42.0,33.0,33.0,27.0,43.0,31.6
2021-04-20,42.0,26.0,18.0,34.0,42.0,58.0,44.0,42.0,48.0,35.0,38.9
2021-04-21,28.0,27.0,14.0,13.0,29.0,42.0,28.0,22.0,30.0,37.0,27.0
2021-04-22,32.0,40.0,31.0,25.0,40.0,51.0,39.0,46.0,44.0,34.0,38.2
2021-04-23,16.0,16.0,10.0,14.0,14.0,26.0,17.0,23.0,21.0,23.0,18.0
2021-04-24,12.0,11.0,12.0,14.0,10.0,7.0,13.0,20.0,17.0,12.0,12.8
2021-04-25,8.0,2.0,9.0,8.0,9.0,22.0,15.0,7.0,11.0,3.0,9.4
2021-04-26,26.0,27.0,26.0,27.0,21.0,19.0,28.0,25.0,34.0,35.0,26.8
2021-04-27,13.0,9.0,14.0,12.0,13.0,6.0,16.0,22.0,14.0,16.0,13.5
2021-04-28,24.0,22.0,25.0,28.0,17.0,49.0,22.0,32.0,24.0,38.0,28.1
2021-04-29,27.0,11.0,17.0,19.0,32.0,38.0,27.0,24.0,22.0,26.0,24.3
2021-04-30,41.0,36.0,28.0,32.0,41.0,53.0,42.0,46.0,44.0,40.0,40.3
2021-05-01,46.0,23.0,31.0,28.0,49.0,43.0,42.0,25.0,36.0,54.0,37.7
2021-05-02,27.0,14.0,22.0,13.0,12.0,41.0,12.0,16.0,8.0,32.0,19.7
2021-05-03,23.0,21.0,26.0,22.0,24.0,29.0,23.0,27.0,12.0,16.0,22.3
2021-05-04,25.0,21.0,22.0,21.0,30.0,20.0,28.0,24.0,19.0,28.0,23.8
2021-05-05,43.0,21.0,18.0,15.0,31.0,32.0,35.0,31.0,28.0,24.0,27.8
2021-05-06,58.0,32.0,16.0,36.0,32.0,43.0,43.0,38.0,46.0,46.0,39.0
2021-05-07,22.0,35.0,31.0,23.0,45.0,32.0,32.0,34.0,35.0,31.0,32.0
2021-05-08,24.0,14.0,17.0,13.0,16.0,41.0,15.0,17.0,21.0,19.0,19.7
2021-05-09,22.0,17.0,13.0,14.0,26.0,13.0,23.0,22.0,19.0,14.0,18.3
2021-05-10,33.0,17.0,30.0,32.0,41.0,43.0,18.0,33.0,27.0,31.0,30.5
2021-05-11,57.0,34.0,28.0,47.0,52.0,69.0,46.0,31.0,34.0,49.0,44.7
2021-05-12,55.0,33.0,47.0,25.0,51.0,67.0,53.0,45.0,37.0,65.0,47.8
2021-05-13,49.0,44.0,31.0,38.0,32.0,65.0,50.0,47.0,38.0,42.0,43.6
2021-05-14,37.0,33.0,21.0,27.0,28.0,20.0,28.0,17.0,26.0,28.0,26.5
2021-05-15,13.0,31.0,25.0,32.0,20.0,35.0,32.0,33.0,29.0,42.0,29.2
2021-05-16,28.0,21.0,31.0,21.0,30.0,43.0,27.0,22.0,29.0,44.0,29.6
2021-05-17,35.0,38.0,23.0,20.0,41.0,46.0,36.0,39.0,43.0,46.0,36.7
2021-05-18,23.0,17.0,29.0,22.0,18.0,45.0,35.0,30.0,26.0,42.0,28.7
2021-05-19,16.0,24.0,26.0,30.0,34.0,34.0,26.0,34.0,31.0,25.0,28.0
2021-05-20,49.0,24.0,32.0,27.0,28.0,53.0,46.0,48.0,53.0,51.0,41.1
2021-05-21,27.0,31.0,23.0,15.0,37.0,28.0,51.0,28.0,36.0,25.0,30.1
2021-05-22,17.0,11.0,16.0,20.0,19.0,29.0,8.0,17.0,22.0,23.0,18.2
2021-05-23,37.0,35.0,20.0,17.0,29.0,40.0,24.0,29.0,35.0,38.0,30.4
2021-05-24,39.0,13.0,10.0,25.0,15.0,44.0,20.0,28.0,37.0,46.0,27.7
2021-05-25,24.0,28.0,22.0,19.0,18.0,18.0,43.0,23.0,23.0,28.0,24.6
2021-05-26,27.0,20.0,11.0,25.0,25.0,24.0,21.0,18.0,31.0,14.0,21.6
2021-05-27,34.0,23.0,27.0,20.0,33.0,48.0,43.0,29.0,27.0,52.0,33.6
2021-05-28,63.0,31.0,18.0,27.0,23.0,50.0,32.0,30.0,47.0,31.0,35.2
2021-05-29,28.0,21.0,24.0,27.0,16.0,28.0,22.0,38.0,21.0,16.0,24.1
2021-05-30,22.0,14.0,11.0,23.0,14.0,36.0,17.0,8.0,33.0,23.0,20.1
2021-05-31,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
