date,/g/11j2cc_qll_0,/g/11j2cc_qll_1,/g/11j2cc_qll_2,/g/11j2cc_qll_3,/g/11j2cc_qll_4,/g/11j2cc_qll_5,/g/11j2cc_qll_6,/g/11j2cc_qll_7,/g/11j2cc_qll_8,/g/11j2cc_qll_9,/g/11j2cc_qll
2020-02-01,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.7150153217568948
2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-06,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.20429009193054135
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20429009193054135
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-12,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5107252298263534
2020-02-13,0.0,1.0,1.0,2.0,1.0,2.0,0.0,3.0,0.0,1.0,1.1235955056179776
2020-02-14,1.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0214504596527068
2020-02-15,4.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.3278855975485189
2020-02-16,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4085801838610827
2020-02-17,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5107252298263534
2020-02-18,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5107252298263534
2020-02-19,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4085801838610827
2020-02-20,1.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0214504596527068
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-22,0.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.4300306435137895
2020-02-23,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,1.2257405515832482
2020-02-24,3.0,1.0,2.0,1.0,4.0,1.0,1.0,0.0,4.0,2.0,1.9407558733401429
2020-02-25,7.0,6.0,4.0,6.0,9.0,8.0,5.0,5.0,6.0,6.0,6.332992849846782
2020-02-26,3.0,6.0,3.0,3.0,8.0,3.0,3.0,2.0,5.0,7.0,4.39223697650664
2020-02-27,4.0,6.0,3.0,5.0,6.0,2.0,3.0,4.0,5.0,5.0,4.39223697650664
2020-02-28,6.0,9.0,7.0,4.0,2.0,5.0,6.0,5.0,7.0,6.0,5.822267620020429
2020-02-29,8.0,5.0,8.0,7.0,9.0,11.0,8.0,9.0,8.0,10.0,8.478038815117467
2020-03-01,4.0,7.0,4.0,6.0,8.0,4.0,6.0,11.0,7.0,7.0,6.537282941777323
2020-03-02,11.0,12.0,4.0,8.0,8.0,8.0,9.0,9.0,14.0,14.0,9.908069458631255
2020-03-03,7.0,7.0,9.0,6.0,5.0,9.0,7.0,6.0,8.0,6.0,7.150153217568947
2020-03-04,10.0,11.0,6.0,8.0,9.0,7.0,9.0,11.0,7.0,10.0,8.98876404494382
2020-03-05,8.0,7.0,5.0,1.0,10.0,13.0,4.0,8.0,6.0,9.0,7.252298263534218
2020-03-06,11.0,5.0,14.0,5.0,7.0,8.0,9.0,7.0,8.0,5.0,8.069458631256383
2020-03-07,8.0,9.0,12.0,5.0,8.0,4.0,4.0,8.0,5.0,11.0,7.55873340143003
2020-03-08,9.0,6.0,14.0,9.0,9.0,7.0,16.0,8.0,5.0,14.0,9.908069458631255
2020-03-09,30.0,19.0,15.0,17.0,15.0,16.0,10.0,17.0,11.0,15.0,16.85393258426966
2020-03-10,21.0,17.0,13.0,19.0,21.0,18.0,16.0,18.0,20.0,15.0,18.18181818181818
2020-03-11,22.0,16.0,23.0,12.0,22.0,17.0,18.0,24.0,16.0,16.0,18.99897854954035
2020-03-12,29.0,51.0,37.0,33.0,42.0,31.0,33.0,31.0,43.0,41.0,37.89581205311542
2020-03-13,48.0,34.0,48.0,46.0,45.0,41.0,53.0,49.0,38.0,41.0,45.25025536261491
2020-03-14,81.0,70.0,60.0,58.0,74.0,68.0,56.0,66.0,57.0,68.0,67.21144024514811
2020-03-15,67.0,67.0,62.0,55.0,67.0,59.0,67.0,59.0,54.0,70.0,64.04494382022472
2020-03-16,89.0,86.0,86.0,69.0,66.0,81.0,75.0,80.0,85.0,93.0,82.73748723186925
2020-03-17,100.0,100.0,86.0,100.0,100.0,100.0,100.0,100.0,100.0,93.0,100.0
2020-03-18,83.0,90.0,70.0,80.0,80.0,72.0,73.0,73.0,86.0,82.0,80.59244126659857
2020-03-19,79.0,76.0,67.0,79.0,82.0,75.0,80.0,73.0,83.0,80.0,79.06026557711951
2020-03-20,71.0,75.0,65.0,72.0,62.0,67.0,70.0,63.0,72.0,58.0,68.9479060265577
2020-03-21,54.0,70.0,86.0,77.0,82.0,71.0,74.0,66.0,63.0,71.0,72.93156281920328
2020-03-22,88.0,83.0,65.0,72.0,82.0,71.0,79.0,81.0,77.0,83.0,79.77528089887639
2020-03-23,75.0,71.0,70.0,67.0,73.0,67.0,76.0,70.0,76.0,62.0,72.21654749744637
2020-03-24,79.0,71.0,78.0,63.0,74.0,78.0,74.0,68.0,76.0,65.0,74.15730337078651
2020-03-25,82.0,80.0,100.0,82.0,91.0,88.0,88.0,72.0,84.0,98.0,88.35546475995913
