date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-01-29,16.0,16.0,14.0,22.0,19.0,15.0,20.0,13.0,26.0,21.0,25.0,10.0,22.0,16.0,20.0,16.0,12.0,11.0,22.0,17.0,19.143167028199567
2020-01-30,27.0,15.0,40.0,21.0,22.0,25.0,20.0,24.0,23.0,18.0,30.0,23.0,22.0,21.0,32.0,16.0,25.0,22.0,30.0,23.0,25.97613882863341
2020-01-31,15.0,17.0,11.0,26.0,25.0,23.0,18.0,14.0,13.0,13.0,15.0,11.0,16.0,19.0,14.0,21.0,16.0,16.0,13.0,23.0,18.383947939262477
2020-02-01,4.0,14.0,7.0,18.0,18.0,7.0,11.0,2.0,11.0,10.0,14.0,14.0,11.0,11.0,10.0,6.0,11.0,7.0,5.0,14.0,11.117136659436008
2020-02-02,9.0,14.0,19.0,21.0,12.0,16.0,20.0,8.0,19.0,18.0,13.0,15.0,14.0,15.0,16.0,4.0,16.0,15.0,13.0,16.0,15.88937093275488
2020-02-03,9.0,9.0,12.0,11.0,11.0,10.0,15.0,12.0,2.0,12.0,10.0,10.0,9.0,8.0,10.0,3.0,4.0,22.0,13.0,10.0,10.954446854663773
2020-02-04,7.0,15.0,13.0,13.0,20.0,9.0,6.0,17.0,11.0,11.0,11.0,11.0,12.0,15.0,21.0,9.0,10.0,18.0,10.0,9.0,13.449023861171364
2020-02-05,9.0,13.0,15.0,17.0,12.0,12.0,8.0,6.0,10.0,18.0,13.0,17.0,14.0,17.0,14.0,7.0,20.0,13.0,15.0,7.0,13.937093275488069
2020-02-06,4.0,9.0,11.0,11.0,8.0,5.0,11.0,8.0,11.0,9.0,9.0,7.0,11.0,0.0,12.0,12.0,4.0,7.0,0.0,9.0,8.568329718004339
2020-02-07,20.0,10.0,23.0,22.0,21.0,15.0,9.0,31.0,13.0,16.0,9.0,7.0,26.0,18.0,8.0,17.0,17.0,26.0,11.0,14.0,18.058568329718
2020-02-08,18.0,14.0,13.0,13.0,10.0,12.0,17.0,10.0,13.0,9.0,18.0,11.0,21.0,18.0,12.0,6.0,11.0,16.0,16.0,5.0,14.262472885032535
2020-02-09,15.0,15.0,23.0,15.0,15.0,14.0,20.0,17.0,21.0,17.0,8.0,13.0,10.0,17.0,18.0,11.0,12.0,15.0,15.0,18.0,16.75704989154013
2020-02-10,8.0,8.0,14.0,10.0,12.0,9.0,4.0,6.0,4.0,15.0,6.0,8.0,8.0,6.0,9.0,2.0,10.0,6.0,12.0,9.0,9.002169197396965
2020-02-11,6.0,12.0,12.0,4.0,9.0,16.0,4.0,9.0,10.0,11.0,4.0,4.0,4.0,8.0,7.0,9.0,8.0,9.0,10.0,6.0,8.785249457700651
2020-02-12,4.0,9.0,17.0,19.0,10.0,11.0,12.0,21.0,10.0,11.0,10.0,6.0,8.0,8.0,14.0,7.0,6.0,9.0,15.0,13.0,11.93058568329718
2020-02-13,8.0,9.0,10.0,14.0,9.0,15.0,10.0,4.0,10.0,15.0,8.0,8.0,4.0,12.0,16.0,5.0,8.0,8.0,5.0,11.0,10.249457700650758
2020-02-14,0.0,4.0,9.0,2.0,10.0,7.0,6.0,4.0,4.0,7.0,4.0,2.0,4.0,9.0,5.0,2.0,2.0,7.0,12.0,4.0,5.6399132321041225
2020-02-15,5.0,5.0,2.0,11.0,5.0,2.0,7.0,4.0,9.0,12.0,7.0,7.0,4.0,7.0,7.0,6.0,2.0,5.0,3.0,10.0,6.507592190889372
2020-02-16,9.0,6.0,7.0,13.0,5.0,9.0,2.0,2.0,6.0,5.0,4.0,4.0,4.0,4.0,2.0,7.0,8.0,7.0,3.0,2.0,5.911062906724513
2020-02-17,6.0,5.0,10.0,8.0,5.0,4.0,8.0,2.0,6.0,10.0,4.0,8.0,8.0,8.0,2.0,2.0,7.0,2.0,9.0,6.0,6.507592190889372
2020-02-18,6.0,5.0,2.0,6.0,7.0,11.0,4.0,2.0,4.0,2.0,4.0,8.0,2.0,2.0,2.0,3.0,6.0,13.0,9.0,8.0,5.748373101952278
2020-02-19,4.0,6.0,12.0,4.0,11.0,8.0,6.0,11.0,8.0,8.0,10.0,10.0,6.0,2.0,11.0,9.0,8.0,12.0,5.0,8.0,8.622559652928416
2020-02-20,0.0,4.0,6.0,10.0,10.0,13.0,8.0,4.0,6.0,9.0,0.0,8.0,8.0,10.0,12.0,7.0,6.0,0.0,2.0,8.0,7.104121475054231
2020-02-21,9.0,7.0,0.0,9.0,5.0,5.0,13.0,4.0,7.0,9.0,4.0,7.0,11.0,2.0,12.0,6.0,4.0,5.0,10.0,9.0,7.483731019522777
2020-02-22,7.0,9.0,7.0,5.0,3.0,5.0,4.0,4.0,5.0,7.0,5.0,2.0,0.0,7.0,8.0,8.0,5.0,7.0,6.0,2.0,5.748373101952278
2020-02-23,11.0,6.0,11.0,9.0,18.0,17.0,11.0,6.0,9.0,16.0,13.0,7.0,13.0,18.0,12.0,15.0,11.0,10.0,16.0,14.0,13.177874186550975
2020-02-24,25.0,26.0,31.0,35.0,36.0,43.0,30.0,24.0,33.0,35.0,19.0,25.0,38.0,35.0,34.0,15.0,29.0,22.0,37.0,33.0,32.80911062906724
2020-02-25,12.0,16.0,17.0,12.0,20.0,30.0,10.0,15.0,8.0,19.0,17.0,27.0,23.0,10.0,25.0,18.0,16.0,17.0,19.0,19.0,18.98047722342733
2020-02-26,20.0,18.0,14.0,20.0,24.0,18.0,17.0,13.0,16.0,17.0,8.0,21.0,8.0,22.0,26.0,14.0,15.0,15.0,19.0,21.0,18.76355748373102
2020-02-27,28.0,14.0,18.0,16.0,17.0,20.0,18.0,22.0,18.0,19.0,25.0,27.0,14.0,29.0,29.0,20.0,23.0,30.0,27.0,19.0,23.48156182212581
2020-02-28,35.0,32.0,30.0,32.0,48.0,39.0,28.0,29.0,19.0,36.0,41.0,40.0,26.0,40.0,34.0,42.0,31.0,33.0,34.0,26.0,36.60520607375271
2020-02-29,35.0,41.0,45.0,55.0,52.0,47.0,30.0,35.0,49.0,53.0,33.0,41.0,32.0,46.0,56.0,27.0,40.0,54.0,48.0,33.0,46.20390455531453
2020-03-01,43.0,39.0,19.0,41.0,62.0,47.0,31.0,32.0,34.0,31.0,54.0,46.0,29.0,41.0,48.0,34.0,44.0,25.0,48.0,46.0,43.05856832971801
2020-03-02,39.0,31.0,31.0,43.0,35.0,28.0,33.0,32.0,34.0,28.0,31.0,22.0,29.0,28.0,38.0,25.0,22.0,32.0,28.0,34.0,33.78524945770065
2020-03-03,26.0,24.0,18.0,33.0,30.0,27.0,27.0,28.0,24.0,25.0,22.0,20.0,27.0,28.0,37.0,26.0,27.0,23.0,35.0,23.0,28.741865509761386
2020-03-04,32.0,22.0,41.0,28.0,33.0,29.0,31.0,28.0,29.0,40.0,37.0,29.0,23.0,32.0,31.0,18.0,25.0,34.0,22.0,35.0,32.48373101952278
2020-03-05,26.0,35.0,33.0,36.0,33.0,18.0,33.0,38.0,24.0,27.0,30.0,37.0,46.0,20.0,35.0,16.0,29.0,51.0,43.0,41.0,35.303687635574825
2020-03-06,36.0,29.0,35.0,35.0,42.0,44.0,37.0,34.0,40.0,32.0,49.0,31.0,31.0,26.0,33.0,32.0,45.0,42.0,43.0,34.0,39.58785249457701
2020-03-07,27.0,40.0,26.0,34.0,32.0,27.0,29.0,39.0,29.0,24.0,25.0,32.0,40.0,42.0,32.0,24.0,11.0,29.0,35.0,31.0,32.971800433839476
