date,/g/11j2cc_qll_0,/g/11j2cc_qll_1,/g/11j2cc_qll_2,/g/11j2cc_qll_3,/g/11j2cc_qll_4,/g/11j2cc_qll_5,/g/11j2cc_qll_6,/g/11j2cc_qll_7,/g/11j2cc_qll_8,/g/11j2cc_qll_9,/g/11j2cc_qll
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-02,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3
2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-11,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6
2020-02-12,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3
2020-02-13,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8
2020-02-14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6
2020-02-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-02-16,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5
2020-02-17,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9
2020-02-18,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6
2020-02-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1
2020-02-20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2020-02-21,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.6
2020-02-22,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1
2020-02-23,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.8
2020-02-24,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.2
2020-02-25,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.8
2020-02-26,3.0,3.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,3.6
2020-02-27,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.4
2020-02-28,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.3
2020-02-29,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.8
2020-03-01,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,4.1
2020-03-02,4.0,5.0,5.0,4.0,5.0,4.0,5.0,6.0,4.0,5.0,4.7
2020-03-03,7.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,7.0,7.0,6.1
2020-03-04,6.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.2
2020-03-05,5.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,5.6
2020-03-06,6.0,5.0,6.0,5.0,5.0,5.0,6.0,7.0,6.0,4.0,5.5
2020-03-07,5.0,5.0,7.0,5.0,4.0,5.0,6.0,6.0,4.0,6.0,5.3
2020-03-08,5.0,5.0,7.0,6.0,5.0,7.0,6.0,7.0,6.0,5.0,5.9
2020-03-09,8.0,8.0,6.0,7.0,8.0,8.0,8.0,9.0,8.0,8.0,7.8
2020-03-10,8.0,9.0,8.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,8.9
2020-03-11,14.0,13.0,12.0,11.0,11.0,14.0,11.0,13.0,12.0,12.0,12.3
2020-03-12,24.0,23.0,21.0,22.0,21.0,23.0,25.0,22.0,22.0,22.0,22.5
2020-03-13,24.0,23.0,24.0,24.0,25.0,23.0,26.0,24.0,23.0,23.0,23.9
2020-03-14,27.0,25.0,25.0,24.0,24.0,24.0,25.0,25.0,26.0,24.0,24.9
2020-03-15,28.0,32.0,32.0,32.0,30.0,30.0,35.0,31.0,30.0,34.0,31.4
2020-03-16,31.0,31.0,31.0,31.0,30.0,29.0,31.0,32.0,32.0,28.0,30.6
2020-03-17,29.0,31.0,29.0,29.0,29.0,27.0,30.0,29.0,29.0,31.0,29.3
2020-03-18,29.0,28.0,30.0,28.0,26.0,28.0,29.0,28.0,27.0,30.0,28.3
2020-03-19,34.0,28.0,33.0,33.0,32.0,33.0,33.0,28.0,29.0,29.0,31.2
2020-03-20,31.0,31.0,31.0,30.0,27.0,31.0,30.0,30.0,30.0,29.0,30.0
2020-03-21,30.0,34.0,35.0,30.0,30.0,33.0,28.0,29.0,33.0,30.0,31.2
2020-03-22,37.0,35.0,32.0,31.0,32.0,31.0,30.0,35.0,37.0,32.0,33.2
2020-03-23,27.0,28.0,27.0,28.0,28.0,29.0,29.0,27.0,26.0,28.0,27.7
2020-03-24,28.0,29.0,30.0,31.0,27.0,30.0,29.0,30.0,26.0,27.0,28.7
2020-03-25,34.0,29.0,34.0,32.0,31.0,31.0,33.0,32.0,26.0,31.0,31.3
2020-03-26,31.0,32.0,35.0,32.0,30.0,34.0,32.0,30.0,31.0,30.0,31.7
2020-03-27,44.0,43.0,42.0,39.0,41.0,40.0,37.0,40.0,43.0,43.0,41.2
2020-03-28,29.0,35.0,37.0,34.0,32.0,35.0,36.0,37.0,32.0,31.0,33.8
2020-03-29,33.0,30.0,32.0,32.0,32.0,31.0,29.0,30.0,28.0,30.0,30.7
2020-03-30,36.0,31.0,32.0,34.0,32.0,36.0,32.0,33.0,31.0,33.0,33.0
2020-03-31,28.0,32.0,30.0,34.0,29.0,32.0,29.0,29.0,30.0,34.0,30.7
2020-04-01,28.0,28.0,29.0,30.0,27.0,31.0,31.0,28.0,26.0,30.0,28.8
2020-04-02,32.0,29.0,35.0,35.0,30.0,32.0,31.0,31.0,30.0,29.0,31.4
2020-04-03,32.0,30.0,32.0,32.0,31.0,29.0,30.0,33.0,30.0,27.0,30.6
2020-04-04,28.0,27.0,29.0,26.0,27.0,30.0,30.0,29.0,28.0,25.0,27.9
2020-04-05,30.0,29.0,23.0,26.0,29.0,26.0,27.0,24.0,29.0,30.0,27.3
2020-04-06,29.0,31.0,30.0,29.0,28.0,30.0,30.0,29.0,30.0,29.0,29.5
2020-04-07,24.0,26.0,29.0,28.0,26.0,29.0,25.0,27.0,26.0,25.0,26.5
2020-04-08,30.0,29.0,30.0,28.0,27.0,29.0,32.0,29.0,27.0,29.0,29.0
2020-04-09,26.0,27.0,28.0,25.0,28.0,29.0,25.0,30.0,25.0,30.0,27.3
2020-04-10,33.0,28.0,32.0,29.0,27.0,27.0,29.0,29.0,28.0,25.0,28.7
2020-04-11,22.0,24.0,23.0,24.0,23.0,23.0,23.0,24.0,24.0,25.0,23.5
2020-04-12,24.0,26.0,25.0,26.0,24.0,26.0,23.0,26.0,27.0,22.0,24.9
2020-04-13,27.0,31.0,30.0,32.0,30.0,31.0,30.0,28.0,29.0,28.0,29.6
2020-04-14,26.0,28.0,29.0,27.0,26.0,28.0,29.0,25.0,28.0,26.0,27.2
2020-04-15,31.0,29.0,30.0,26.0,28.0,31.0,28.0,29.0,28.0,28.0,28.8
2020-04-16,30.0,25.0,30.0,26.0,26.0,29.0,29.0,29.0,27.0,27.0,27.8
2020-04-17,23.0,26.0,24.0,25.0,22.0,27.0,25.0,26.0,22.0,25.0,24.5
2020-04-18,21.0,19.0,23.0,23.0,23.0,23.0,22.0,21.0,21.0,22.0,21.8
2020-04-19,25.0,24.0,23.0,26.0,21.0,21.0,22.0,26.0,24.0,21.0,23.3
2020-04-20,22.0,21.0,23.0,23.0,19.0,24.0,22.0,22.0,24.0,24.0,22.4
2020-04-21,25.0,26.0,25.0,25.0,24.0,25.0,25.0,24.0,23.0,24.0,24.6
2020-04-22,22.0,26.0,24.0,22.0,22.0,24.0,23.0,27.0,26.0,21.0,23.7
2020-04-23,22.0,20.0,24.0,22.0,21.0,22.0,23.0,20.0,22.0,21.0,21.7
2020-04-24,25.0,23.0,26.0,27.0,27.0,27.0,28.0,28.0,27.0,26.0,26.4
2020-04-25,24.0,24.0,23.0,23.0,20.0,26.0,25.0,24.0,21.0,21.0,23.1
2020-04-26,21.0,22.0,22.0,17.0,21.0,23.0,22.0,21.0,22.0,23.0,21.4
2020-04-27,23.0,22.0,24.0,24.0,24.0,24.0,24.0,24.0,22.0,25.0,23.6
2020-04-28,24.0,24.0,26.0,23.0,24.0,26.0,22.0,23.0,24.0,23.0,23.9
2020-04-29,24.0,24.0,26.0,27.0,24.0,26.0,23.0,24.0,22.0,25.0,24.5
2020-04-30,25.0,26.0,25.0,26.0,24.0,26.0,25.0,26.0,23.0,24.0,25.0
2020-05-01,24.0,24.0,23.0,21.0,19.0,24.0,23.0,22.0,22.0,24.0,22.6
2020-05-02,22.0,23.0,22.0,19.0,21.0,22.0,22.0,23.0,20.0,20.0,21.4
2020-05-03,22.0,20.0,21.0,22.0,20.0,25.0,19.0,21.0,20.0,23.0,21.3
2020-05-04,23.0,25.0,25.0,21.0,24.0,23.0,23.0,24.0,22.0,24.0,23.4
2020-05-05,24.0,24.0,21.0,20.0,20.0,24.0,22.0,22.0,22.0,22.0,22.1
2020-05-06,25.0,20.0,25.0,24.0,22.0,21.0,20.0,24.0,23.0,20.0,22.4
2020-05-07,22.0,22.0,23.0,21.0,20.0,20.0,19.0,19.0,22.0,21.0,20.9
2020-05-08,19.0,19.0,24.0,23.0,21.0,21.0,24.0,23.0,23.0,19.0,21.6
2020-05-09,17.0,17.0,22.0,18.0,19.0,19.0,18.0,21.0,18.0,19.0,18.8
2020-05-10,19.0,20.0,20.0,16.0,18.0,18.0,18.0,19.0,17.0,17.0,18.2
2020-05-11,23.0,23.0,24.0,21.0,21.0,23.0,22.0,22.0,21.0,21.0,22.1
2020-05-12,24.0,21.0,23.0,24.0,21.0,22.0,21.0,24.0,21.0,21.0,22.2
2020-05-13,26.0,25.0,24.0,23.0,21.0,25.0,26.0,23.0,23.0,23.0,23.9
2020-05-14,24.0,25.0,22.0,22.0,21.0,22.0,24.0,22.0,23.0,22.0,22.7
2020-05-15,21.0,20.0,21.0,21.0,19.0,22.0,19.0,20.0,21.0,20.0,20.4
2020-05-16,18.0,18.0,20.0,19.0,16.0,18.0,17.0,18.0,19.0,18.0,18.1
2020-05-17,17.0,17.0,16.0,22.0,16.0,21.0,18.0,17.0,17.0,17.0,17.8
2020-05-18,21.0,22.0,18.0,22.0,20.0,21.0,20.0,21.0,21.0,20.0,20.6
2020-05-19,20.0,21.0,19.0,19.0,18.0,18.0,20.0,19.0,19.0,16.0,18.9
2020-05-20,21.0,18.0,20.0,21.0,19.0,22.0,18.0,18.0,17.0,19.0,19.3
2020-05-21,18.0,18.0,21.0,20.0,20.0,19.0,21.0,18.0,18.0,16.0,18.9
2020-05-22,17.0,16.0,17.0,19.0,18.0,17.0,16.0,17.0,17.0,17.0,17.1
2020-05-23,16.0,17.0,17.0,13.0,15.0,13.0,18.0,16.0,16.0,15.0,15.6
2020-05-24,16.0,16.0,17.0,16.0,13.0,17.0,14.0,16.0,14.0,16.0,15.5
2020-05-25,17.0,21.0,17.0,19.0,20.0,18.0,18.0,17.0,19.0,17.0,18.3
2020-05-26,19.0,16.0,17.0,17.0,16.0,18.0,18.0,21.0,19.0,19.0,18.0
2020-05-27,20.0,17.0,19.0,18.0,18.0,19.0,19.0,18.0,18.0,18.0,18.4
2020-05-28,20.0,19.0,19.0,21.0,22.0,21.0,18.0,18.0,18.0,20.0,19.6
2020-05-29,16.0,17.0,19.0,18.0,16.0,16.0,15.0,18.0,16.0,17.0,16.8
2020-05-30,14.0,15.0,16.0,17.0,14.0,14.0,15.0,14.0,15.0,16.0,15.0
2020-05-31,17.0,17.0,20.0,16.0,14.0,17.0,16.0,16.0,16.0,15.0,16.4
2020-06-01,16.0,18.0,16.0,18.0,16.0,18.0,17.0,16.0,17.0,16.0,16.8
2020-06-02,17.0,18.0,15.0,17.0,17.0,16.0,17.0,16.0,16.0,19.0,16.8
2020-06-03,20.0,18.0,19.0,19.0,20.0,20.0,19.0,19.0,21.0,19.0,19.4
