date,/m/01b_21_0,/m/01b_21_1,/m/01b_21_2,/m/01b_21_3,/m/01b_21_4,/m/01b_21_5,/m/01b_21_6,/m/01b_21_7,/m/01b_21_8,/m/01b_21_9,/m/01b_21
2020-11-15,23.0,0.0,0.0,0.0,26.0,0.0,45.0,91.0,25.0,31.0,34.576757532281206
2020-11-16,0.0,0.0,0.0,32.0,0.0,0.0,0.0,46.0,0.0,30.0,15.494978479196556
2020-11-17,22.0,33.0,67.0,0.0,27.0,33.0,43.0,44.0,25.0,0.0,42.18077474892396
2020-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-20,24.0,33.0,23.0,0.0,55.0,33.0,0.0,0.0,26.0,32.0,32.42467718794835
2020-11-21,0.0,0.0,0.0,0.0,0.0,32.0,43.0,45.0,0.0,31.0,21.664275466284074
2020-11-22,23.0,33.0,0.0,66.0,0.0,0.0,44.0,45.0,25.0,31.0,38.30703012912482
2020-11-23,25.0,33.0,48.0,34.0,28.0,67.0,93.0,48.0,26.0,65.0,67.00143472022955
2020-11-24,0.0,33.0,23.0,0.0,0.0,32.0,43.0,45.0,0.0,0.0,25.25107604017217
2020-11-25,0.0,32.0,23.0,0.0,0.0,32.0,43.0,0.0,0.0,0.0,18.65136298421808
2020-11-26,0.0,34.0,0.0,34.0,0.0,0.0,45.0,47.0,26.0,32.0,31.27690100430416
2020-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28,22.0,32.0,22.0,32.0,0.0,0.0,0.0,44.0,24.0,0.0,25.25107604017217
2020-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,23.0,32.0,23.0,32.0,0.0,64.0,0.0,45.0,24.0,31.0,39.31133428981349
2020-12-02,23.0,0.0,22.0,31.0,0.0,0.0,0.0,0.0,24.0,29.0,18.507890961262554
2020-12-03,23.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,25.0,31.0,15.925394548063126
2020-12-04,0.0,0.0,0.0,0.0,25.0,30.0,0.0,0.0,0.0,0.0,7.890961262553802
2020-12-05,0.0,31.0,23.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,11.190817790530845
2020-12-06,23.0,95.0,45.0,32.0,26.0,32.0,43.0,0.0,49.0,61.0,58.24964131994261
2020-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-08,68.0,63.0,45.0,96.0,53.0,65.0,87.0,89.0,100.0,31.0,100.0
2020-12-09,22.0,0.0,0.0,31.0,26.0,0.0,0.0,44.0,0.0,0.0,17.64705882352941
2020-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-12,0.0,0.0,24.0,0.0,0.0,0.0,44.0,0.0,25.0,0.0,13.342898134863702
2020-12-13,0.0,0.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,32.0,14.06025824964132
2020-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-16,25.0,0.0,0.0,70.0,28.0,70.0,0.0,0.0,53.0,0.0,35.29411764705882
2020-12-17,0.0,35.0,25.0,0.0,0.0,35.0,47.0,50.0,26.0,0.0,31.27690100430416
2020-12-18,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,5.308464849354376
2020-12-19,0.0,0.0,0.0,0.0,59.0,0.0,100.0,50.0,0.0,34.0,34.86370157819225
2020-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-21,25.0,0.0,0.0,0.0,0.0,35.0,46.0,0.0,26.0,0.0,18.938307030129124
2020-12-22,75.0,34.0,0.0,69.0,56.0,34.0,0.0,0.0,27.0,65.0,51.64992826398852
2020-12-23,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,7.03012912482066
2020-12-24,0.0,38.0,27.0,38.0,0.0,0.0,0.0,0.0,30.0,36.0,24.246771879483497
2020-12-25,0.0,0.0,0.0,42.0,34.0,0.0,56.0,0.0,0.0,38.0,24.390243902439025
2020-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-29,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,33.0,11.908177905308467
2020-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,29.0,40.0,28.0,41.0,34.0,42.0,56.0,0.0,32.0,0.0,43.32855093256815
2021-01-02,26.0,0.0,26.0,0.0,0.0,36.0,48.0,0.0,0.0,35.0,24.53371592539455
2021-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06,0.0,0.0,23.0,33.0,0.0,34.0,0.0,47.0,0.0,32.0,24.246771879483497
