date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-10-05,31.0,22.0,87.0,11.0,46.0,42.0,15.0,13.0,28.0,49.0,42.0,58.0,30.0,48.0,35.135135135135144,31.0,26.0,24.0,52.87356321839081,35.0,51.1708310178586
2020-10-06,16.0,35.0,18.0,11.0,36.0,44.0,30.0,39.0,0.0,35.0,11.0,48.0,78.0,25.0,74.32432432432431,16.0,27.0,38.0,55.17241379310346,36.0,47.39917996066647
2020-10-07,0.0,11.0,18.0,11.0,12.0,0.0,30.0,13.0,14.0,0.0,22.0,12.0,15.0,24.0,17.567567567567572,31.0,13.0,0.0,0.0,53.0,20.902792101242408
2020-10-08,0.0,0.0,37.0,11.0,0.0,15.0,16.0,27.0,0.0,0.0,0.0,0.0,16.0,13.0,18.918918918918923,49.0,14.0,39.0,18.39080459770115,37.0,21.941854543081842
2020-10-09,18.0,0.0,19.0,12.0,13.0,16.0,34.0,14.0,32.0,19.0,12.0,13.0,17.0,27.0,20.27027027027027,17.0,14.0,14.0,0.0,20.0,23.348721660888376
2020-10-10,0.0,26.0,41.0,0.0,13.0,51.0,35.0,31.0,33.0,40.0,25.0,0.0,18.0,0.0,21.621621621621625,18.0,15.0,43.0,20.689655172413797,21.0,31.879981555026845
2020-10-11,51.0,24.0,37.0,34.0,25.0,15.0,49.0,28.0,15.0,18.0,23.0,13.0,50.0,26.0,58.1081081081081,16.0,56.0,26.0,37.93103448275862,38.0,45.1114909292509
2020-10-12,51.0,24.0,57.0,34.0,38.0,15.0,65.0,14.0,45.0,73.0,35.0,50.0,49.0,13.0,37.837837837837846,66.0,42.0,67.0,0.0,38.0,57.361239018737926
2020-10-13,17.0,25.0,19.0,23.0,25.0,16.0,49.0,0.0,15.0,0.0,12.0,13.0,0.0,26.0,0.0,17.0,28.0,13.0,39.080459770114935,39.0,26.507051085831748
2020-10-14,0.0,0.0,36.0,22.0,12.0,61.0,32.0,41.0,30.0,53.0,12.0,25.0,16.0,39.0,37.837837837837846,16.0,41.0,13.0,56.321839080459775,56.0,42.230208329227864
