date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-10-05,19.0,30.0,0.0,12.0,18.0,8.0,11.0,22.0,8.0,8.0,8.0,9.0,22.580645161290324,0.0,17.0,6.0,30.0,0.0,0.0,24.0,13.119240435632506
2020-10-06,48.0,42.0,52.0,25.0,9.0,25.0,70.0,57.0,34.0,55.0,60.0,38.0,58.064516129032256,27.0,36.0,26.0,20.0,18.0,51.0,37.0,40.93270036302708
2020-10-07,37.0,10.0,15.0,37.0,18.0,8.0,45.0,22.0,25.0,16.0,25.0,19.0,22.580645161290324,13.0,27.0,13.0,20.0,12.0,20.0,0.0,21.01424183189053
2020-10-08,30.0,21.0,23.0,25.0,19.0,17.0,0.0,36.0,26.0,8.0,35.0,49.0,36.55913978494624,14.0,9.0,20.0,42.0,6.0,63.0,19.0,25.895559899469422
2020-10-09,33.0,36.0,34.0,43.0,62.0,38.0,27.0,27.0,29.0,46.0,48.0,45.0,13.978494623655914,30.0,21.0,8.0,35.0,14.0,59.0,35.0,35.52638927673835
2020-10-10,58.0,37.0,28.0,61.0,65.0,40.0,43.0,42.0,21.0,48.0,20.0,69.0,70.96774193548387,0.0,44.0,23.0,12.0,30.0,37.0,15.0,39.681094666294335
2020-10-11,0.0,33.0,25.0,27.0,59.0,9.0,25.0,25.0,28.0,17.0,28.0,11.0,0.0,7.0,10.0,7.0,22.0,20.0,11.0,7.0,19.27003630270874
2020-10-12,41.0,33.0,32.0,41.0,19.0,27.0,49.0,0.0,36.0,17.0,18.0,20.0,12.903225806451612,14.0,19.0,21.0,53.0,26.0,43.0,13.0,27.78330075397933
2020-10-13,71.0,100.0,64.0,66.0,49.0,62.0,87.0,37.0,73.0,42.0,37.0,73.0,24.731182795698924,14.0,59.0,28.0,53.0,26.0,21.0,40.0,53.32923764311645
2020-10-14,61.0,66.0,32.0,66.0,39.0,35.0,61.0,60.0,88.0,67.0,53.0,40.0,84.94623655913979,28.0,57.0,35.0,85.0,45.0,64.0,45.0,57.75537559340966
2020-10-15,43.0,81.0,51.0,0.0,20.0,56.0,39.0,64.0,47.0,35.0,58.0,43.0,52.68817204301075,15.0,50.0,37.0,45.0,21.0,58.0,21.0,43.458251884948346
