date,/g/121j1nlf_0,/g/121j1nlf_1,/g/121j1nlf_2,/g/121j1nlf_3,/g/121j1nlf_4,/g/121j1nlf_5,/g/121j1nlf_6,/g/121j1nlf_7,/g/121j1nlf_8,/g/121j1nlf_9,/g/121j1nlf
2021-04-18,62.0,53.0,55.0,55.0,45.0,48.0,50.0,51.0,65.0,55.0,53.9
2021-04-19,98.0,89.0,89.0,90.0,88.0,88.0,84.0,83.0,96.0,95.0,90.0
2021-04-20,66.0,66.0,59.0,72.0,55.0,57.0,56.0,56.0,51.0,59.0,59.7
2021-04-21,62.0,76.0,60.0,68.0,60.0,66.0,56.0,52.0,61.0,72.0,63.3
2021-04-22,60.0,60.0,63.0,54.0,51.0,60.0,55.0,58.0,58.0,68.0,58.7
2021-04-23,48.0,48.0,45.0,55.0,39.0,38.0,39.0,44.0,36.0,47.0,43.9
2021-04-24,46.0,47.0,49.0,50.0,43.0,39.0,42.0,37.0,38.0,47.0,43.8
2021-04-25,34.0,32.0,29.0,38.0,33.0,30.0,29.0,34.0,31.0,31.0,32.1
2021-04-26,53.0,54.0,48.0,41.0,52.0,40.0,44.0,42.0,45.0,52.0,47.1
2021-04-27,43.0,45.0,51.0,62.0,43.0,38.0,42.0,38.0,49.0,42.0,45.3
2021-04-28,61.0,70.0,66.0,73.0,50.0,51.0,52.0,48.0,60.0,59.0,59.0
2021-04-29,51.0,52.0,58.0,59.0,54.0,50.0,56.0,58.0,58.0,57.0,55.3
2021-04-30,81.0,67.0,66.0,68.0,60.0,56.0,53.0,65.0,61.0,61.0,63.8
2021-05-01,59.0,54.0,65.0,71.0,51.0,38.0,45.0,51.0,52.0,48.0,53.4
2021-05-02,45.0,40.0,40.0,51.0,36.0,50.0,42.0,35.0,35.0,37.0,41.1
2021-05-03,47.0,48.0,55.0,44.0,50.0,47.0,36.0,41.0,47.0,55.0,47.0
2021-05-04,53.0,60.0,55.0,59.0,49.0,49.0,53.0,49.0,55.0,47.0,52.9
2021-05-05,64.0,64.0,50.0,47.0,55.0,49.0,41.0,48.0,49.0,49.0,51.6
2021-05-06,79.0,85.0,72.0,72.0,73.0,72.0,57.0,65.0,71.0,77.0,72.3
2021-05-07,93.0,73.0,70.0,75.0,67.0,69.0,58.0,53.0,70.0,69.0,69.7
2021-05-08,48.0,61.0,58.0,65.0,42.0,52.0,39.0,47.0,44.0,63.0,51.9
2021-05-09,43.0,54.0,45.0,57.0,51.0,47.0,49.0,37.0,45.0,46.0,47.4
2021-05-10,98.0,88.0,81.0,85.0,84.0,83.0,70.0,81.0,76.0,79.0,82.5
2021-05-11,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2021-05-12,96.0,73.0,78.0,89.0,74.0,56.0,67.0,72.0,77.0,93.0,77.5
2021-05-13,71.0,72.0,78.0,66.0,63.0,78.0,69.0,65.0,61.0,84.0,70.7
2021-05-14,72.0,68.0,74.0,69.0,69.0,55.0,53.0,64.0,64.0,84.0,67.2
2021-05-15,57.0,61.0,58.0,63.0,55.0,51.0,45.0,52.0,54.0,56.0,55.2
2021-05-16,43.0,45.0,45.0,53.0,47.0,48.0,41.0,41.0,47.0,45.0,45.5
2021-05-17,72.0,70.0,74.0,62.0,67.0,58.0,71.0,70.0,67.0,79.0,69.0
2021-05-18,82.0,81.0,84.0,74.0,63.0,53.0,58.0,62.0,63.0,67.0,68.7
2021-05-19,61.0,64.0,56.0,64.0,55.0,39.0,56.0,60.0,56.0,64.0,57.5
2021-05-20,55.0,59.0,52.0,63.0,57.0,57.0,49.0,62.0,54.0,53.0,56.1
2021-05-21,64.0,52.0,67.0,76.0,52.0,63.0,50.0,48.0,58.0,68.0,59.8
2021-05-22,47.0,52.0,51.0,52.0,44.0,38.0,45.0,40.0,40.0,45.0,45.4
2021-05-23,36.0,26.0,29.0,24.0,28.0,26.0,19.0,25.0,31.0,35.0,27.9
2021-05-24,58.0,55.0,57.0,58.0,44.0,47.0,51.0,46.0,47.0,54.0,51.7
2021-05-25,61.0,64.0,66.0,51.0,50.0,59.0,53.0,48.0,60.0,57.0,56.9
2021-05-26,42.0,47.0,58.0,59.0,47.0,44.0,41.0,43.0,44.0,53.0,47.8
2021-05-27,59.0,70.0,71.0,72.0,60.0,60.0,62.0,59.0,63.0,66.0,64.2
2021-05-28,67.0,67.0,58.0,66.0,70.0,45.0,45.0,55.0,44.0,69.0,58.6
2021-05-29,34.0,37.0,45.0,40.0,32.0,41.0,35.0,33.0,39.0,44.0,38.0
2021-05-30,32.0,37.0,35.0,37.0,40.0,31.0,25.0,36.0,34.0,33.0,34.0
2021-05-31,69.0,52.0,67.0,68.0,60.0,49.0,59.0,55.0,62.0,61.0,60.2
