date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06
2021-02-26,64.0,91.0,62.0,39.0,48.0,48.0,45.0,42.0,60.0,63.0,67.956469165659
2021-02-27,38.0,47.0,35.0,64.0,54.0,22.0,39.0,36.0,23.0,52.0,49.57678355501814
2021-02-28,71.0,23.0,70.0,44.0,52.0,74.0,100.0,23.0,22.0,49.0,63.84522370012092
2021-03-01,92.0,66.0,66.0,52.0,41.0,50.0,61.0,44.0,65.0,86.0,75.33252720677146
2021-03-02,47.0,32.0,69.0,31.0,20.0,83.0,12.0,34.0,55.0,48.0,52.116082224909306
2021-03-03,33.0,33.0,45.0,52.0,49.0,20.0,72.0,45.0,22.0,29.0,48.367593712212816
2021-03-04,45.0,43.0,53.0,61.0,78.0,48.0,60.0,76.0,62.0,37.0,68.07738814993954
2021-03-05,33.0,21.0,42.0,59.0,48.0,30.0,12.0,22.0,0.0,64.0,40.02418379685611
2021-03-06,47.0,56.0,34.0,32.0,41.0,32.0,25.0,35.0,22.0,20.0,41.59613059250302
2021-03-07,24.0,55.0,23.0,42.0,52.0,31.0,50.0,12.0,56.0,49.0,47.64207980652962
2021-03-08,43.0,31.0,42.0,50.0,38.0,29.0,46.0,63.0,40.0,36.0,50.54413542926239
2021-03-09,32.0,81.0,41.0,48.0,57.0,29.0,35.0,64.0,31.0,54.0,57.073760580411125
2021-03-10,54.0,70.0,71.0,38.0,66.0,57.0,79.0,72.0,79.0,62.0,78.35550181378476
2021-03-11,55.0,10.0,41.0,39.0,79.0,48.0,35.0,66.0,61.0,28.0,55.8645707376058
2021-03-12,45.0,31.0,21.0,20.0,39.0,10.0,23.0,33.0,31.0,28.0,33.9782345828295
2021-03-13,54.0,51.0,42.0,19.0,39.0,39.0,67.0,21.0,50.0,45.0,51.632406287787184
