date,/m/02gy9__0,/m/02gy9__1,/m/02gy9__2,/m/02gy9__3,/m/02gy9__4,/m/02gy9__5,/m/02gy9__6,/m/02gy9__7,/m/02gy9__8,/m/02gy9__9,/m/02gy9__10,/m/02gy9__11,/m/02gy9__12,/m/02gy9__13,/m/02gy9__14,/m/02gy9__15,/m/02gy9__16,/m/02gy9__17,/m/02gy9__18,/m/02gy9__19,/m/02gy9_
2020-10-05,36.0,27.0,38.0,22.0,27.0,45.0,0.0,21.0,33.0,23.0,13.0,27.0,23.0,11.0,39.0,23.0,28.88888888888889,38.0,26.0,51.0,40.33292732440114
2020-10-06,24.0,0.0,52.0,45.0,41.0,34.0,10.0,11.0,11.0,24.0,13.0,40.0,35.0,34.0,13.0,34.0,44.444444444444436,52.0,26.0,0.0,39.715793747462456
2020-10-07,47.0,68.0,77.0,55.0,41.0,45.0,70.0,42.0,22.0,46.0,65.0,53.0,34.0,44.0,13.0,45.0,85.55555555555556,25.0,26.0,77.0,71.66057653268373
2020-10-08,13.0,15.0,0.0,12.0,29.0,36.0,0.0,11.0,47.0,37.0,56.0,43.0,49.0,48.0,14.0,12.0,31.11111111111111,40.0,55.0,14.0,41.07998375964272
2020-10-09,54.0,47.0,0.0,13.0,31.0,51.0,35.0,12.0,13.0,40.0,44.0,46.0,52.0,38.0,29.0,64.0,81.1111111111111,43.0,44.0,29.0,55.98863174989851
2020-10-10,29.0,67.0,62.0,27.0,33.0,41.0,37.0,13.0,14.0,14.0,32.0,0.0,56.0,14.0,31.0,54.0,52.22222222222222,61.0,31.0,47.0,52.269589930978476
2020-10-11,79.0,60.0,100.0,60.0,44.0,37.0,100.0,46.0,85.0,89.0,71.0,29.0,37.0,61.0,42.0,24.0,47.77777777777778,56.0,85.0,14.0,85.26999593991069
2020-10-12,38.0,74.0,55.0,84.0,44.0,36.0,54.0,45.0,48.0,51.0,42.0,57.0,12.0,12.0,55.0,24.0,93.33333333333331,27.0,42.0,55.0,69.30572472594399
2020-10-13,0.0,30.0,43.0,12.0,44.0,12.0,22.0,23.0,25.0,0.0,0.0,29.0,0.0,50.0,14.0,25.0,15.555555555555555,14.0,0.0,42.0,29.273244011368256
2020-10-14,13.0,100.0,27.0,70.0,14.0,23.0,32.0,33.0,47.0,24.0,41.0,70.0,12.0,59.0,13.0,47.0,61.111111111111114,0.0,41.0,40.0,56.06171335769388
2020-10-15,65.0,59.0,42.0,24.0,30.0,61.0,44.0,23.0,36.0,38.0,14.0,73.0,50.0,37.0,70.0,25.0,78.8888888888889,14.0,42.0,56.0,64.44985789687375
2020-10-16,14.0,31.0,45.0,13.0,16.0,0.0,0.0,12.0,0.0,13.0,60.0,15.0,26.0,13.0,29.0,25.0,33.333333333333336,29.0,0.0,0.0,27.35688185140073
2020-10-17,60.0,85.0,65.0,96.0,51.0,28.0,38.0,26.0,55.0,29.0,66.0,82.0,57.0,28.0,16.0,42.0,35.555555555555564,62.0,32.0,16.0,70.85667884693464
2020-10-18,43.0,33.0,31.0,27.0,50.0,55.0,51.0,38.0,41.0,28.0,79.0,66.0,14.0,14.0,47.0,54.0,35.555555555555564,0.0,32.0,0.0,53.97482744620383
2020-10-19,77.0,30.0,28.0,59.0,59.0,37.0,88.0,57.0,48.0,25.0,71.0,100.0,50.0,73.0,56.0,24.0,46.66666666666666,82.0,41.0,55.0,80.87697929354447
2020-10-20,13.0,0.0,41.0,24.0,73.0,36.0,11.0,57.0,24.0,25.0,56.0,43.0,49.0,60.0,69.0,24.0,30.0,41.0,55.0,54.0,57.36906211936664
