date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc
2020-11-15,0.0,21.0,24.0,33.0,0.0,23.0,27.0,19.0,26.0,0.0,24.2296918767507
2020-11-16,0.0,42.0,47.0,16.0,0.0,46.0,41.0,36.0,49.0,50.0,45.79831932773109
2020-11-17,70.0,41.0,48.0,17.0,0.0,23.0,28.0,19.0,25.0,50.0,44.95798319327731
2020-11-18,23.0,21.0,48.0,33.0,0.0,23.0,27.0,18.0,25.0,0.0,30.53221288515406
2020-11-19,69.0,43.0,0.0,33.0,31.0,47.0,55.0,37.0,50.0,33.0,55.742296918767494
2020-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-21,48.0,0.0,24.0,17.0,15.0,23.0,14.0,0.0,25.0,0.0,23.249299719887958
2020-11-22,0.0,21.0,49.0,17.0,0.0,24.0,14.0,19.0,0.0,0.0,20.168067226890756
2020-11-23,46.0,64.0,24.0,34.0,31.0,48.0,28.0,38.0,0.0,17.0,46.21848739495798
2020-11-24,23.0,21.0,23.0,0.0,29.0,0.0,0.0,37.0,0.0,33.0,23.249299719887958
2020-11-25,0.0,21.0,23.0,16.0,15.0,0.0,0.0,18.0,0.0,0.0,13.025210084033613
2020-11-26,24.0,21.0,0.0,16.0,15.0,23.0,14.0,18.0,25.0,33.0,26.470588235294112
2020-11-27,23.0,0.0,23.0,0.0,15.0,23.0,0.0,18.0,0.0,0.0,14.285714285714283
2020-11-28,0.0,0.0,0.0,0.0,15.0,23.0,0.0,0.0,0.0,17.0,7.7030812324929965
2020-11-29,46.0,42.0,0.0,16.0,15.0,46.0,0.0,54.0,25.0,33.0,38.79551820728291
2020-11-30,68.0,20.0,0.0,16.0,0.0,0.0,13.0,37.0,48.0,16.0,30.53221288515406
2020-12-01,0.0,21.0,23.0,0.0,15.0,23.0,0.0,0.0,0.0,0.0,11.484593837535012
2020-12-02,46.0,63.0,95.0,33.0,0.0,46.0,41.0,36.0,50.0,17.0,59.803921568627445
2020-12-03,23.0,21.0,0.0,0.0,0.0,23.0,14.0,18.0,49.0,17.0,23.10924369747899
2020-12-04,46.0,0.0,46.0,34.0,15.0,23.0,13.0,18.0,25.0,0.0,30.812324929971986
2020-12-05,23.0,0.0,0.0,0.0,0.0,24.0,0.0,18.0,0.0,0.0,9.103641456582633
2020-12-06,0.0,21.0,0.0,0.0,0.0,0.0,0.0,19.0,26.0,17.0,11.624649859943979
2020-12-07,0.0,42.0,24.0,33.0,15.0,23.0,14.0,19.0,25.0,0.0,27.310924369747898
2020-12-08,23.0,42.0,47.0,33.0,30.0,46.0,0.0,36.0,50.0,16.0,45.23809523809523
2020-12-09,47.0,0.0,24.0,50.0,30.0,45.0,27.0,0.0,50.0,34.0,42.99719887955182
2020-12-10,24.0,43.0,0.0,0.0,0.0,47.0,14.0,19.0,25.0,0.0,24.089635854341736
2020-12-11,25.0,0.0,25.0,17.0,16.0,48.0,0.0,38.0,26.0,0.0,27.310924369747898
2020-12-12,0.0,22.0,0.0,0.0,16.0,24.0,15.0,0.0,0.0,17.0,13.165266106442576
2020-12-13,0.0,65.0,25.0,71.0,31.0,72.0,14.0,76.0,0.0,35.0,54.48179271708683
2020-12-14,0.0,0.0,24.0,0.0,15.0,23.0,13.0,19.0,0.0,0.0,13.165266106442576
2020-12-15,0.0,22.0,25.0,34.0,32.0,24.0,28.0,19.0,0.0,0.0,25.770308123249293
2020-12-16,0.0,0.0,25.0,0.0,15.0,48.0,14.0,19.0,27.0,17.0,23.10924369747899
2020-12-17,51.0,23.0,78.0,18.0,33.0,25.0,30.0,0.0,55.0,55.0,51.54061624649859
2020-12-18,27.0,70.0,28.0,38.0,0.0,0.0,16.0,41.0,28.0,19.0,37.39495798319327
2020-12-19,79.0,95.0,80.0,57.0,17.0,51.0,15.0,42.0,55.0,37.0,73.94957983193277
2020-12-20,53.0,24.0,54.0,0.0,17.0,0.0,16.0,0.0,0.0,0.0,22.969187675070025
2020-12-21,100.0,68.0,78.0,36.0,100.0,100.0,15.0,100.0,81.0,36.0,100.0
2020-12-22,25.0,0.0,26.0,0.0,33.0,25.0,0.0,0.0,54.0,0.0,22.82913165266106
2020-12-23,26.0,0.0,26.0,18.0,16.0,25.0,15.0,0.0,0.0,18.0,20.168067226890756
2020-12-24,30.0,0.0,0.0,0.0,0.0,59.0,18.0,24.0,0.0,21.0,21.288515406162464
2020-12-25,31.0,55.0,31.0,44.0,59.0,89.0,54.0,72.0,65.0,65.0,79.13165266106442
2020-12-26,0.0,0.0,29.0,19.0,0.0,27.0,33.0,22.0,59.0,20.0,29.27170868347339
2020-12-27,51.0,69.0,51.0,18.0,66.0,25.0,15.0,20.0,0.0,0.0,44.11764705882353
2020-12-28,0.0,0.0,25.0,0.0,16.0,49.0,29.0,0.0,0.0,0.0,16.666666666666664
2020-12-29,0.0,0.0,0.0,0.0,0.0,26.0,15.0,0.0,28.0,0.0,9.663865546218487
2020-12-30,0.0,24.0,53.0,19.0,17.0,26.0,0.0,0.0,0.0,0.0,19.467787114845937
2020-12-31,57.0,0.0,30.0,0.0,18.0,57.0,34.0,0.0,31.0,20.0,34.593837535014
2021-01-01,0.0,27.0,0.0,22.0,0.0,0.0,0.0,0.0,32.0,22.0,14.425770308123248
2021-01-02,28.0,0.0,0.0,20.0,17.0,0.0,32.0,0.0,29.0,0.0,17.64705882352941
2021-01-03,78.0,47.0,81.0,56.0,34.0,0.0,16.0,42.0,0.0,19.0,52.24089635854341
2021-01-04,0.0,0.0,25.0,17.0,0.0,24.0,29.0,0.0,26.0,17.0,19.327731092436974
2021-01-05,0.0,22.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,5.042016806722689
2021-01-06,0.0,0.0,24.0,17.0,0.0,24.0,0.0,19.0,51.0,17.0,21.288515406162464
2021-01-07,50.0,91.0,75.0,18.0,97.0,98.0,29.0,40.0,54.0,0.0,77.3109243697479
2021-01-08,25.0,0.0,25.0,0.0,16.0,0.0,15.0,0.0,0.0,0.0,11.34453781512605
2021-01-09,27.0,0.0,27.0,19.0,0.0,26.0,16.0,0.0,29.0,19.0,22.82913165266106
2021-01-10,27.0,0.0,55.0,19.0,0.0,26.0,16.0,21.0,29.0,19.0,29.691876750700278
2021-01-11,49.0,0.0,74.0,18.0,16.0,24.0,44.0,39.0,52.0,18.0,46.778711484593835
2021-01-12,48.0,22.0,25.0,36.0,33.0,48.0,29.0,39.0,53.0,53.0,54.06162464985994
2021-01-13,49.0,0.0,25.0,0.0,15.0,0.0,43.0,58.0,26.0,17.0,32.63305322128851
2021-01-14,0.0,22.0,50.0,35.0,16.0,24.0,15.0,0.0,54.0,18.0,32.773109243697476
2021-01-15,76.0,23.0,79.0,36.0,33.0,25.0,0.0,20.0,80.0,35.0,57.00280112044818
2021-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-17,25.0,0.0,0.0,19.0,16.0,0.0,0.0,0.0,28.0,18.0,14.845938375350139
2021-01-18,0.0,68.0,50.0,34.0,16.0,48.0,14.0,0.0,26.0,18.0,38.37535014005602
2021-01-19,49.0,23.0,51.0,18.0,33.0,24.0,29.0,40.0,27.0,53.0,48.59943977591037
2021-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-21,49.0,44.0,51.0,0.0,32.0,25.0,0.0,20.0,0.0,0.0,30.95238095238095
2021-01-22,50.0,23.0,26.0,18.0,0.0,24.0,0.0,39.0,27.0,0.0,28.99159663865546
2021-01-23,0.0,46.0,51.0,18.0,32.0,50.0,15.0,20.0,27.0,0.0,36.27450980392157
2021-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-25,0.0,44.0,50.0,18.0,0.0,24.0,14.0,0.0,26.0,0.0,24.649859943977592
2021-01-26,98.0,44.0,50.0,36.0,32.0,49.0,43.0,40.0,52.0,17.0,64.5658263305322
2021-01-27,0.0,44.0,24.0,34.0,31.0,0.0,14.0,0.0,0.0,0.0,20.588235294117645
2021-01-28,49.0,22.0,0.0,0.0,0.0,24.0,28.0,39.0,0.0,18.0,25.210084033613445
2021-01-29,50.0,23.0,0.0,0.0,17.0,50.0,15.0,40.0,0.0,18.0,29.83193277310924
2021-01-30,25.0,0.0,0.0,0.0,0.0,51.0,15.0,20.0,56.0,18.0,25.91036414565826
