date,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty_10,/m/0b76bty_11,/m/0b76bty_12,/m/0b76bty_13,/m/0b76bty_14,/m/0b76bty_15,/m/0b76bty_16,/m/0b76bty_17,/m/0b76bty_18,/m/0b76bty_19,/m/0b76bty
2020-09-21,41.48936170212766,46.0,90.0,71.26436781609196,60.0,64.0,59.0,42.0,64.0,51.0,80.0,77.0,42.0,65.0,35.0,67.0,28.0,22.0,42.0,29.0,71.29693352761834
2020-09-22,69.14893617021275,33.0,41.0,72.41379310344827,45.0,71.0,58.0,76.0,31.0,67.0,62.0,52.0,35.0,82.0,71.0,89.0,28.0,28.0,58.0,58.0,74.66436398941266
2020-09-23,27.659574468085108,39.0,40.0,26.436781609195403,37.0,39.0,33.0,38.0,39.0,0.0,44.0,38.0,34.0,56.0,21.0,7.0,21.0,27.0,57.0,21.0,42.754573613004325
2020-09-24,27.659574468085108,33.0,41.0,52.87356321839081,67.0,40.0,42.0,53.0,55.0,42.0,89.0,58.0,42.0,57.0,57.0,45.0,21.0,17.0,42.0,29.0,60.346730679149324
2020-09-25,59.57446808510638,28.0,79.0,67.816091954023,40.0,52.0,62.0,49.0,51.0,36.0,57.0,42.0,22.0,44.0,46.0,24.0,37.0,18.0,36.0,0.0,56.360705585262004
2020-09-26,15.957446808510639,23.0,9.0,20.689655172413797,0.0,9.0,29.0,44.0,46.0,30.0,10.0,8.0,8.0,9.0,8.0,26.0,57.0,32.0,88.0,42.0,34.1088849736532
2020-09-27,96.80851063829788,60.0,37.0,82.75862068965517,95.0,46.0,86.0,48.0,92.0,58.0,82.0,45.0,57.0,28.0,33.0,43.0,32.0,13.0,38.0,17.0,72.21243413300311
2020-09-28,56.38297872340426,39.0,49.0,44.82758620689656,38.0,48.0,50.0,84.0,24.0,51.0,27.0,45.0,56.0,73.0,36.0,37.0,49.0,33.0,92.0,86.0,67.48318780866923
2020-09-29,43.61702127659574,34.0,51.0,27.58620689655172,23.0,41.0,52.0,36.0,33.0,35.0,46.0,34.0,36.0,43.0,52.0,39.0,58.0,46.0,61.0,82.0,57.87264390247065
2020-09-30,28.723404255319146,20.0,8.0,27.58620689655172,30.0,16.0,17.0,27.0,16.0,26.0,9.0,13.0,21.0,25.0,29.0,30.0,21.0,11.0,26.0,15.0,27.591443895338937
2020-10-01,48.93617021276596,46.0,41.0,35.63218390804597,38.0,49.0,25.0,23.0,49.0,34.0,45.0,20.0,35.0,58.0,36.0,53.0,21.0,6.0,17.0,15.0,46.09966886182802
2020-10-02,36.17021276595744,55.0,43.0,47.12643678160919,71.0,42.0,62.0,36.0,76.0,54.0,47.0,48.0,44.0,52.0,61.0,87.0,30.0,24.0,27.0,31.0,64.50646148958688
2020-10-03,24.46808510638298,38.0,38.0,51.72413793103448,52.0,28.0,19.0,26.0,46.0,39.0,41.0,53.0,32.0,47.0,50.0,34.0,16.0,0.0,10.0,33.0,44.94804388593804
2020-10-04,39.361702127659576,29.0,46.0,59.77011494252874,50.0,54.0,76.0,56.0,44.0,67.0,90.0,43.0,16.0,37.0,48.0,84.0,31.0,44.0,28.0,57.0,66.21871976115261
2020-10-05,35.106382978723396,33.0,25.0,27.58620689655172,45.0,24.0,33.0,38.0,40.0,34.0,45.0,20.0,14.0,33.0,14.0,60.0,62.0,28.0,25.0,22.0,43.58940487517079
2020-10-06,21.27659574468085,34.0,75.0,45.977011494252864,31.0,16.0,43.0,39.0,33.0,44.0,37.0,40.0,43.0,34.0,37.0,46.0,28.0,23.0,59.0,15.0,49.326345339996074
2020-10-07,42.5531914893617,41.0,51.0,27.58620689655172,39.0,33.0,17.0,71.0,66.0,26.0,28.0,34.0,29.0,17.0,15.0,23.0,72.0,53.0,26.0,75.0,52.10237891089092
2020-10-08,58.51063829787234,61.0,59.0,74.71264367816093,77.0,58.0,43.0,51.0,41.0,87.0,100.0,41.0,72.0,67.0,59.0,69.0,65.0,46.0,60.0,60.0,82.79384663261816
2020-10-09,47.872340425531924,38.0,56.0,62.06896551724138,69.0,73.0,48.0,52.0,82.0,68.0,72.0,52.0,64.0,85.0,41.0,77.0,32.0,19.0,38.0,50.0,74.62317837536449
2020-10-10,26.59574468085107,41.0,61.0,56.321839080459775,38.0,50.0,21.0,24.0,40.0,0.0,11.0,25.0,17.0,21.0,36.0,28.0,44.0,35.0,73.0,45.0,45.92398571713376
2020-10-11,74.46808510638297,47.0,69.0,64.36781609195403,98.0,58.0,60.0,100.0,95.0,90.0,53.0,86.0,100.0,68.0,59.0,36.0,75.0,100.0,100.0,76.0,100.0
2020-10-12,60.638297872340424,28.0,36.0,39.080459770114935,33.0,35.0,36.0,37.0,9.0,37.0,39.0,28.0,45.0,71.0,38.0,64.0,23.0,42.0,64.0,24.0,52.27332919478153
2020-10-13,53.19148936170214,50.0,36.0,67.816091954023,25.0,52.0,63.0,33.0,35.0,46.0,78.0,56.0,53.0,45.0,70.0,48.0,46.0,42.0,27.0,16.0,62.4327390783564
2020-10-14,67.02127659574468,50.0,44.0,77.01149425287356,48.0,43.0,71.0,33.0,69.0,100.0,58.0,78.0,45.0,44.0,100.0,72.0,45.0,36.0,54.0,46.0,78.20815834985241
2020-10-15,46.80851063829788,74.0,100.0,81.60919540229884,51.0,45.0,74.0,51.0,72.0,38.0,91.0,36.0,47.0,46.0,40.0,100.0,70.0,32.0,93.0,41.0,81.48120713883976
2020-10-16,39.361702127659576,29.0,37.0,40.22988505747128,42.0,54.0,47.0,43.0,36.0,28.0,30.0,22.0,31.0,46.0,0.0,33.0,62.0,18.0,37.0,40.0,47.36045759632263
2020-10-17,43.61702127659574,49.0,61.0,78.16091954022987,56.0,100.0,63.0,81.0,100.0,32.0,79.0,41.0,52.0,81.0,98.0,93.0,53.0,77.0,63.0,82.0,91.64534988321829
2020-10-18,25.53191489361702,32.0,40.0,44.82758620689656,37.0,79.0,31.0,51.0,40.0,74.0,44.0,64.0,9.0,71.0,26.0,37.0,43.0,14.0,51.0,18.0,55.09939818109027
2020-10-19,100.0,37.0,91.0,78.16091954022987,100.0,62.0,74.0,67.0,70.0,37.0,59.0,100.0,55.0,100.0,32.0,83.0,100.0,50.0,83.0,55.0,94.98454526446478
2020-10-20,68.08510638297872,42.0,71.0,48.27586206896552,48.0,78.0,45.0,70.0,77.0,64.0,77.0,28.0,67.0,53.0,31.0,72.0,83.0,67.0,72.0,70.0,81.60999930303761
2020-10-21,81.91489361702128,35.0,70.0,57.4712643678161,80.0,68.0,71.0,85.0,84.0,81.0,28.0,41.0,67.0,35.0,23.0,32.0,59.0,59.0,62.0,100.0,80.81635365491933
2020-10-22,54.255319148936174,65.0,54.0,100.0,66.0,61.0,64.0,42.0,88.0,56.0,79.0,58.0,31.0,81.0,40.0,57.0,31.0,31.0,46.0,16.0,74.24633243808785
2020-10-23,22.34042553191489,44.0,72.0,98.85057471264368,66.0,87.0,100.0,51.0,44.0,56.0,59.0,57.0,62.0,54.0,47.0,58.0,38.0,31.0,46.0,64.0,76.69429122978202
2020-10-24,24.46808510638298,38.0,19.0,41.379310344827594,26.0,37.0,29.0,35.0,37.0,58.0,51.0,30.0,32.0,38.0,66.0,26.0,16.0,19.0,39.0,34.0,46.11816267750254
2020-10-25,54.255319148936174,58.0,45.0,49.42528735632184,33.0,27.0,55.0,25.0,53.0,28.0,39.0,50.0,39.0,54.0,24.0,41.0,38.0,43.0,64.0,47.0,57.440348935025284
2020-10-26,29.78723404255319,35.0,26.0,95.40229885057472,40.0,51.0,45.0,65.0,17.0,54.0,66.0,62.0,66.0,52.0,53.0,55.0,74.0,42.0,62.0,54.0,69.20497663555186
2020-10-27,14.893617021276595,35.0,52.0,85.0574712643678,32.0,51.0,35.0,56.0,42.0,27.0,57.0,34.0,29.0,35.0,30.0,47.0,51.0,41.0,70.0,30.0,56.5966840799205
2020-10-28,56.38297872340426,100.0,33.0,91.95402298850573,38.0,49.0,68.0,62.0,57.0,60.0,82.0,46.0,43.0,67.0,7.0,68.0,28.0,28.0,85.0,59.0,74.78195613027036
2020-10-29,28.723404255319146,35.0,42.0,64.36781609195403,39.0,41.0,26.0,36.0,42.0,44.0,56.0,47.0,73.0,60.0,53.0,70.0,36.0,46.0,70.0,22.0,61.709243504067494
