date,/g/121j1nlf_0,/g/121j1nlf_1,/g/121j1nlf_2,/g/121j1nlf_3,/g/121j1nlf_4,/g/121j1nlf_5,/g/121j1nlf_6,/g/121j1nlf_7,/g/121j1nlf_8,/g/121j1nlf_9,/g/121j1nlf
2020-02-01,30.0,0.0,9.0,0.0,51.0,17.0,26.0,9.0,30.0,29.0,22.635135135135137
2020-02-02,22.0,24.0,18.0,45.0,68.0,57.0,58.0,53.0,38.0,28.0,46.28378378378378
2020-02-03,31.0,68.0,38.0,39.0,42.0,28.0,77.0,15.0,49.0,62.0,50.56306306306306
2020-02-04,47.0,45.0,75.0,34.0,64.0,31.0,54.0,66.0,36.0,34.0,54.72972972972973
2020-02-05,14.0,45.0,34.0,60.0,28.0,47.0,46.0,83.0,36.0,26.0,47.18468468468468
2020-02-06,28.0,31.0,26.0,26.0,0.0,8.0,16.0,17.0,28.0,9.0,21.283783783783782
2020-02-07,22.0,16.0,27.0,27.0,10.0,17.0,16.0,18.0,0.0,9.0,18.243243243243242
2020-02-08,15.0,17.0,28.0,9.0,30.0,34.0,43.0,27.0,20.0,28.0,28.265765765765767
2020-02-09,15.0,32.0,71.0,45.0,59.0,8.0,50.0,53.0,38.0,18.0,43.80630630630631
2020-02-10,60.0,66.0,65.0,66.0,72.0,37.0,68.0,64.0,78.0,59.0,71.509009009009
2020-02-11,33.0,50.0,32.0,33.0,44.0,37.0,37.0,32.0,34.0,33.0,41.1036036036036
2020-02-12,26.0,21.0,24.0,32.0,35.0,29.0,15.0,8.0,26.0,41.0,28.94144144144144
2020-02-13,47.0,37.0,83.0,50.0,63.0,46.0,30.0,65.0,71.0,34.0,59.234234234234236
2020-02-14,28.0,8.0,35.0,26.0,0.0,24.0,24.0,17.0,28.0,9.0,22.409909909909906
2020-02-15,62.0,34.0,48.0,10.0,31.0,44.0,44.0,47.0,40.0,19.0,42.68018018018018
2020-02-16,22.0,31.0,0.0,36.0,29.0,24.0,16.0,35.0,28.0,27.0,27.92792792792793
2020-02-17,20.0,28.0,48.0,32.0,44.0,29.0,22.0,39.0,51.0,41.0,39.86486486486486
2020-02-18,47.0,22.0,41.0,34.0,63.0,61.0,30.0,40.0,35.0,41.0,46.62162162162162
2020-02-19,46.0,7.0,24.0,8.0,18.0,15.0,38.0,8.0,34.0,8.0,23.1981981981982
2020-02-20,34.0,37.0,17.0,35.0,56.0,31.0,39.0,17.0,27.0,44.0,37.950450450450454
2020-02-21,14.0,31.0,26.0,26.0,9.0,24.0,16.0,42.0,37.0,18.0,27.364864864864867
2020-02-22,15.0,34.0,19.0,10.0,11.0,26.0,26.0,9.0,30.0,19.0,22.409909909909906
2020-02-23,15.0,0.0,38.0,19.0,21.0,9.0,34.0,37.0,30.0,10.0,23.986486486486488
2020-02-24,74.0,72.0,49.0,67.0,54.0,53.0,23.0,65.0,35.0,100.0,66.66666666666667
2020-02-25,52.0,56.0,32.0,48.0,70.0,60.0,22.0,47.0,51.0,41.0,53.94144144144144
2020-02-26,37.0,48.0,54.0,47.0,43.0,56.0,49.0,52.0,33.0,56.0,53.490990990990994
2020-02-27,56.0,61.0,31.0,78.0,84.0,71.0,64.0,23.0,66.0,39.0,64.52702702702703
2020-02-28,48.0,59.0,59.0,68.0,64.0,8.0,62.0,33.0,36.0,17.0,51.12612612612613
2020-02-29,20.0,59.0,51.0,59.0,73.0,62.0,62.0,58.0,63.0,44.0,62.04954954954955
2020-03-01,27.0,44.0,49.0,58.0,45.0,60.0,60.0,24.0,44.0,51.0,52.02702702702703
2020-03-02,43.0,100.0,52.0,38.0,98.0,48.0,41.0,59.0,80.0,45.0,68.01801801801803
2020-03-03,39.0,57.0,88.0,65.0,96.0,88.0,22.0,87.0,93.0,25.0,74.32432432432432
2020-03-04,31.0,55.0,62.0,63.0,34.0,50.0,36.0,77.0,41.0,48.0,55.96846846846847
2020-03-05,19.0,34.0,46.0,46.0,59.0,43.0,64.0,30.0,41.0,62.0,50.0
2020-03-06,20.0,21.0,73.0,41.0,53.0,38.0,30.0,64.0,34.0,25.0,44.932432432432435
2020-03-07,14.0,24.0,0.0,18.0,10.0,8.0,8.0,9.0,28.0,9.0,14.414414414414415
2020-03-08,49.0,30.0,60.0,69.0,38.0,47.0,47.0,50.0,73.0,53.0,58.10810810810811
2020-03-09,13.0,20.0,46.0,62.0,59.0,42.0,43.0,53.0,33.0,56.0,48.085585585585584
2020-03-10,20.0,43.0,32.0,49.0,44.0,22.0,15.0,32.0,17.0,25.0,33.671171171171174
2020-03-11,6.0,64.0,56.0,48.0,34.0,36.0,37.0,16.0,58.0,48.0,45.38288288288288
2020-03-12,19.0,41.0,70.0,47.0,51.0,49.0,50.0,38.0,33.0,79.0,53.71621621621622
2020-03-13,34.0,7.0,25.0,67.0,45.0,69.0,38.0,66.0,53.0,42.0,50.22522522522522
2020-03-14,63.0,54.0,53.0,70.0,48.0,40.0,56.0,52.0,66.0,71.0,64.52702702702703
2020-03-15,31.0,20.0,38.0,23.0,58.0,49.0,49.0,30.0,8.0,70.0,42.34234234234234
2020-03-16,46.0,56.0,64.0,50.0,61.0,58.0,58.0,63.0,59.0,72.0,66.1036036036036
2020-03-17,23.0,55.0,56.0,42.0,38.0,45.0,52.0,27.0,68.0,36.0,49.77477477477478
2020-03-18,100.0,84.0,79.0,73.0,56.0,100.0,100.0,100.0,100.0,96.0,100.0
2020-03-19,42.0,13.0,89.0,53.0,33.0,55.0,28.0,44.0,48.0,46.0,50.78828828828829
2020-03-20,42.0,64.0,72.0,58.0,47.0,59.0,47.0,35.0,46.0,82.0,62.16216216216216
