date,/m/05w_j_0,/m/05w_j_1,/m/05w_j_2,/m/05w_j_3,/m/05w_j_4,/m/05w_j_5,/m/05w_j_6,/m/05w_j_7,/m/05w_j_8,/m/05w_j_9,/m/05w_j
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-03,0.0,58.0,20.0,0.0,0.0,23.0,33.0,42.0,43.0,0.0,31.24108416547789
2020-02-04,0.0,0.0,21.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,6.562054208273894
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-06,0.0,0.0,0.0,24.0,22.0,0.0,0.0,0.0,0.0,0.0,6.562054208273894
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-08,20.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,9.985734664764623
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-10,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8530670470756063
2020-02-11,0.0,0.0,0.0,23.0,20.0,24.0,0.0,0.0,0.0,0.0,9.557774607703282
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,17.0,22.0,22.0,0.0,8.7018544935806
2020-02-13,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.995720399429387
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-16,19.0,0.0,0.0,0.0,22.0,26.0,0.0,0.0,24.0,0.0,12.981455064194009
2020-02-17,0.0,0.0,0.0,0.0,20.0,24.0,0.0,0.0,22.0,0.0,9.4151212553495
2020-02-18,17.0,21.0,21.0,0.0,21.0,24.0,17.0,0.0,22.0,19.0,23.109843081312412
2020-02-19,17.0,21.0,0.0,0.0,20.0,0.0,17.0,23.0,0.0,19.0,16.6904422253923
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-21,0.0,22.0,22.0,0.0,0.0,26.0,18.0,24.0,24.0,20.0,22.25392296718973
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-23,0.0,0.0,0.0,0.0,0.0,28.0,20.0,26.0,0.0,21.0,13.55206847360913
2020-02-24,18.0,0.0,21.0,0.0,21.0,24.0,17.0,0.0,0.0,0.0,14.407988587731813
