date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0_10,/m/0cjf0_11,/m/0cjf0_12,/m/0cjf0_13,/m/0cjf0_14,/m/0cjf0_15,/m/0cjf0_16,/m/0cjf0_17,/m/0cjf0_18,/m/0cjf0_19,/m/0cjf0
2021-01-19,65.0,71.0,41.0,39.0,53.0,63.0,34.0,48.0,57.0,49.0,29.0,59.0,50.0,43.0,39.0,53.0,47.0,55.0,42.0,41.0,60.70763500931099
2021-01-20,66.0,83.0,46.0,57.0,100.0,57.0,65.0,71.0,80.0,71.0,49.0,42.0,61.111111111111114,58.0,60.0,45.0,59.0,79.0,81.0,76.0,81.07455686599076
2021-01-21,60.0,50.0,59.0,55.0,52.0,51.0,54.0,57.0,67.0,58.0,68.0,68.0,64.44444444444444,39.0,39.0,54.0,66.0,47.0,69.0,58.0,70.48072280846955
2021-01-22,79.0,61.0,54.0,73.0,73.0,56.0,35.0,54.0,64.0,42.0,39.0,49.0,70.0,63.0,40.0,29.0,58.0,28.0,35.0,38.0,64.55617628801987
2021-01-23,53.0,58.0,61.0,46.0,83.0,79.0,59.0,51.0,42.0,72.0,64.0,69.0,68.88888888888889,45.0,41.0,50.0,77.0,64.0,40.0,58.0,73.30160700737981
2021-01-24,99.0,72.0,60.0,72.0,88.0,67.0,67.0,76.0,77.0,80.0,68.0,87.0,83.33333333333333,100.0,72.0,58.0,65.0,77.0,70.0,81.0,94.30995241051107
2021-01-25,64.0,49.0,44.0,39.0,52.0,50.0,44.0,56.0,63.0,49.0,29.0,55.0,54.44444444444444,56.0,39.0,50.0,89.0,43.0,65.0,62.0,65.32864335471412
2021-01-26,68.0,59.0,37.0,63.0,42.0,46.0,34.0,34.0,62.0,70.0,50.0,55.0,58.888888888888886,39.0,43.0,36.0,38.0,59.0,53.0,42.0,61.38354369266846
2021-01-27,49.0,72.0,48.0,31.0,61.0,46.0,40.0,82.0,57.0,53.0,50.0,47.0,63.333333333333336,38.0,54.0,39.0,65.0,69.0,45.0,53.0,65.94247879164082
2021-01-28,69.0,68.0,49.0,56.0,56.0,47.0,31.0,44.0,52.0,49.0,72.0,100.0,45.55555555555556,49.0,51.0,61.0,62.0,55.0,38.0,50.0,68.56334919649632
2021-01-29,56.0,69.0,70.0,37.0,93.0,82.0,56.0,54.0,65.0,38.0,61.0,65.0,80.0,54.0,68.0,48.0,72.0,81.0,55.0,56.0,78.2122905027933
2021-01-30,42.0,52.0,64.0,50.0,66.0,78.0,43.0,20.0,78.0,43.0,58.0,55.0,78.88888888888889,41.0,36.0,49.0,59.0,41.0,44.0,48.0,64.9217187392234
2021-01-31,52.0,52.0,52.0,41.0,59.0,68.0,54.0,30.0,59.0,52.0,53.0,63.0,62.22222222222222,64.0,72.0,70.0,86.0,62.0,61.0,56.0,72.51534588592317
2021-02-01,23.0,40.0,18.0,27.0,42.0,29.0,37.0,43.0,51.0,41.0,42.0,43.0,27.77777777777778,34.0,46.0,32.0,28.0,42.0,30.0,41.0,44.492723636112835
2021-02-02,49.0,48.0,40.0,46.0,42.0,46.0,47.0,56.0,67.0,64.0,50.0,50.0,50.0,51.0,50.0,63.0,65.0,31.0,52.0,33.0,62.07324643078833
2021-02-03,48.0,61.0,54.0,37.0,73.0,36.0,33.0,59.0,70.0,43.0,53.0,38.0,65.55555555555556,54.0,52.0,48.0,45.0,41.0,59.0,60.0,63.90785571418719
2021-02-04,51.0,59.0,26.0,40.0,52.0,60.0,38.0,75.0,58.0,42.0,47.0,44.0,51.111111111111114,53.0,47.0,47.0,57.0,67.0,69.0,42.0,63.63197461893924
2021-02-05,37.0,46.0,31.0,49.0,39.0,22.0,28.0,40.0,32.0,38.0,39.0,41.0,33.333333333333336,40.0,40.0,18.0,44.0,48.0,43.0,34.0,46.07903993378853
2021-02-06,61.0,66.0,42.0,45.0,27.0,38.0,42.0,34.0,41.0,42.0,71.0,57.0,25.555555555555557,50.0,48.0,52.0,48.0,49.0,39.0,47.0,57.390164838954405
2021-02-07,77.0,70.0,33.0,83.0,80.0,75.0,42.0,53.0,58.0,92.0,66.0,48.0,92.22222222222223,68.0,100.0,60.0,74.0,70.0,59.0,83.0,85.86109386854267
2021-02-08,68.0,72.0,48.0,58.0,51.0,41.0,41.0,56.0,61.0,49.0,58.0,51.0,53.333333333333336,73.0,58.0,53.0,66.0,42.0,60.0,57.0,69.2944340989034
