date,/m/01cpyy_0,/m/01cpyy_1,/m/01cpyy_2,/m/01cpyy_3,/m/01cpyy_4,/m/01cpyy_5,/m/01cpyy_6,/m/01cpyy_7,/m/01cpyy_8,/m/01cpyy_9,/m/01cpyy_10,/m/01cpyy_11,/m/01cpyy_12,/m/01cpyy_13,/m/01cpyy_14,/m/01cpyy_15,/m/01cpyy_16,/m/01cpyy_17,/m/01cpyy_18,/m/01cpyy_19,/m/01cpyy
2020-03-28,85.0,88.0,74.0,90.0,80.0,86.0,72.0,81.0,75.0,81.0,87.87878787878788,68.0,75.0,74.0,90.0,92.0,79.0,86.0,92.0,68.0,81.72556834356827
2020-03-29,98.0,91.0,83.0,91.0,87.0,89.0,91.0,80.0,93.0,84.0,93.93939393939394,78.0,100.0,86.0,89.0,97.0,77.0,88.0,88.0,82.0,88.87510675505308
2020-03-30,70.0,70.0,61.0,70.0,67.0,66.0,60.0,57.0,64.0,61.0,63.63636363636363,62.0,65.0,66.0,66.0,77.0,67.0,68.0,69.0,57.0,65.7595876204807
2020-03-31,74.0,64.0,63.0,61.0,61.0,56.0,56.0,57.0,59.0,54.0,64.64646464646465,52.0,59.0,60.0,65.0,61.0,65.0,63.0,64.0,57.0,61.18030420106553
2020-04-01,61.0,58.0,64.0,68.0,50.0,62.0,57.0,56.0,60.0,57.0,63.63636363636363,55.0,56.0,65.0,63.0,64.0,56.0,63.0,57.0,53.0,59.820956525275534
2020-04-02,64.0,62.0,53.0,55.0,54.0,57.0,56.0,57.0,62.0,59.0,54.54545454545455,44.0,54.0,64.0,57.0,64.0,55.0,52.0,63.0,49.0,57.14903005408922
2020-04-03,100.0,96.0,94.0,100.0,93.0,90.0,92.0,92.0,100.0,84.0,88.8888888888889,86.0,97.0,88.0,99.0,97.0,97.0,98.0,91.0,82.0,93.85497580218795
2020-04-04,100.0,100.0,97.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,98.989898989899,100.0,100.0,100.0,100.0,100.0,96.0,100.0,100.0,100.0,100.0
2020-04-05,96.0,90.0,100.0,82.0,82.0,82.0,90.0,73.0,97.0,84.0,100.0,93.0,83.0,92.0,90.0,98.0,100.0,87.0,98.0,78.0,90.33765098214649
2020-04-06,53.0,51.0,51.0,58.0,45.0,46.0,52.0,44.0,49.0,47.0,48.48484848484848,47.0,46.0,41.0,50.0,47.0,51.0,43.0,48.0,44.0,48.389015413396244
2020-04-07,43.0,44.0,49.0,43.0,45.0,42.0,44.0,38.0,51.0,47.0,43.43434343434343,46.0,40.0,44.0,49.0,46.0,47.0,54.0,42.0,41.0,45.21584855016472
2020-04-08,50.0,44.0,45.0,44.0,35.0,39.0,42.0,39.0,40.0,38.0,43.43434343434343,35.0,46.0,37.0,42.0,46.0,41.0,49.0,34.0,37.0,41.59227703444629
2020-04-09,45.0,35.0,41.0,47.0,31.0,43.0,39.0,39.0,40.0,39.0,45.45454545454545,34.0,40.0,38.0,43.0,46.0,41.0,43.0,42.0,39.0,40.78805563463338
