date,/m/0405g08_0,/m/0405g08_1,/m/0405g08_2,/m/0405g08_3,/m/0405g08_4,/m/0405g08_5,/m/0405g08_6,/m/0405g08_7,/m/0405g08_8,/m/0405g08_9,/m/0405g08
2021-04-18,0.0,28.0,36.0,0.0,0.0,0.0,0.0,0.0,35.05154639175258,27.0,18.459471292480032
2021-04-19,25.0,51.0,32.0,0.0,32.0,0.0,0.0,25.0,0.0,24.0,27.67788396213596
2021-04-20,0.0,49.0,32.0,25.0,31.0,0.0,27.0,25.0,0.0,24.0,31.19253589383577
2021-04-21,25.0,49.0,0.0,25.0,31.0,0.0,0.0,0.0,29.896907216494846,0.0,23.41591557588659
2021-04-22,77.0,0.0,34.0,78.0,33.0,0.0,29.0,0.0,31.95876288659794,24.0,44.952217038815164
2021-04-23,26.0,26.0,66.0,53.0,33.0,52.0,0.0,26.0,63.91752577319588,25.0,54.318583269169785
2021-04-24,57.0,56.0,73.0,0.0,36.0,57.0,63.0,0.0,0.0,27.0,54.037773449884504
2021-04-25,26.0,0.0,100.0,53.0,33.0,53.0,29.0,79.0,31.95876288659794,75.0,70.28699971315126
2021-04-26,0.0,67.0,58.0,45.0,28.0,88.0,100.0,0.0,54.63917525773196,42.0,70.67952956806619
2021-04-27,23.0,0.0,30.0,23.0,29.0,46.0,26.0,0.0,0.0,22.0,29.142322267010883
2021-04-28,22.0,22.0,0.0,23.0,57.0,0.0,51.0,23.0,27.835051546391753,22.0,36.2939142775186
2021-04-29,0.0,23.0,0.0,23.0,0.0,0.0,0.0,23.0,27.835051546391753,22.0,17.402660144632154
2021-04-30,23.0,23.0,30.0,23.0,0.0,45.0,0.0,45.0,55.670103092783506,22.0,39.05219137340157
2021-05-01,23.0,0.0,0.0,71.0,59.0,0.0,0.0,46.0,28.8659793814433,67.0,43.18130350106436
2021-05-02,26.0,26.0,66.0,26.0,98.0,53.0,58.0,26.0,31.95876288659794,100.0,74.82675845826351
2021-05-03,100.0,100.0,96.0,77.0,0.0,100.0,0.0,100.0,61.855670103092784,48.0,100.0
2021-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05,47.0,24.0,0.0,48.0,89.0,48.0,0.0,48.0,58.76288659793814,23.0,56.492594773313996
2021-05-06,25.0,99.0,64.0,50.0,0.0,75.0,56.0,73.0,60.824742268041234,48.0,80.66488518501745
2021-05-07,51.0,0.0,96.0,0.0,0.0,25.0,0.0,25.0,30.927835051546392,0.0,33.378625239669674
2021-05-08,58.0,58.0,75.0,0.0,37.0,29.0,0.0,0.0,72.16494845360825,84.0,60.505457674713526
2021-05-09,0.0,25.0,33.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,12.301281760949319
2021-05-10,71.0,0.0,30.0,24.0,30.0,24.0,53.0,47.0,28.8659793814433,23.0,48.45328139861407
2021-05-11,0.0,22.0,58.0,0.0,0.0,22.0,50.0,68.0,54.63917525773196,0.0,40.21921282666787
2021-05-12,24.0,24.0,61.0,0.0,31.0,73.0,27.0,24.0,0.0,46.0,45.39758745112248
2021-05-13,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,34.02061855670103,26.0,12.89007654332171
2021-05-14,80.0,54.0,34.0,0.0,100.0,27.0,30.0,53.0,64.94845360824742,26.0,68.67460784757763
2021-05-15,54.0,81.0,35.0,27.0,68.0,0.0,30.0,80.0,100.0,0.0,69.56081948155864
2021-05-16,75.0,25.0,0.0,100.0,31.0,50.0,27.0,0.0,60.824742268041234,24.0,57.52675996799372
2021-05-17,48.0,24.0,30.0,48.0,30.0,24.0,27.0,24.0,28.8659793814433,23.0,44.938629466914264
2021-05-18,71.0,24.0,60.0,24.0,30.0,46.0,0.0,24.0,86.5979381443299,23.0,56.90777058139711
2021-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-20,27.0,0.0,68.0,27.0,34.0,0.0,60.0,26.0,65.97938144329896,51.0,52.57031568458717
2021-05-21,0.0,0.0,68.0,0.0,68.0,26.0,0.0,0.0,0.0,0.0,23.723900538973684
2021-05-22,59.0,59.0,38.0,30.0,74.0,90.0,33.0,0.0,0.0,28.0,60.188414330359166
2021-05-23,31.0,0.0,0.0,31.0,0.0,61.0,0.0,30.0,37.11340206185567,0.0,27.840934824946785
2021-05-24,51.0,26.0,0.0,52.0,32.0,26.0,29.0,51.0,31.95876288659794,50.0,51.10285791928982
2021-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-26,26.0,52.0,33.0,52.0,33.0,0.0,58.0,26.0,0.0,25.0,44.665368298685024
2021-05-27,26.0,26.0,34.0,27.0,0.0,26.0,0.0,26.0,31.95876288659794,0.0,28.843395685191055
2021-05-28,0.0,0.0,35.0,0.0,0.0,27.0,0.0,27.0,0.0,0.0,13.033500913386778
2021-05-29,0.0,0.0,0.0,29.0,36.0,29.0,65.0,29.0,72.16494845360825,0.0,38.09955161012727
2021-05-30,0.0,29.0,74.0,59.0,73.0,86.0,0.0,57.0,35.05154639175258,28.0,64.58927789603999
2021-05-31,25.0,25.0,0.0,25.0,32.0,25.0,0.0,0.0,0.0,24.0,22.845237556048733
