date,/g/11j2cc_qll_0,/g/11j2cc_qll_1,/g/11j2cc_qll_2,/g/11j2cc_qll_3,/g/11j2cc_qll_4,/g/11j2cc_qll_5,/g/11j2cc_qll_6,/g/11j2cc_qll_7,/g/11j2cc_qll_8,/g/11j2cc_qll_9,/g/11j2cc_qll
2021-04-18,60.0,92.0,77.0,58.0,70.65217391304348,59.0,76.0,73.73737373737374,61.0,72.0,71.50268745148063
2021-04-19,83.0,100.0,74.0,79.0,72.82608695652173,93.0,90.0,86.86868686868686,78.0,91.0,86.6647988530906
2021-04-20,75.0,77.0,74.0,79.0,100.0,99.0,88.0,95.95959595959596,84.0,73.0,86.38516560906211
2021-04-21,89.0,90.0,92.0,70.0,69.56521739130434,76.0,80.0,88.88888888888889,89.0,85.0,84.79994863512665
2021-04-22,100.0,95.0,94.0,100.0,89.1304347826087,100.0,100.0,100.0,100.0,100.0,100.0
2021-04-23,76.0,90.0,66.0,67.0,68.47826086956522,71.0,73.0,80.8080808080808,69.0,70.0,74.76368341817067
2021-04-24,54.0,82.0,65.0,55.0,57.608695652173914,53.0,67.0,79.79797979797979,54.0,71.0,65.26805145287608
2021-04-25,64.0,42.0,66.0,53.0,58.69565217391305,61.0,48.0,51.515151515151516,44.0,49.0,54.92220511556422
2021-04-26,69.0,75.0,66.0,53.0,55.43478260869565,58.0,56.0,63.63636363636363,54.0,61.0,62.473380289089036
2021-04-27,70.0,82.0,77.0,72.0,68.47826086956522,65.0,63.0,70.70707070707071,68.0,74.0,72.60640363720773
2021-04-28,76.0,68.0,86.0,73.0,59.78260869565217,76.0,86.0,83.83838383838383,71.0,85.0,78.17167990524439
2021-04-29,82.0,86.0,82.0,81.0,72.82608695652173,80.0,83.0,85.85858585858585,73.0,76.0,81.96091689890864
2021-04-30,83.0,91.0,77.0,82.0,78.26086956521739,82.0,85.0,95.95959595959596,75.0,85.0,85.28724144139532
2021-05-01,72.0,78.0,63.0,53.0,63.04347826086956,65.0,52.0,69.6969696969697,63.0,67.0,66.01782594581633
2021-05-02,69.0,71.0,54.0,62.0,54.34782608695652,60.0,55.0,61.61616161616162,54.0,69.0,62.36018899040635
2021-05-03,70.0,82.0,67.0,55.0,72.82608695652173,58.0,66.0,66.66666666666667,69.0,61.0,68.24169148479055
2021-05-04,55.0,70.0,72.0,65.0,47.82608695652174,70.0,62.0,83.83838383838383,67.0,60.0,66.72570933139009
2021-05-05,57.0,54.0,46.0,54.0,54.34782608695652,63.0,48.0,58.58585858585859,58.0,52.0,55.71176044572498
2021-05-06,63.0,60.0,77.0,61.0,60.869565217391305,67.0,75.0,78.78787878787878,66.0,70.0,69.38312313695697
2021-05-07,63.0,79.0,59.0,51.0,68.47826086956522,71.0,68.0,63.63636363636363,72.0,59.0,66.87396703398836
2021-05-08,50.0,63.0,50.0,39.0,44.56521739130435,45.0,59.0,50.505050505050505,53.0,48.0,51.32958244039722
2021-05-09,52.0,58.0,40.0,49.0,52.17391304347826,51.0,54.0,52.525252525252526,49.0,47.0,51.598350038142
