date,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1_10,/m/07mf1_11,/m/07mf1_12,/m/07mf1_13,/m/07mf1_14,/m/07mf1_15,/m/07mf1_16,/m/07mf1_17,/m/07mf1_18,/m/07mf1_19,/m/07mf1
2020-12-06,47.0,18.0,63.0,28.0,0.0,51.0,27.0,75.78947368421052,80.0,25.0,67.0,30.0,0.0,31.46067415730337,64.47368421052632,63.855421686746986,43.01075268817204,30.434782608695652,11.0,49.0,55.35862754218463
2020-12-07,55.0,95.0,68.0,50.0,93.0,77.0,37.0,50.526315789473685,89.47368421052632,68.0,36.0,68.0,99.0,100.0,100.0,71.08433734939759,63.44086021505376,95.65217391304348,31.0,52.0,96.21634020222074
2020-12-08,28.0,31.0,45.0,25.0,92.0,15.0,97.0,33.68421052631579,0.0,34.0,24.0,40.0,0.0,13.48314606741573,57.89473684210526,84.33734939759036,37.634408602150536,40.57971014492754,30.0,9.0,50.72300254817486
2020-12-09,14.0,48.0,23.0,25.0,40.0,15.0,37.0,51.578947368421055,35.78947368421053,46.0,74.0,68.0,56.0,28.089887640449437,50.0,100.0,38.70967741935484,40.57971014492754,41.0,71.0,62.078676535590745
2020-12-10,14.0,16.0,35.0,38.0,41.0,32.0,25.0,17.894736842105264,54.73684210526316,23.0,25.0,42.0,0.0,43.82022471910113,51.31578947368421,43.373493975903614,0.0,42.028985507246375,31.0,18.0,40.79014903237932
2020-12-11,100.0,65.0,70.0,39.0,27.0,63.0,62.0,70.52631578947368,91.57894736842105,47.0,37.0,84.0,29.0,71.91011235955057,60.526315789473685,87.95180722891567,52.68817204301075,71.01449275362319,21.0,45.0,82.1892942266151
2020-12-12,15.0,0.0,12.0,41.0,15.0,17.0,13.0,37.89473684210526,20.0,25.0,27.0,0.0,31.0,15.730337078651685,46.05263157894737,15.662650602409638,27.956989247311828,14.492753623188406,33.0,9.0,28.592373226575972
2020-12-13,61.0,0.0,12.0,14.0,29.0,17.0,27.0,36.8421052631579,20.0,38.0,13.0,0.0,31.0,62.92134831460674,46.05263157894737,15.662650602409638,27.956989247311828,14.492753623188406,11.0,19.0,34.103198199532166
2020-12-14,55.0,95.0,89.0,49.0,65.0,91.0,96.0,49.473684210526315,52.63157894736842,34.0,59.0,27.0,96.0,69.66292134831461,57.89473684210526,84.33734939759036,100.0,66.66666666666667,100.0,34.0,94.25578132010638
2020-12-15,56.0,64.0,23.0,38.0,27.0,31.0,24.0,51.578947368421055,72.63157894736842,46.0,36.0,14.0,85.0,57.30337078651685,50.0,14.457831325301205,12.903225806451612,55.072463768115945,72.0,18.0,58.3102606626198
2020-12-16,29.0,49.0,35.0,52.0,14.0,48.0,38.0,70.52631578947368,36.8421052631579,70.0,50.0,28.0,43.0,29.213483146067414,43.421052631578945,43.373493975903614,25.806451612903224,27.536231884057973,42.0,18.0,54.51241241157243
2020-12-17,58.0,66.0,12.0,13.0,82.0,0.0,37.0,52.63157894736842,36.8421052631579,35.0,50.0,55.0,14.0,29.213483146067414,34.21052631578947,59.036144578313255,39.784946236559136,84.05797101449275,42.0,36.0,57.47332845695461
2020-12-18,45.0,52.0,24.0,27.0,29.0,33.0,40.0,36.8421052631579,18.94736842105263,37.0,26.0,29.0,76.0,15.730337078651685,72.36842105263158,31.325301204819276,40.86021505376344,14.492753623188406,22.0,19.0,47.41898094685305
2020-12-19,77.0,18.0,25.0,56.0,59.0,68.0,67.0,18.94736842105263,60.0,51.0,81.0,46.0,32.0,79.7752808988764,36.8421052631579,48.19277108433735,56.98924731182796,30.434782608695652,34.0,39.0,67.67858693512605
2020-12-20,63.0,72.0,25.0,42.0,59.0,68.0,41.0,75.78947368421052,60.0,25.0,27.0,46.0,80.0,48.31460674157304,36.8421052631579,48.19277108433735,72.04301075268818,46.3768115942029,34.0,39.0,69.35491995792579
2020-12-21,70.0,81.0,56.0,76.0,54.0,31.0,85.0,51.578947368421055,54.73684210526316,35.0,12.0,55.0,57.0,42.69662921348315,50.0,43.373493975903614,63.44086021505376,42.028985507246375,10.0,35.0,69.10027668677351
2020-12-22,15.0,33.0,24.0,52.0,28.0,16.0,50.0,17.894736842105264,55.78947368421053,24.0,51.0,28.0,15.0,44.943820224719104,26.31578947368421,30.120481927710845,52.68817204301075,0.0,54.0,9.0,43.09948867747398
2020-12-23,60.0,34.0,12.0,0.0,43.0,65.0,26.0,72.63157894736842,37.89473684210526,49.0,0.0,43.0,30.0,76.40449438202248,53.94736842105263,45.78313253012048,26.881720430107528,73.91304347826087,33.0,0.0,53.806659143566336
2020-12-24,34.0,19.0,27.0,15.0,80.0,18.0,30.0,41.05263157894737,86.3157894736842,28.0,44.0,33.0,34.0,69.66292134831461,40.78947368421053,86.74698795180723,77.41935483870968,100.0,12.0,42.0,63.126638966711255
2020-12-25,18.0,42.0,59.0,16.0,17.0,59.0,31.0,65.26315789473684,46.31578947368421,44.0,62.0,35.0,54.0,55.056179775280896,31.57894736842105,37.34939759036145,65.59139784946237,17.391304347826086,13.0,56.0,56.70104222389692
2020-12-26,48.0,74.0,39.0,14.0,15.0,18.0,28.0,58.94736842105263,41.05263157894737,26.0,42.0,32.0,49.0,16.853932584269664,48.68421052631579,49.397590361445786,44.086021505376344,31.884057971014492,47.0,41.0,52.53102507188568
2020-12-27,29.0,50.0,47.0,0.0,27.0,32.0,26.0,70.52631578947368,36.8421052631579,24.0,38.0,43.0,29.0,0.0,34.21052631578947,30.120481927710845,39.784946236559136,43.47826086956522,32.0,36.0,45.93336168564923
2020-12-28,44.0,84.0,47.0,79.0,55.0,32.0,64.0,52.63157894736842,55.78947368421053,47.0,51.0,100.0,59.0,59.550561797752806,34.21052631578947,59.036144578313255,52.68817204301075,28.985507246376812,21.0,37.0,73.09121556004165
2020-12-29,59.0,51.0,0.0,40.0,56.0,49.0,39.0,71.57894736842105,56.8421052631579,36.0,65.0,58.0,15.0,60.674157303370784,52.63157894736842,14.457831325301205,53.763440860215056,72.46376811594203,32.0,37.0,63.224608363468775
2020-12-30,46.0,53.0,37.0,27.0,43.0,100.0,40.0,55.78947368421053,38.94736842105263,37.0,40.0,30.0,62.0,31.46067415730337,90.78947368421052,78.3132530120482,41.935483870967744,30.434782608695652,66.0,57.0,69.15630415413034
2020-12-31,16.0,57.0,53.0,44.0,16.0,54.0,100.0,100.0,85.26315789473684,54.0,58.0,32.0,66.0,50.561797752808985,48.68421052631579,84.33734939759036,30.107526881720432,0.0,24.0,10.0,67.594175320283
2021-01-01,88.0,100.0,29.0,63.0,100.0,77.0,46.0,22.105263157894736,91.57894736842105,100.0,92.0,86.0,35.0,71.91011235955057,94.73684210526316,18.072289156626507,63.44086021505376,85.5072463768116,51.0,66.0,94.92175765145726
